"abbreviation"	"officialName"	"equation"	"reconstruction directionality"	"subSystem"	"proteinClass"	"geneAssociation"	"reaction with marvin charges (pH7)"	"reaction with marvin charges (pH 7.2)"	"delta G (pH 7)"	"mM delta G (pH 7)"	"min delta G (pH 7)"	"max delta G (pH 7)"	"delta G (pH 7.2)"	"uncertainty in delta G (pH 7 or pH 7.2)"	"mM delta G (pH 7.2)"	"min delta G (pH 7.2)"	"max delta G (pH 7.2)"	"directionality without uncertainty (pH 7.2)"	"directionality with uncertainty (pH 7.2)"	" "	" "	"reconstruction directionality"	"directionality without uncertainty (pH 7.2)"	"directionality with uncertainty (pH 7.2)"	
"DTMPtex"	"dTMP transport via diffusion (extracellular to periplasm)"	"dtmp[e] <==> dtmp[p]"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"dtmp[e] <==> dtmp[p]"	"dtmp[e] <==> dtmp[p]"	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"						
"DUMPtex"	"dUMP transport via diffusion (extracellular to periplasm)"	"dump[e] <==> dump[p]"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"dump[e] <==> dump[p]"	"dump[e] <==> dump[p]"	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"						
"DURIK1"	"deoxyuridine kinase (ATP:Deoxyuridine)"	"[c] : atp + duri --> adp + dump + h"	"forward only"	"Nucleotide Salvage Pathway"		"b1238"	"atp + duri --> adp + dump"	"atp + duri --> adp + dump"	-3.8	-3.8	-12.8	5.3	-3.8	0.7	-3.8	-12.8	5.2	"reversible"	"reversible"						
"DURIPP"	"deoxyuridine phosphorylase"	"[c] : duri + pi <==> 2dr1p + ura"	"reversible"	"Nucleotide Salvage Pathway"		"( b4382  or  b4384 )"	"duri + h + pi <==> 2dr1p + ura"	"duri + h + pi <==> 2dr1p + ura"	2	2	-7	11	1.9	2.8	1.9	-7.2	10.9	"reversible"	"reversible"						
"DURIt2pp"	"deoxyuridine transport in via proton symport (periplasm)"	"duri[p] + h[p] --> duri[c] + h[c]"	"forward only"	"Transport, Inner Membrane"		"( b2393  or  b2964 )"	"duri[p] + h[p] --> duri + h"	"duri[p] + h[p] --> duri + h"	0	-3.2	-8.6	1.3	0	1.5	-3.2	-8.6	1.3	"reversible"	"reversible"						
"DURItex"	"deoxyuridine transport via diffusion (extracellular to periplasm)"	"duri[e] <==> duri[p]"	"reversible"	"Transport, Outer Membrane"		"b0411"	"duri[e] <==> duri[p]"	"duri[e] <==> duri[p]"	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"						
"DUTPDP"	"dUTP diphosphatase"	"[c] : dutp + h2o --> dump + h + ppi"	"forward only"	"Nucleotide Salvage Pathway"	"3.6.1.23"	"( b3640  or  b2251 )"	"dutp + h2o --> dump + ppi"	"dutp + h2o --> dump + ppi"	-8	-12.1	-19.3	-5.8	-8	2.2	-12.1	-19.3	-5.8	"forward only"	"forward only"						
"DXPRIi"	"1-deoxy-D-xylulose reductoisomerase"	"[c] : dxyl5p + h + nadph --> 2me4p + nadp"	"forward only"	"Cofactor and Prosthetic Group Biosynthesis"		"b0173"	"dxyl5p + (2) h + nadph --> 2me4p + nadp"	"dxyl5p + h + nadph --> 2me4p + nadp"	-5	-5	-14	4	-5.5	3.2	-5.5	-14.5	3.5	"reversible"	"reversible"						
"DXPS"	"1-deoxy-D-xylulose 5-phosphate synthase"	"[c] : g3p + h + pyr --> co2 + dxyl5p"	"forward only"	"Cofactor and Prosthetic Group Biosynthesis"		"b0420"	"g3p + h + pyr --> co2 + dxyl5p"	"g3p + h + pyr --> co2 + dxyl5p"	-8	-8	-28	-0.6	-8.3	1.8	-8.3	-28.2	-0.8	"forward only"	"reversible"						
"DXYLK"	"1-Deoxy-D-xylulose kinase"	"[c] : atp + dxyl --> adp + dxyl5p + h"	"forward only"	"Cofactor and Prosthetic Group Biosynthesis"		"b3564"	"atp + dxyl --> adp + dxyl5p"	"atp + dxyl --> adp + dxyl5p"	-4	-4	-13.1	5	-4.1	3.4	-4.1	-13.1	4.9	"reversible"	"reversible"						
"E4PD"	"Erythrose 4-phosphate dehydrogenase"	"[c] : e4p + h2o + nad <==> 4per + (2) h + nadh"	"reversible"	"Cofactor and Prosthetic Group Biosynthesis"		"b2927"	"e4p + h2o + nad <==> 4per + (2) h + nadh"	"e4p + h2o + nad <==> 4per + (2) h + nadh"	-10	-10	-19	-1	-9.4	3.4	-9.4	-18.5	-0.4	"forward only"	"reversible"						
"EAR100x"	"enoyl-[acyl-carrier-protein] reductase (NADH) (n-C10:0)"	"[c] : h + nadh + tdec2eACP --> dcaACP + nad"	"forward only"	"Cell Envelope Biosynthesis"	"1.3.1.9"	"b1288"	"h + nadh + tdec2eACP --> dcaACP + nad"	"h + nadh + tdec2eACP --> dcaACP + nad"	-16.5	-16.5	-25.5	-7.5	-16.8	3.4	-16.8	-25.8	-7.7	"forward only"	"forward only"						
"EAR100y"	"enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C10:0)"	"[c] : h + nadph + tdec2eACP --> dcaACP + nadp"	"forward only"	"Cell Envelope Biosynthesis"	"1.3.1.10"	"b1288"	"(2) h + nadph + tdec2eACP --> dcaACP + nadp"	"h + nadph + tdec2eACP --> dcaACP + nadp"	-16.5	-16.5	-25.5	-7.5	-17	3.4	-17	-26	-8	"forward only"	"forward only"						
"EAR120x"	"enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:0)"	"[c] : h + nadh + tddec2eACP --> ddcaACP + nad"	"forward only"	"Cell Envelope Biosynthesis"	"1.3.1.9"	"b1288"	"h + nadh + tddec2eACP --> ddcaACP + nad"	"h + nadh + tddec2eACP --> ddcaACP + nad"	-16.5	-16.5	-25.5	-7.5	-16.8	3.4	-16.8	-25.8	-7.7	"forward only"	"forward only"						
"EAR120y"	"enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:0)"	"[c] : h + nadph + tddec2eACP --> ddcaACP + nadp"	"forward only"	"Cell Envelope Biosynthesis"	"1.3.1.10"	"b1288"	"(2) h + nadph + tddec2eACP --> ddcaACP + nadp"	"h + nadph + tddec2eACP --> ddcaACP + nadp"	-16.5	-16.5	-25.5	-7.5	-17	3.4	-17	-26	-8	"forward only"	"forward only"						
"EAR121x"	"enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:1)"	"[c] : h + nadh + t3c5ddeceACP --> cddec5eACP + nad"	"forward only"	"Cell Envelope Biosynthesis"	"1.3.1.9"	"b1288"	"h + nadh + t3c5ddeceACP --> cddec5eACP + nad"	"h + nadh + t3c5ddeceACP --> cddec5eACP + nad"	-13.3	-13.3	-22.3	-4.2	-13.5	3.6	-13.5	-22.5	-4.5	"forward only"	"forward only"						
"EAR121y"	"enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:1)"	"[c] : h + nadph + t3c5ddeceACP --> cddec5eACP + nadp"	"forward only"	"Cell Envelope Biosynthesis"	"1.3.1.10"	"b1288"	"(2) h + nadph + t3c5ddeceACP --> cddec5eACP + nadp"	"h + nadph + t3c5ddeceACP --> cddec5eACP + nadp"	-13.3	-13.3	-22.3	-4.2	-13.8	3.6	-13.8	-22.8	-4.8	"forward only"	"forward only"						
"EAR140x"	"enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:0)"	"[c] : h + nadh + tmrs2eACP --> myrsACP + nad"	"forward only"	"Cell Envelope Biosynthesis"	"1.3.1.9"	"b1288"	"h + nadh + tmrs2eACP --> myrsACP + nad"	"h + nadh + tmrs2eACP --> myrsACP + nad"	-16.5	-16.5	-25.5	-7.5	-16.8	3.4	-16.8	-25.8	-7.7	"forward only"	"forward only"						
"EAR140y"	"enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:0)"	"[c] : h + nadph + tmrs2eACP --> myrsACP + nadp"	"forward only"	"Cell Envelope Biosynthesis"	"1.3.1.10"	"b1288"	"(2) h + nadph + tmrs2eACP --> myrsACP + nadp"	"h + nadph + tmrs2eACP --> myrsACP + nadp"	-16.5	-16.5	-25.5	-7.5	-17	3.4	-17	-26	-8	"forward only"	"forward only"						
"EAR141x"	"enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:1)"	"[c] : h + nadh + t3c7mrseACP --> nad + tdeACP"	"forward only"	"Cell Envelope Biosynthesis"	"1.3.1.9"	"b1288"	"h + nadh + t3c7mrseACP --> nad + tdeACP"	"h + nadh + t3c7mrseACP --> nad + tdeACP"	-18.8	-18.8	-27.9	-9.8	-19.1	3.8	-19.1	-28.1	-10.1	"forward only"	"forward only"						
"EAR141y"	"enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:1)"	"[c] : h + nadph + t3c7mrseACP --> nadp + tdeACP"	"forward only"	"Cell Envelope Biosynthesis"	"1.3.1.10"	"b1288"	"(2) h + nadph + t3c7mrseACP --> nadp + tdeACP"	"h + nadph + t3c7mrseACP --> nadp + tdeACP"	-18.8	-18.8	-27.9	-9.8	-19.4	3.8	-19.4	-28.4	-10.4	"forward only"	"forward only"						
"EAR160x"	"enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:0)"	"[c] : h + nadh + tpalm2eACP --> nad + palmACP"	"forward only"	"Cell Envelope Biosynthesis"	"1.3.1.9"	"b1288"	"h + nadh + tpalm2eACP --> nad + palmACP"	"h + nadh + tpalm2eACP --> nad + palmACP"	-16.5	-16.5	-25.5	-7.5	-16.8	3.4	-16.8	-25.8	-7.7	"forward only"	"forward only"						
"EAR160y"	"enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:0)"	"[c] : h + nadph + tpalm2eACP --> nadp + palmACP"	"forward only"	"Cell Envelope Biosynthesis"	"1.3.1.10"	"b1288"	"(2) h + nadph + tpalm2eACP --> nadp + palmACP"	"h + nadph + tpalm2eACP --> nadp + palmACP"	-16.5	-16.5	-25.5	-7.5	-17	3.4	-17	-26	-8	"forward only"	"forward only"						
"EAR161x"	"enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:1)"	"[c] : h + nadh + t3c9palmeACP --> hdeACP + nad"	"forward only"	"Cell Envelope Biosynthesis"	"1.3.1.9"	"b1288"	"h + nadh + t3c9palmeACP --> hdeACP + nad"	"h + nadh + t3c9palmeACP --> hdeACP + nad"	-18	-18	-27	-9	-18.3	3.3	-18.3	-27.3	-9.3	"forward only"	"forward only"						
"EAR161y"	"enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:1)"	"[c] : h + nadph + t3c9palmeACP --> hdeACP + nadp"	"forward only"	"Cell Envelope Biosynthesis"	"1.3.1.10"	"b1288"	"(2) h + nadph + t3c9palmeACP --> hdeACP + nadp"	"h + nadph + t3c9palmeACP --> hdeACP + nadp"	-18	-18	-27	-9	-18.5	3.3	-18.5	-27.6	-9.5	"forward only"	"forward only"						
"EAR180x"	"enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:0)"	"[c] : h + nadh + toctd2eACP --> nad + ocdcaACP"	"forward only"	"Cell Envelope Biosynthesis"	"1.3.1.9"	"b1288"	"h + nadh + toctd2eACP --> nad + ocdcaACP"	"h + nadh + toctd2eACP --> nad + ocdcaACP"	-16.5	-16.5	-25.5	-7.5	-16.8	3.4	-16.8	-25.8	-7.7	"forward only"	"forward only"						
"EAR180y"	"enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:0)"	"[c] : h + nadph + toctd2eACP --> nadp + ocdcaACP"	"forward only"	"Cell Envelope Biosynthesis"	"1.3.1.10"	"b1288"	"(2) h + nadph + toctd2eACP --> nadp + ocdcaACP"	"h + nadph + toctd2eACP --> nadp + ocdcaACP"	-16.5	-16.5	-25.5	-7.5	-17	3.4	-17	-26	-8	"forward only"	"forward only"						
"EAR181x"	"enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:1)"	"[c] : h + nadh + t3c11vaceACP --> nad + octeACP"	"forward only"	"Cell Envelope Biosynthesis"	"1.3.1.9"	"b1288"	"h + nadh + t3c11vaceACP --> nad + octeACP"	"h + nadh + t3c11vaceACP --> nad + octeACP"	-18.8	-18.8	-27.9	-9.8	-19.1	3.8	-19.1	-28.1	-10.1	"forward only"	"forward only"						
"EAR181y"	"enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:1)"	"[c] : h + nadph + t3c11vaceACP --> nadp + octeACP"	"forward only"	"Cell Envelope Biosynthesis"	"1.3.1.10"	"b1288"	"(2) h + nadph + t3c11vaceACP --> nadp + octeACP"	"h + nadph + t3c11vaceACP --> nadp + octeACP"	-18.8	-18.8	-27.9	-9.8	-19.4	3.8	-19.4	-28.4	-10.4	"forward only"	"forward only"						
"EAR40x"	"enoyl-[acyl-carrier-protein] reductase (NADH) (n-C4:0)"	"[c] : but2eACP + h + nadh --> butACP + nad"	"forward only"	"Cell Envelope Biosynthesis"	"1.3.1.9"	"b1288"	"but2eACP + h + nadh --> butACP + nad"	"but2eACP + h + nadh --> butACP + nad"	-16.5	-16.5	-25.5	-7.5	-16.8	3.4	-16.8	-25.8	-7.7	"forward only"	"forward only"						
"EAR40y"	"enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C4:0)"	"[c] : but2eACP + h + nadph --> butACP + nadp"	"forward only"	"Cell Envelope Biosynthesis"	"1.3.1.10"	"b1288"	"but2eACP + (2) h + nadph --> butACP + nadp"	"but2eACP + h + nadph --> butACP + nadp"	-16.5	-16.5	-25.5	-7.5	-17	3.4	-17	-26	-8	"forward only"	"forward only"						
"EAR60x"	"enoyl-[acyl-carrier-protein] reductase (NADH) (n-C6:0)"	"[c] : h + nadh + thex2eACP --> hexACP + nad"	"forward only"	"Cell Envelope Biosynthesis"	"1.3.1.9"	"b1288"	"h + nadh + thex2eACP --> hexACP + nad"	"h + nadh + thex2eACP --> hexACP + nad"	-16.5	-16.5	-25.5	-7.5	-16.8	3.4	-16.8	-25.8	-7.7	"forward only"	"forward only"						
"EAR60y"	"enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C6:0)"	"[c] : h + nadph + thex2eACP --> hexACP + nadp"	"forward only"	"Cell Envelope Biosynthesis"	"1.3.1.10"	"b1288"	"(2) h + nadph + thex2eACP --> hexACP + nadp"	"h + nadph + thex2eACP --> hexACP + nadp"	-16.5	-16.5	-25.5	-7.5	-17	3.4	-17	-26	-8	"forward only"	"forward only"						
"EAR80x"	"enoyl-[acyl-carrier-protein] reductase (NADH) (n-C8:0)"	"[c] : h + nadh + toct2eACP --> nad + ocACP"	"forward only"	"Cell Envelope Biosynthesis"	"1.3.1.9"	"b1288"	"h + nadh + toct2eACP --> nad + ocACP"	"h + nadh + toct2eACP --> nad + ocACP"	-16.5	-16.5	-25.5	-7.5	-16.8	3.4	-16.8	-25.8	-7.7	"forward only"	"forward only"						
"EAR80y"	"enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C8:0)"	"[c] : h + nadph + toct2eACP --> nadp + ocACP"	"forward only"	"Cell Envelope Biosynthesis"	"1.3.1.10"	"b1288"	"(2) h + nadph + toct2eACP --> nadp + ocACP"	"h + nadph + toct2eACP --> nadp + ocACP"	-16.5	-16.5	-25.5	-7.5	-17	3.4	-17	-26	-8	"forward only"	"forward only"						
"ECA4COLIPAtex"	"enterobacterial common antigen (x4) core oligosaccharide lipid A transport (periplasm to extracellular)"	"eca4colipa[p] --> eca4colipa[e]"	"forward only"	"Lipopolysaccharide Biosynthesis / Recycling"			"eca4colipa[p] --> eca4colipa[e]"	"eca4colipa[p] --> eca4colipa[e]"	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"						
"ECA4OALpp"	"enterobacterial common antigen (x4) O-antigen ligase (periplasm)"	"[p] : colipa + eca4und --> eca4colipa + h + udcpdp"	"forward only"	"Lipopolysaccharide Biosynthesis / Recycling"		"b3622"	"[p] : colipa[p] + eca4und[p] --> eca4colipa[p] + udcpdp[p]"	"[p] : colipa[p] + eca4und[p] --> eca4colipa[p] + udcpdp[p]"	-1.4	-1.4	-12.3	9.6	-1.4	1.8	-1.4	-12.3	9.6	"reversible"	"reversible"						
"ECAP1pp"	"enterobacterial common antigen polymerase (periplasm)"	"[p] : (2) unagamuf --> eca2und + h + udcpdp"	"forward only"	"Lipopolysaccharide Biosynthesis / Recycling"		"( b3793  and  b3785 )"	"[p] : (2) unagamuf[p] --> eca2und[p] + udcpdp[p]"	"[p] : (2) unagamuf[p] --> eca2und[p] + udcpdp[p]"	-1.4	-1.4	-12.3	9.6	-1.4	1.8	-1.4	-12.3	9.6	"reversible"	"reversible"						
"ECAP2pp"	"enterobacterial common antigen polymerase (periplasm)"	"[p] : eca2und + unagamuf --> eca3und + h + udcpdp"	"forward only"	"Lipopolysaccharide Biosynthesis / Recycling"		"( b3793  and  b3785 )"	"[p] : eca2und[p] + unagamuf[p] --> eca3und[p] + udcpdp[p]"	"[p] : eca2und[p] + unagamuf[p] --> eca3und[p] + udcpdp[p]"	-1.4	-1.4	-12.3	9.6	-1.4	1.8	-1.4	-12.3	9.6	"reversible"	"reversible"						
"ECAP3pp"	"enterobacterial common antigen polymerase (periplasm)"	"[p] : eca3und + unagamuf --> eca4und + h + udcpdp"	"forward only"	"Lipopolysaccharide Biosynthesis / Recycling"		"( b3793  and  b3785 )"	"[p] : eca3und[p] + unagamuf[p] --> eca4und[p] + udcpdp[p]"	"[p] : eca3und[p] + unagamuf[p] --> eca4und[p] + udcpdp[p]"	-1.4	-1.4	-12.3	9.6	-1.4	1.8	-1.4	-12.3	9.6	"reversible"	"reversible"						
"ECAtpp"	"enterobacterial common antigen transferase (flippase, cytoplasm to periplasm)"	"unagamuf[c] --> unagamuf[p]"	"forward only"	"Lipopolysaccharide Biosynthesis / Recycling"		"b3792"	"unagamuf --> unagamuf[p]"	"unagamuf --> unagamuf[p]"	0	-10.4	-14.9	-4.9	0	1.5	-10.4	-14.9	-4.9	"forward only"	"forward only"						
"ECOAH1"	"3-hydroxyacyl-CoA dehydratase (3-hydroxybutanoyl-CoA)"	"[c] : 3hbcoa <==> b2coa + h2o"	"reversible"	"Membrane Lipid Metabolism"	"4.2.1.17"	"( b3846  or  b2341 )"	"3hbcoa <==> b2coa + h2o"	"3hbcoa <==> b2coa + h2o"	2.1	2.1	-2.4	6.6	2.1	2.2	2.1	-2.4	6.6	"reversible"	"reversible"						
"ECOAH2"	"3-hydroxyacyl-CoA dehydratase (3-hydroxyhexanoyl-CoA)"	"[c] : 3hhcoa <==> h2o + hx2coa"	"reversible"	"Membrane Lipid Metabolism"	"4.2.1.17"	"( b3846  or  b2341 )"	"3hhcoa <==> h2o + hx2coa"	"3hhcoa <==> h2o + hx2coa"	2.1	2.1	-2.4	6.6	2.1	2.2	2.1	-2.4	6.6	"reversible"	"reversible"						
"ECOAH3"	"3-hydroxyacyl-CoA dehydratase (3-hydroxyoctanoyl-CoA)"	"[c] : 3hocoa <==> h2o + oc2coa"	"reversible"	"Membrane Lipid Metabolism"	"4.2.1.17"	"( b3846  or  b2341 )"	"3hocoa <==> h2o + oc2coa"	"3hocoa <==> h2o + oc2coa"	2.1	2.1	-2.4	6.6	2.1	2.2	2.1	-2.4	6.6	"reversible"	"reversible"						
"ECOAH4"	"3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA)"	"[c] : 3hdcoa <==> dc2coa + h2o"	"reversible"	"Membrane Lipid Metabolism"	"4.2.1.17"	"( b3846  or  b2341 )"	"3hdcoa <==> dc2coa + h2o"	"3hdcoa <==> dc2coa + h2o"	2.1	2.1	-2.4	6.6	2.1	2.2	2.1	-2.4	6.6	"reversible"	"reversible"						
"ECOAH5"	"3-hydroxyacyl-CoA dehydratase (3-hydroxydodecanoyl-CoA)"	"[c] : 3hddcoa <==> dd2coa + h2o"	"reversible"	"Membrane Lipid Metabolism"	"4.2.1.17"	"( b3846  or  b2341 )"	"3hddcoa <==> dd2coa + h2o"	"3hddcoa <==> dd2coa + h2o"	2.1	2.1	-2.4	6.6	2.1	2.2	2.1	-2.4	6.6	"reversible"	"reversible"						
"ECOAH6"	"3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA)"	"[c] : 3htdcoa <==> h2o + td2coa"	"reversible"	"Membrane Lipid Metabolism"	"4.2.1.17"	"( b3846  or  b2341 )"	"3htdcoa <==> h2o + td2coa"	"3htdcoa <==> h2o + td2coa"	2.1	2.1	-2.4	6.6	2.1	2.2	2.1	-2.4	6.6	"reversible"	"reversible"						
"ECOAH7"	"3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA)"	"[c] : 3hhdcoa <==> h2o + hdd2coa"	"reversible"	"Membrane Lipid Metabolism"	"4.2.1.17"	"( b3846  or  b2341 )"	"3hhdcoa <==> h2o + hdd2coa"	"3hhdcoa <==> h2o + hdd2coa"	2.1	2.1	-2.4	6.6	2.1	2.2	2.1	-2.4	6.6	"reversible"	"reversible"						
"ECOAH8"	"3-hydroxyacyl-CoA dehydratase (3-hydroxyoctadecanoyl-CoA)"	"[c] : 3hodcoa <==> h2o + od2coa"	"reversible"	"Membrane Lipid Metabolism"	"4.2.1.17"	"( b3846  or  b2341 )"	"3hodcoa <==> h2o + od2coa"	"3hodcoa <==> h2o + od2coa"	2.1	2.1	-2.4	6.6	2.1	2.2	2.1	-2.4	6.6	"reversible"	"reversible"						
"EDA"	"2-dehydro-3-deoxy-phosphogluconate aldolase"	"[c] : 2ddg6p --> g3p + pyr"	"forward only"	"Pentose Phosphate Pathway"	"4.1.2.14"	"b1850"	"2ddg6p --> g3p + pyr"	"2ddg6p --> g3p + pyr"	0.7	-3.4	-10.7	2.9	0.7	0.8	-3.4	-10.6	2.9	"reversible"	"reversible"						
"EDD"	"6-phosphogluconate dehydratase"	"[c] : 6pgc --> 2ddg6p + h2o"	"forward only"	"Pentose Phosphate Pathway"	"4.2.1.12"	"b1851"	"6pgc --> 2ddg6p + h2o"	"6pgc --> 2ddg6p + h2o"	-8.3	-8.3	-12.8	-3.7	-8.3	2	-8.3	-12.8	-3.7	"forward only"	"forward only"						
"EDTXS1"	"Endotoxin Synthesis (lauroyl transferase)"	"[c] : ddcaACP + kdo2lipid4 --> ACP + kdo2lipid4L"	"forward only"	"Lipopolysaccharide Biosynthesis / Recycling"		"b1054"	"ddcaACP + kdo2lipid4 --> ACP + kdo2lipid4L"	"ddcaACP + kdo2lipid4 --> ACP + kdo2lipid4L"	-3.7	-3.7	-12.7	5.3	-3.7	3.3	-3.7	-12.7	5.3	"reversible"	"reversible"						
"EDTXS2"	"Endotoxin Synthesis (myristoyl transferase)"	"[c] : kdo2lipid4L + myrsACP --> ACP + lipa"	"forward only"	"Lipopolysaccharide Biosynthesis / Recycling"		"b1855"	"kdo2lipid4L + myrsACP --> ACP + lipa"	"kdo2lipid4L + myrsACP --> ACP + lipa"	-3.7	-3.7	-12.7	5.3	-3.7	3.3	-3.7	-12.7	5.3	"reversible"	"reversible"						
"EDTXS3"	"Endotoxin Synthesis (palmitoleoyl ACP)"	"[c] : hdeACP + kdo2lipid4 --> ACP + kdo2lipid4p"	"forward only"	"Lipopolysaccharide Biosynthesis / Recycling"		"b2378"	"hdeACP + kdo2lipid4 --> ACP + kdo2lipid4p"	"hdeACP + kdo2lipid4 --> ACP + kdo2lipid4p"	-3.7	-3.7	-12.7	5.3	-3.7	3.3	-3.7	-12.7	5.3	"reversible"	"reversible"						
"EDTXS4"	"Endotoxin Synthesis (myristoyl transferase)"	"[c] : kdo2lipid4p + myrsACP --> ACP + lipa_cold"	"forward only"	"Lipopolysaccharide Biosynthesis / Recycling"		"b1855"	"kdo2lipid4p + myrsACP --> ACP + lipa_cold"	"kdo2lipid4p + myrsACP --> ACP + lipa_cold"	-3.7	-3.7	-12.7	5.3	-3.7	3.3	-3.7	-12.7	5.3	"reversible"	"reversible"						
"ENLIPAtex"	"phosphoethanolamine lipid A transport via vector (periplasm to extracellular)"	"enlipa[p] --> enlipa[e]"	"forward only"	"Lipopolysaccharide Biosynthesis / Recycling"			"enlipa[p] --> enlipa[e]"	"enlipa[p] --> enlipa[e]"	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"						
"ENO"	"enolase"	"[c] : 2pg <==> h2o + pep"	"reversible"	"Glycolysis/Gluconeogenesis"	"4.2.1.11"	"b2779"	"2pg <==> h2o + pep"	"2pg <==> h2o + pep"	-0.9	-0.9	-5.4	3.6	-0.9	2.3	-0.9	-5.4	3.6	"reversible"	"reversible"						
"ENTCS"	"enterochelin synthase"	"[c] : (3) 23dhba + (3) seramp --> (6) amp + enter + (9) h"	"forward only"	"Cofactor and Prosthetic Group Biosynthesis"		"b0583"	"(3) 23dhba + (3) seramp --> (6) amp + enter + (6) h"	"(3) 23dhba + (3) seramp --> (6) amp + enter + (6) h"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"						
"ENTERES"	"Enterochelin Esterase"	"[c] : enter + (3) h2o --> (3) 23dhbzs + (3) h"	"forward only"	"Inorganic Ion Transport and Metabolism"		"b0585"	"enter + (3) h2o --> (3) 23dhbzs + (3) h"	"enter + (3) h2o --> (3) 23dhbzs + (3) h"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"						
"ENTERES2"	"Enterochelin Esterase (Fe containing)"	"[c] : feenter + (3) h2o --> (3) 23dhbzs + fe3 + (3) h"	"forward only"	"Inorganic Ion Transport and Metabolism"		"b0585"	"feenter + (3) h2o --> (3) 23dhbzs + fe3 + (3) h"	"feenter + (3) h2o --> (3) 23dhbzs + fe3 + (3) h"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"Not calculated"	"reversible"	"reversible"						
"ETHAAL"	"Ethanolamine ammonia-lyase"	"[c] : etha --> acald + nh4"	"forward only"	"Cell Envelope Biosynthesis"	"4.3.1.7"	"( b2440  and  b2441 )"	"etha --> acald + nh4"	"etha --> acald + nh4"	-7.9	-12	-19.2	-5.7	-7.9	2.3	-12	-19.2	-5.7	"forward only"	"forward only"						
"ETHAt2pp"	"ethanolamine transport in via proton symport"	"etha[p] + h[p] --> etha[c] + h[c]"	"forward only"	"Transport, Inner Membrane"			"etha[p] + h[p] --> etha + h"	"etha[p] + h[p] --> etha + h"	0	-6.6	-12.1	-2.1	0	1.5	-6.6	-12.1	-2.1	"forward only"	"forward only"						
"ETHAtex"	"ethanolamine transport via diffusion (extracellular)"	"etha[e] <==> etha[p]"	"reversible"	"Transport, Outer Membrane Porin"		"( b0241  or  b0929  or  b1377  or  b2215 )"	"etha[e] <==> etha[p]"	"etha[e] <==> etha[p]"	0	0	-5.5	5.5	0	1.5	0	-5.5	5.5	"reversible"	"reversible"						
"ETHSO3abcpp"	"ethanesulfonate transport via ABC system (periplasm)"	"atp[c] + ethso3[p] + h2o[c] --> adp[c] + ethso3[c] + h[c] + pi[c]"	"forward only"	"Transport, Inner Membrane"		"( b0936  and  b0933  and  b0934 )"	"atp + ethso3[p] + h2o --> adp + ethso3 + h + pi"	"atp + ethso3[p] + h2o --> adp + ethso3 + h + pi"	-6.7	-7.3	-20	3.5	-6.6	2.2	-7.2	-19.9	3.6	"reversible"	"reversible"						
