"Metabolite Abbreviation"	"Metabolite Name"	"Neutral Formula"	"Charged Formula"	"Charge"	"Compartment"	"KEGG ID"	"CAS Number"	"Alternate Names"
"feoxam-un[c]"	"ferroxamine minus Fe(3)"	"C25H48N6O8"	"C25H46N6O8"	-2	"Cytosol"			
"fgam[c]"	"N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide"	"C8H15N2O9P"	"C8H13N2O9P"	-2	"Cytosol"	"C04376"		"5'-Phosphoribosyl-N-formylglycinamide/ N-Formyl-GAR/ N-Formylglycinamide ribonucleotide"
"flxr[c]"	"Flavodoxin reduced"	"XH2"	"XH"	-1	"Cytosol"	"C02745"		
"flxso[c]"	"flavodoxin semi oxidized"	"XH"	"XH"	0	"Cytosol"	"C02869"		
"fmettrna[c]"	"N-Formylmethionyl-tRNA"	"C6H9NO2SR"	"C6H9NO2SR"	0	"Cytosol"	"C03294"		
"fmn[c]"	"FMN"	"C17H21N4O9P"	"C17H19N4O9P"	-2	"Cytosol"	"C00061"	"146-17-8"	"Riboflavin-5-phosphate/ Flavin mononucleotide"
"fmnh2[c]"	"Reduced FMN"	"C17H23N4O9P"	"C17H21N4O9P"	-2	"Cytosol"	"C01847"	"67-63-0"	"Reduced flavin mononucleotide"
"for[c]"	"Formate"	"CH2O2"	"CH1O2"	-1	"Cytosol"	"C00058"	"64-18-6"	"Hydrogencarboxylic acid/ aminic acid/ Methanoic acid/ Formic acid"
"forcoa[c]"	"Formyl-CoA"	"C22H36N7O17P3S"	"C22H32N7O17P3S"	-4	"Cytosol"	"C00798"		
"fpram[c]"	"2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine"	"C8H16N3O8P"	"C8H15N3O8P"	-1	"Cytosol"	"C04640"		"2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine/ 1-(5'-Phosphoribosyl)-N-formylglycinamidine/ 5'-Phosphoribosyl-N-formylglycinamidine/ 5'-Phosphoribosylformylglycinamidine"
"fprica[c]"	"5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide"	"C10H15N4O9P"	"C10H13N4O9P"	-2	"Cytosol"	"C04734"		"1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide/ 5'-Phosphoribosyl-5-formamido-4-imidazolecarboxamide/ 5-Formamido-1-(5-phosphoribosyl)imidazole-4-carboxamide"
"frdp[c]"	"Farnesyl diphosphate"	"C15H28O7P2"	"C15H25O7P2"	-3	"Cytosol"	"C00448"	"13058-04-3"	"Farnesyl pyrophosphate/ 2-trans,6-trans-Farnesyl diphosphate/ trans,trans-Farnesyl diphosphate/ FPP"
"fru[c]"	"D-Fructose"	"C6H12O6"	"C6H12O6"	0	"Cytosol"	"C00095"	"57-48-7"	"Levulose/ Fruit sugar/ D-Arabino-hexulose"
"frulys[c]"	"fructoselysine"	"C12H24N2O7"	"C12H25N2O7"	1	"Cytosol"	"C16488"		"N-epsilon-(1-deoxyfructose)-lysine"
"frulysp[c]"	"fructoselysine Phosphate"	"C12H25N2O10P"	"C12H24N2O10P"	-1	"Cytosol"	"C16489"		
"fruur[c]"	"D-Fructuronate"	"C6H10O7"	"C6H9O7"	-1	"Cytosol"	"C00905"	"669-90-9"	
"fuc-L[c]"	"L-Fucose"	"C6H12O5"	"C6H12O5"	0	"Cytosol"	"C01019"	"2438-80-4"	"6-Deoxy-L-galactose"
"fum[c]"	"Fumarate"	"C4H4O4"	"C4H2O4"	-2	"Cytosol"	"C00122"	"110-17-8"	"boletic acid/ allomaleic acid/ Fumaric acid/ Trans-butenedioic acid"
"g1p[c]"	"D-Glucose 1-phosphate"	"C6H13O9P"	"C6H11O9P"	-2	"Cytosol"	"C00103"	"59-56-3"	"Cori ester/ alpha-D-Glucose 1-phosphate/ Glucose 1-phosphate"
"g3p[c]"	"Glyceraldehyde 3-phosphate"	"C3H7O6P"	"C3H5O6P"	-2	"Cytosol"	"C00661"	10/09/42	"D-glyceraldehyde 3-phosphate/ (2R)-2-Hydroxy-3-(phosphonooxy)-propanal"
"g3pc[c]"	"sn-Glycero-3-phosphocholine"	"C8H20NO6P"	"C8H20NO6P"	0	"Cytosol"	"C00670"		"Glycerophosphocholine"
"g3pe[c]"	"sn-Glycero-3-phosphoethanolamine"	"C5H14NO6P"	"C5H14NO6P"	0	"Cytosol"	"C01233"		"Glycerophosphoethanolamine"
"g3pg[c]"	"Glycerophosphoglycerol"	"C6H15O8P"	"C6H14O8P"	-1	"Cytosol"	"C03274"	"11034-93-8"	"Glycerophosphoglycerol"
"g3pi[c]"	"sn-Glycero-3-phospho-1-inositol"	"C9H19O11P"	"C9H18O11P"	-1	"Cytosol"	"C01225"		
"g3ps[c]"	"Glycerophosphoserine"	"C6H14NO8P"	"C6H13NO8P"	-1	"Cytosol"			
"g6p[c]"	"D-Glucose 6-phosphate"	"C6H13O9P"	"C6H11O9P"	-2	"Cytosol"	"C00092"	"56-73-5"	"Glucose 6-phosphate/ Robinson ester/ alpha-D-Glucose 6-phosphate"
"gagicolipa[c]"	"galactosyl-glucosyl-inner core oligosaccharide lipid A"	"C157H282N2O84P4"	"C157H271N2O84P4"	-11	"Cytosol"			"galactosyl-(1->6)-glucosyl-(1->3)-inner core oligosaccharide lipid A"
"gal[c]"	"D-Galactose"	"C6H12O6"	"C6H12O6"	0	"Cytosol"	"C00124"	"59-23-4"	"alpha-Galactose(D)/ Galactose"
"gal1p[c]"	"alpha-D-Galactose 1-phosphate"	"C6H13O9P"	"C6H11O9P"	-2	"Cytosol"	"C00446"	"2255-14-3"	"D-Galactose 1-phosphate/ alpha-D-Galactose 1-phosphate"
"galct-D[c]"	"D-Galactarate"	"C6H10O8"	"C6H8O8"	-2	"Cytosol"	"C00879"	"526-99-8"	"D-Mucic acid/ D-Galactaric acid"
"galctn-D[c]"	"D-Galactonate"	"C6H12O7"	"C6H11O7"	-1	"Cytosol"	"C00880"		"D-Galactonic acid"
"galctn-L[c]"	"L-Galactonate"	"C6H12O7"	"C6H11O7"	-1	"Cytosol"	"C15930"		"L-Galactonic acid"
"galt1p[c]"	"Galactitol 1-phosphate"	"C6H15O9P"	"C6H13O9P"	-2	"Cytosol"	"C06311"		"D-Galactitol 1-phosphate/ L-Galactitol 6-phosphate"
"galur[c]"	"D-Galacturonate"	"C6H10O7"	"C6H9O7"	-1	"Cytosol"	"C00333"	"685-73-4"	"alpha-D-galacturonopyranose/ D-Galacturonic acid"
"gam1p[c]"	"D-Glucosamine 1-phosphate"	"C6H14NO8P"	"C6H13NO8P"	-1	"Cytosol"	"C06156"		
"gam6p[c]"	"D-Glucosamine 6-phosphate"	"C6H14NO8P"	"C6H13NO8P"	-1	"Cytosol"	"C00352"	"3616-42-0"	"D-Glucosamine phosphate"
"gar[c]"	"N1-(5-Phospho-D-ribosyl)glycinamide"	"C7H15N2O8P"	"C7H14N2O8P"	-1	"Cytosol"	"C03838"		"5'-Phosphoribosylglycinamide/ GAR/ Glycinamide ribonucleotide"
"garagund[c]"	"glucosyl-O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate"	"C77H127N1O22P2"	"C77H125N1O22P2"	-2	"Cytosol"			
"gbbtn[c]"	"gamma-butyrobetaine"	"C7H15NO2"	"C7H15NO2"	0	"Cytosol"	"C01181"		"Butyrobetaine [MeSH: butyrobetaine]/ gamma-Butyrobetain/ 4-(trimethylammonio)butanoate/ gamma-butyrobetaine [MeSH: gamma-butyrobetaine]/ N-Trimethyl-gamma-aminobutyric acid/ 4-Butyrobetaine/ Deoxycarnitine [MeSH: deoxycarnitine]/ gamma-Butyrobetain [German]/ Actinine/ 4-(N-Trimethylamino)butyrate"
"gcald[c]"	"Glycolaldehyde"	"C2H4O2"	"C2H4O2"	0	"Cytosol"	"C00266"		"Hydroxyacetaldehyde"
"gdp[c]"	"GDP"	"C10H15N5O11P2"	"C10H12N5O11P2"	-3	"Cytosol"	"C00035"	"146-91-8"	"Guanosine 5'-diphosphate/ Guanosine diphosphate"
"gdpddman[c]"	"GDP-4-dehydro-6-deoxy-D-mannose"	"C16H23N5O15P2"	"C16H21N5O15P2"	-2	"Cytosol"	"C01222"		"GDP-4-dehydro-6-deoxy-D-mannose/ GDP-4-dehydro-6-deoxy-D-talose/ GDP-4-oxo-6-deoxy-D-mannose/ GDP-4-dehydro-D-rhamnose"
"gdpfuc[c]"	"GDP-L-fucose"	"C16H25N5O15P2"	"C16H23N5O15P2"	-2	"Cytosol"	"C00325"		
"gdpmann[c]"	"GDP-D-mannose"	"C16H25N5O16P2"	"C16H23N5O16P2"	-2	"Cytosol"	"C00096"		
"gdpofuc[c]"	"GDP-4-oxo-L-fucose"	"C16H23N5O15P2"	"C16H21N5O15P2"	-2	"Cytosol"			"GDP-4-oxo-L-fucose/ GDP-4-dehydro-L-fucose/ GDP-4-dehydro-6-L-deoxygalactose (not positive)"
"gdptp[c]"	"Guanosine 3'-diphosphate 5'-triphosphate"	"C10H18N5O20P5"	"C10H11N5O20P5"	-7	"Cytosol"	"C04494"		"guanosine 5'-diphosphate 3'-triphosphate/ pppGpp"
"gfgaragund[c]"	"galactofuranosyl-glucosyl-O-acetyl-rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate"	"C83H137N1O27P2"	"C83H135N1O27P2"	-2	"Cytosol"			
"gg4abut[c]"	"gamma-glutamyl-gamma aminobutyric acid"	"C9H16O5N2"	"C9H15O5N2"	-1	"Cytosol"	"C15767"		"gamma-glutamyl-GABA/ y-glu-GABA"
"ggagicolipa[c]"	"glucosyl-galactosyl-glucosyl-inner core oligosaccharide lipid A"	"C163H292N2O89P4"	"C163H281N2O89P4"	-11	"Cytosol"			"glucosyl-(1->3)/galactosyl-(1->6)-glucosyl-(1->3)-inner core oligosaccharide lipid A"
"ggbutal[c]"	"gamma-glutamyl-gamma-butyraldehyde"	"C9H16O4N2"	"C9H16O4N2"	0	"Cytosol"	"C15700"		"gamma-glutamyl-gamma-aminobutyraldehyde"
"gggagicolipa[c]"	"glucosyl-glucosyl-galactosyl-glucosyl-inner core oligosaccharide lipid A"	"C169H302N2O94P4"	"C169H291N2O94P4"	-11	"Cytosol"			"glucosyl-(1->2)-glucosyl-(1->3)/galactosyl-(1->6)-glucosyl-(1->3)-inner core oligosaccharide lipid A"
"ggptrc[c]"	"gamma-glutamyl-putrescine"	"C9H19O3N3"	"C9H20O3N3"	1	"Cytosol"	"C15699"		
"ghb[c]"	"gamma-hydroxybutyrate"	"C4H8O3"	"C4H7O3"	-1	"Cytosol"	"C00989"	"591-81-1"	"4-hydroxybutyrate/ gamma-hydroxybutanoic acid"
"gicolipa[c]"	"glucosyl-inner core oligosaccharide lipid A"	"C151H272N2O79P4"	"C151H261N2O79P4"	-11	"Cytosol"			"glucosyl-(1->3)-inner core oligosaccharide lipid A"
"glc-D[c]"	"D-Glucose"	"C6H12O6"	"C6H12O6"	0	"Cytosol"	"C00031"	"50-99-7"	"alpha-D-Glucose/ beta-D-Glucose/ Grape sugar/ Dextrose/ Glucose"
"glcn[c]"	"D-Gluconate"	"C6H12O7"	"C6H11O7"	-1	"Cytosol"	"C00257"	"526-95-4"	"D-Gluconic acid/ D-Gluco-hexonic acid/ Dextronic Acid"
"glcr[c]"	"D-Glucarate"	"C6H10O8"	"C6H8O8"	-2	"Cytosol"	"C00818"	"87-73-0"	"L-Gularic acid/ D-Glucosaccharic acid/ D-Glucaric acid/ D-Saccharic acid"
"glcur[c]"	"D-Glucuronate"	"C6H10O7"	"C6H9O7"	-1	"Cytosol"	"C00191"		"Glucuronic acid/ Glucuronate/ GlcA"
"gln-L[c]"	"L-Glutamine"	"C5H10N2O3"	"C5H10N2O3"	0	"Cytosol"	"C00064"	"56-85-9"	"Gln/ L-2-Aminoglutaramic acid"
"glntrna[c]"	"L-Glutaminyl-tRNA(Gln)"	"C5H8N2O2R"	"C5H9N2O2R"	1	"Cytosol"	"C02282"		"Glutaminyl-tRNA"
"glu-D[c]"	"D-Glutamate"	"C5H9NO4"	"C5H8NO4"	-1	"Cytosol"	"C00217"	"6893-26-1"	"D-Glutamic acid/ D-Glutaminic acid/ D-2-Aminoglutaric acid/ Glu"
"glu-L[c]"	"L-Glutamate"	"C5H9NO4"	"C5H8NO4"	-1	"Cytosol"	"C00025"	"56-86-0"	"L-Glutamic acid/ L-Glutaminic acid/ Glu"
"glu1sa[c]"	"L-Glutamate 1-semialdehyde"	"C5H9NO3"	"C5H9NO3"	0	"Cytosol"	"C03741"		"(S)-4-Amino-5-oxopentanoate"
"glu5p[c]"	"L-Glutamate 5-phosphate"	"C5H10NO7P"	"C5H8NO7P"	-2	"Cytosol"	"C03287"		"L-Glutamyl 5-phosphate"
"glu5sa[c]"	"L-Glutamate 5-semialdehyde"	"C5H9NO3"	"C5H9NO3"	0	"Cytosol"	"C01165"		"L-Glutamate gamma-semialdehyde"
"glucys[c]"	"gamma-L-Glutamyl-L-cysteine"	"C8H14N2O5S"	"C8H13N2O5S"	-1	"Cytosol"	"C00669"	"686-58-8"	"L-gamma-Glutamylcysteine/ 5-L-Glutamyl-L-cysteine"
"glutrna[c]"	"L-Glutamyl-tRNA(Glu)"	"C5H7NO3R"	"C5H7NO3R"	0	"Cytosol"	"C02987"		
"glx[c]"	"Glyoxylate"	"C2H2O3"	"C2H1O3"	-1	"Cytosol"	"C00048"	12/04/98	"Acetic acid/ Glyoxalate/ Glyoxylic acid"
"gly[c]"	"Glycine"	"C2H5NO2"	"C2H5NO2"	0	"Cytosol"	"C00037"	"56-40-6"	"Aminoacetic acid/ Gly"
"glyald[c]"	"D-Glyceraldehyde"	"C3H6O3"	"C3H6O3"	0	"Cytosol"	"C00577"	"453-17-8"	"(R)-glyceraldehyde"
"glyb[c]"	"Glycine betaine"	"C5H11NO2"	"C5H11NO2"	0	"Cytosol"	"C00719"	"107-43-7"	"Trimethylaminoacetate/ Betaine"
"glyc[c]"	"Glycerol"	"C3H8O3"	"C3H8O3"	0	"Cytosol"	"C00116"	"56-81-5"	"1,2,3-trihydroxypropane/ 3-propanetriol/ Glycerin"
"glyc-R[c]"	"(R)-Glycerate"	"C3H6O4"	"C3H5O4"	-1	"Cytosol"	"C00258"	"473-81-4"	"D-Glycerate/ Glycerate/ Glyceric acid"
"glyc2p[c]"	"Glycerol 2-phosphate"	"C3H9O6P"	"C3H7O6P"	-2	"Cytosol"	"C02979"	"3249-68-1"	
"glyc3p[c]"	"Glycerol 3-phosphate"	"C3H9O6P"	"C3H7O6P"	-2	"Cytosol"	"C00093"		"Glycerophosphoric acid/ sn-Gro-1-P/ Phosphatidyl glycerol/ sn-Glycerol 3-phosphate"
"glyclt[c]"	"Glycolate"	"C2H4O3"	"C2H3O3"	-1	"Cytosol"	"C00160"	"79-14-1"	"Glycolic acid/ Hydroxyacetic acid"
"glycogen[c]"	"glycogen"	"C6H10O5"	"C6H10O5"	0	"Cytosol"	"C00182"		
"glytrna[c]"	"Glycyl-tRNA(Gly)"	"C2H3NOR"	"C2H4NOR"	1	"Cytosol"	"C02412"		
"gmeACP[c]"	"Glutaryl-[acyl-carrier protein] methyl ester"	"C6H9O3R"	"C17H29N2O10PRS"	-1	"Cytosol"			
"gmhep17bp[c]"	"D-Glycero-D-manno-heptose 1,7-bisphosphate"	"C7H16O13P2"	"C7H12O13P2"	-4	"Cytosol"	"C11472"		
"gmhep1p[c]"	"D-Glycero-D-manno-heptose 1-phosphate"	"C7H15O10P"	"C7H13O10P"	-2	"Cytosol"	"C07838"		
"gmhep7p[c]"	"D-Glycero-D-manno-heptose 7-phosphate"	"C7H15O10P"	"C7H13O10P"	-2	"Cytosol"	"C07836"		
"gmp[c]"	"GMP"	"C10H14N5O8P"	"C10H12N5O8P"	-2	"Cytosol"	"C00144"	"85-32-5"	"Guanosine 5'-phosphate/ Guanosine monophosphate/ Guanosine 5'-monophosphate/ Guanylic acid"
"gp4g[c]"	"P1,P4-Bis(5'-guanosyl) tetraphosphate"	"C20H28N10O21P4"	"C20H24N10O21P4"	-4	"Cytosol"	"C01261"		"GppppG/ Bis(5'-guanosyl) tetraphosphate"
"grdp[c]"	"Geranyl diphosphate"	"C10H20O7P2"	"C10H17O7P2"	-3	"Cytosol"	"C00341"		"GPP"
"grxox[c]"	"glutaredoxin (oxidized)"	"X"	"X"	0	"Cytosol"	"C07293"		
"grxrd[c]"	"glutaredoxin (reduced)"	"XH2"	"XH2"	0	"Cytosol"	"C07292"		
"gslnt[c]"	"Glutathiolselenolate"	"C10H17N3O6SSe"	"C10H16N3O6SSe"	-1	"Cytosol"	"C18871"		"GSSeH"
"gsn[c]"	"Guanosine"	"C10H13N5O5"	"C10H13N5O5"	0	"Cytosol"	"C00387"	"118-00-3"	"rG/ Guanine riboside"
"gthox[c]"	"Oxidized glutathione"	"C20H32N6O12S2"	"C20H30N6O12S2"	-2	"Cytosol"	"C00127"		"L-Glutathione oxidized/ Glutathione disulfide"
"gthrd[c]"	"Reduced glutathione"	"C10H17N3O6S"	"C10H16N3O6S"	-1	"Cytosol"	"C00051"	"70-18-8"	"Glutathione/ 5-L-Glutamyl-L-cysteinylglycine/ N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine/ gamma-L-Glutamyl-L-cysteinyl-glycine"
"gtp[c]"	"GTP"	"C10H16N5O14P3"	"C10H12N5O14P3"	-4	"Cytosol"	"C00044"	01/01/86	"Guanosine 5'-triphosphate"
"gtspmd[c]"	"Glutathionylspermidine"	"C17H34N6O5S"	"C17H36N6O5S"	2	"Cytosol"	"C05730"		"Glutathionylspermidine/ N1-(gamma-L-Glutamyl-L-cysteinyl-glycyl)-spermidine"
"gua[c]"	"Guanine"	"C5H5N5O"	"C5H5N5O"	0	"Cytosol"	"C00242"	"73-40-5"	"2-Aminohypoxanthine/ G/ 2-Amino-6-hydroxypurine"
"h[c]"	"H+"	"H"	"H"	1	"Cytosol"	"C00080"	"12408-02-5"	"Proton/ Hydrogen Ion"
"h2[c]"	"H2"	"H2"	"H2"	0	"Cytosol"	"C00282"	"1333-74-0"	"Hydrogen"
"h2mb4p[c]"	"1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate"	"C5H12O8P2"	"C5H9O8P2"	-3	"Cytosol"	"C11811"		
"h2o[c]"	"H2O"	"H2O"	"H2O"	0	"Cytosol"	"C00001"	"7732-18-5"	"Water/ Dihydrogen oxide"
"h2o2[c]"	"Hydrogen peroxide"	"H2O2"	"H2O2"	0	"Cytosol"	"C00027"	"7722-84-1"	"peroxide/ hydrogen dioxide/ H2O2"
"h2s[c]"	"Hydrogen sulfide"	"H2S"	"H2S"	0	"Cytosol"	"C00283"		"H2S/ Hydrogen-sulfide/ sulfide"
"hco3[c]"	"Bicarbonate"	"CH2O3"	"CHO3"	-1	"Cytosol"	"C00288"	"71-52-3"	"Acid carbonate/ HCO3-/ Hydrogencarbonate"
"hcys-L[c]"	"L-Homocysteine"	"C4H9NO2S"	"C4H9NO2S"	0	"Cytosol"	"C00155"	"6027-13-0"	"L-2-Amino-4-mercaptobutyric acid/ L-Homocysteine"
"hdca[c]"	"Hexadecanoate (n-C16:0)"	"C16H32O2"	"C16H31O2"	-1	"Cytosol"	"C00249"	10/03/57	"palmitate/ Palmitic acid/ Hexadecylic acid/ Cetylic acid/ Hexadecanoic acid"
"hdcap[c]"	"Hexadecanoyl-phosphate (n-C16:0)"	"C16H33O5P"	"C16H32O5P"	-1	"Cytosol"			
"hdcea[c]"	"Hexadecenoate (n-C16:1)"	"C16H30O2"	"C16H29O2"	-1	"Cytosol"	"C08362"		"cis-9-Hexadecenoic acid/ Palmitoleic acid/ hexadecenoic acid/ (9Z)-Hexadecenoic acid"
"hdceap[c]"	"Hexadecanoyl-phosphate (n-C16:1)"	"C16H31O5P"	"C16H30O5P"	-1	"Cytosol"			
"hdcoa[c]"	"Hexadecenoyl-CoA (n-C16:1CoA)"	"C37H64N7O17P3S"	"C37H60N7O17P3S"	-4	"Cytosol"	"C05272"		"palmitoleic coenzyme A/ trans-Hexadec-2-enoyl-CoA/ trans-2-Hexadecenoyl-CoA/ (2E)-Hexadecenoyl-CoA"
"hdd2coa[c]"	"trans-Hexadec-2-enoyl-CoA"	"C37H64N7O17P3S"	"C37H60N7O17P3S"	-4	"Cytosol"	"C05272"		
"hdeACP[c]"	"cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1)"	"C27H50N2O8PRS"	"C27H49N2O8PRS"	-1	"Cytosol"			"cis-palmitol-9-eoyl-[acyl-carrier protein] (n-C16:1)/ Hexadecenoyl-ACP (n-C16:1ACP)"
"hemeO[c]"	"Heme O"	"C49H58FeN4O5"	"C49H56FeN4O5"	-2	"Cytosol"	"C15672"		
"hexACP[c]"	"Hexanoyl-ACP (n-C6:0ACP)"	"C17H32N2O8PRS"	"C17H31N2O8PRS"	-1	"Cytosol"	"C05749"		"Hexanoyl-[acp]/ Hexanoyl-[acyl-carrier protein]"
"hg2[c]"	"Hg2+"	"Hg"	"Hg"	2	"Cytosol"	"C00703"		"HHg/ mercury(II)/ mercury"
"hgmeACP[c]"	"3-Hydroxyglutaryl-[acyl-carrier protein] methyl ester"	"C6H9O4R"	"C17H29N2O11PRS"	-1	"Cytosol"			
"hhlipa[c]"	"heptosyl-heptosyl-kdo2-lipidA"	"C124H226N2O51P2"	"C124H220N2O51P2"	-6	"Cytosol"			"heptosyl-(1->3)-heptosyl-(1->5)-kdo2-lipidA"
"his-L[c]"	"L-Histidine"	"C6H9N3O2"	"C6H9N3O2"	0	"Cytosol"	"C00135"	"71-00-1"	"His/ Glyoxaline-5-alanine/ (S)-alpha-Amino-1H-imidazole-4-propionic acid"
"hisp[c]"	"L-Histidinol phosphate"	"C6H12N3O4P"	"C6H11N3O4P"	-1	"Cytosol"	"C01100"	"25679-93-0"	
"histd[c]"	"L-Histidinol"	"C6H11N3O"	"C6H12N3O"	1	"Cytosol"	"C00860"		
"histrna[c]"	"L-Histidyl-tRNA(His)"	"C6H7N3OR"	"C6H8N3OR"	1	"Cytosol"	"C02988"		
"hkndd[c]"	"2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate"	"C9H10O6"	"C9H8O6"	-2	"Cytosol"	"C04479"	"53-42-9"	"2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate/ 2-hydroxy-6-ketononadienedioate"
"hkntd[c]"	"2-hydroxy-6-ketononatrienedioate"	"C9H8O6"	"C9H6O6"	-2	"Cytosol"	"C12624"		
"hlipa[c]"	"heptosyl-kdo2-lipidA"	"C117H214N2O45P2"	"C117H208N2O45P2"	-6	"Cytosol"			"heptosyl-(1->5)-kdo2-lipidA"
"hmbil[c]"	"Hydroxymethylbilane"	"C40H46N4O17"	"C40H38N4O17"	-8	"Cytosol"	"C01024"	"73023-76-4"	
"hmgth[c]"	"hydroxymethylglutathione"	"C11H19N3O7S"	"C11H18N3O7S"	-1	"Cytosol"	"C14180"		"HMGSH/ GS-CH2-OH/ S-(hydroxymethyl)glutathione/ HM-GSH"
"hom-L[c]"	"L-Homoserine"	"C4H9NO3"	"C4H9NO3"	0	"Cytosol"	"C00263"	"672-15-1"	"2-Amino-4-hydroxybutyric acid"
"hphhlipa[c]"	"heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA"	"C131H239N2O60P3"	"C131H231N2O60P3"	-8	"Cytosol"			"heptosyl-(1->7)-heptosyl-(1->3)-phospho-(->4)-heptosyl-(1->5)-kdo2-lipidA"
"hpmeACP[c]"	"3-Hydroxypimeloyl-[acyl-carrier protein] methyl ester"	"C8H13O4R"	"C19H33N2O11PRS"	-1	"Cytosol"			
"hpyr[c]"	"Hydroxypyruvate"	"C3H4O4"	"C3H3O4"	-1	"Cytosol"	"C00168"	"1113-60-6"	"Hydroxypyruvic acid/ 3-Hydroxypyruvate/ 3-Hydroxypyruvic acid"
"hqn[c]"	"Hydroquinone"	"C6H6O2"	"C6H6O2"	0	"Cytosol"	"C00530"	"123-31-9"	"Quinol/ p-Benzenediol/ 4-Benzenediol/ Benzene-1/ 4-Dihydroxybenzene/ 1/ 4-diol"
"hx2coa[c]"	"trans-Hex-2-enoyl-CoA"	"C27H44N7O17P3S"	"C27H40N7O17P3S"	-4	"Cytosol"	"C05271"		
"hxa[c]"	"Hexanoate (n-C6:0)"	"C6H12O2"	"C6H11O2"	-1	"Cytosol"	"C01585"	"142-62-1"	"Hexylic acid/ Hexanoic acid/ n-Caproic acid"
"hxan[c]"	"Hypoxanthine"	"C5H4N4O"	"C5H4N4O"	0	"Cytosol"	"C00262"	"68-94-0"	"1,7-Dihydro-6H-purin-6-one/ Purine-6-ol/ 6-Hydroxypurine"
"hxcoa[c]"	"Hexanoyl-CoA (n-C6:0CoA)"	"C27H46N7O18P3S"	"C27H42N7O17P3S"	-4	"Cytosol"	"C05270"		
"iasp[c]"	"Iminoaspartate"	"C4H5NO4"	"C4H3NO4"	-2	"Cytosol"	"C05840"		
"ichor[c]"	"Isochorismate"	"C10H10O6"	"C10H8O6"	-2	"Cytosol"	"C00885"		"Isochorismic acid"
"icit[c]"	"Isocitrate"	"C6H8O7"	"C6H5O7"	-3	"Cytosol"	"C00311"	"30810-51-6"	"Isocitric acid/ 1-Hydroxytricarballylic acid/ 2/ 3-tricarboxylic acid/ 1-Hydroxypropane-1"
"icolipa[c]"	"inner core oligosaccharide lipid A (E coli)"	"C145H262N2O74P4"	"C145H251N2O74P4"	-11	"Cytosol"			"phospho-(->4)-heptosyl-(1->7)-heptosyl-(1->3)-phospho-(->4)[-heptosyl-(1->5)/kdo-(2->4)/L-Rha-(1->5)]-kdo2-lipidA/ rkphphhlipa"
"idon-L[c]"	"L-Idonate"	"C6H12O7"	"C6H11O7"	-1	"Cytosol"	"C00770"	"1114-17-6"	
"idp[c]"	"IDP"	"C10H14N4O11P2"	"C10H11N4O11P2"	-3	"Cytosol"	"C00104"	04/04/86	"5'-inosinate diphosphate/ Inosine 5'-diphosphate/ Inosine diphosphate"
"ile-L[c]"	"L-Isoleucine"	"C6H13NO2"	"C6H13NO2"	0	"Cytosol"	"C00407"	"73-32-5"	"2-Amino-3-methylvaleric acid/ Ile"
"iletrna[c]"	"L-Isoleucyl-tRNA(Ile)"	"C6H11NOR"	"C6H12NOR"	1	"Cytosol"	"C03127"		
"imacp[c]"	"3-(Imidazol-4-yl)-2-oxopropyl phosphate"	"C6H9N2O5P"	"C6H7N2O5P"	-2	"Cytosol"	"C01267"		"Imidazole-acetol phosphate"
"imp[c]"	"IMP"	"C10H13N4O8P"	"C10H11N4O8P"	-2	"Cytosol"	"C00130"	"131-99-7"	"Inosinic acid/ Inosine monophosphate/ Inosine 5'-monophosphate/ Inosine 5'-phosphate/ 5'-Inosinate/ 5'-Inosinic acid/ 5'-Inosine monophosphate"
"indole[c]"	"Indole"	"C8H7N"	"C8H7N"	0	"Cytosol"	"C00463"	"120-72-9"	"2,3-Benzopyrrole"
"inost[c]"	"myo-Inositol"	"C6H12O6"	"C6H12O6"	0	"Cytosol"	"C00137"	"87-89-8"	"D-myo-Inositol/ 1D-myo-Inositol/ L-myo-Inositol/ 1L-myo-Inositol/ meso-Inositol/ Inositol/ Dambose/ Cyclohexitol/ Meat sugar/ Bios I"
"ins[c]"	"Inosine"	"C10H12N4O5"	"C10H12N4O5"	0	"Cytosol"	"C00294"	"58-63-9"	"Hypoxanthine ribonucleoside"
"ipdp[c]"	"Isopentenyl diphosphate"	"C5H12O7P2"	"C5H9O7P2"	-3	"Cytosol"	"C00129"		"delta3-Isopentenyl diphosphate/ delta3-methyl-3-butenyl diphosphate/ Isopentenyl pyrophosphate/ Isoprenyl pyrophosphate"
"iscs[c]"	"IscS sulfur acceptor protein"	"HSR"	"HSR"	0	"Cytosol"			
