"Reactions"	"Object ID"	"EC-Number"	"Enzymatic-Reaction"
GALACTONDEHYDRAT-RXN	"GALACTONDEHYDRAT-RXN"	EC-4.2.1.140 // EC-4.2.1.6	GALACTONDEHYDRAT-ENZRXN
TRANS-RXN-16	"TRANS-RXN-16"		TRANS-ENZRXN-16
GALACTONOLACTONASE-RXN	"GALACTONOLACTONASE-RXN"	EC-3.1.1.25	ENZRXN0-7571
TRANS-RXN0-522	"TRANS-RXN0-522"		
TRANS-RXN-21	"TRANS-RXN-21"		TRANS-ENZRXN-21
RXN-14753	"RXN-14753"		
TRANS-RXN-123	"TRANS-RXN-123"		TRANS-ENZRXN-35A
GLUCARDEHYDRA-RXN	"GLUCARDEHYDRA-RXN"	EC-4.2.1.40	GLUCARDEHYDRA-ENZRXN
TRANS-RXN0-204	"TRANS-RXN0-204"		ENZRXN0-7589 // ENZRXN0-7586
GLUCONATE-5-DEHYDROGENASE-RXN	"GLUCONATE-5-DEHYDROGENASE-RXN"	EC-1.1.1.69	GLUCONREDUCT-ENZRXN
RXN0-7101	"RXN0-7101"		ENZRXN0-7858
1.1.1.215-RXN	"1.1.1.215-RXN"	EC-1.1.1.215	ENZRXN-63
PGLUCONDEHYDRAT-RXN	"PGLUCONDEHYDRAT-RXN"	EC-4.2.1.12	PGLUCONDEHYDRAT-ENZRXN
RXN0-5185	"RXN0-5185"	EC-3.1.3	ENZRXN0-8169 // ENZRXN0-6255
RXN-9952	"RXN-9952"	EC-1.1.1.44	6PGLUCONDEHYDROG-ENZRXN
TRANS-RXN0-209	"TRANS-RXN0-209"		ENZRXN0-6332 // ENZRXN0-6331 // ENZRXN0-6330 // ENZRXN0-6329
GLUCONOLACT-RXN	"GLUCONOLACT-RXN"	EC-3.1.1.17	GLUCONOLACT-ENZRXN
RXN0-6372	"RXN0-6372"		
GLUCOKIN-RXN	"GLUCOKIN-RXN"	EC-2.7.1.1 // EC-2.7.1.2	GLUCOKIN-ENZRXN
PGLUCISOM-RXN	"PGLUCISOM-RXN"	EC-5.3.1.9	PGLUCISOM-ENZRXN
GLU6PDEHYDROG-RXN	"GLU6PDEHYDROG-RXN"	EC-1.1.1.49	GLU6PDEHYDROG-ENZRXN
RXN66-526	"RXN66-526"	EC-3.1.3.58 // EC-3.1.3.9	ENZRXN0-7746
TRANS-RXN-33	"TRANS-RXN-33"		TRANS-ENZRXN-33
TRANS-RXN0-574	"TRANS-RXN0-574"		ENZRXN0-7803
RXN0-6373	"RXN0-6373"	EC-1.1.5.2	ENZRXN0-6603
TRANS-RXN-320	"TRANS-RXN-320"	EC-3.6.3.17	
RXN0-7077	"RXN0-7077"		ENZRXN0-7784
RXN-14693	"RXN-14693"		
GLUCOSAMINE-KINASE-RXN	"GLUCOSAMINE-KINASE-RXN"	EC-2.7.1.8	ENZRXN0-8133
2.3.1.157-RXN	"2.3.1.157-RXN"	EC-2.3.1.157	GLUCOSAMINE1PACETYL-ENZRXN
5.4.2.10-RXN	"5.4.2.10-RXN"	EC-5.4.2.10	PHOSGLUCOSAMINEMUT-ENZRXN
RXN-17745	"RXN-17745"	EC-3.1.3	ENZRXN0-8153
RXN-17330	"RXN-17330"		ENZRXN0-8089
TRANS-RXN-35	"TRANS-RXN-35"		TRANS-ENZRXN-35
UDP-NACMURALA-GLU-LIG-RXN	"UDP-NACMURALA-GLU-LIG-RXN"	EC-6.3.2.9	UDP-NACMURALA-GLU-LIG-ENZRXN
TRIOSEPISOMERIZATION-RXN	"TRIOSEPISOMERIZATION-RXN"	EC-5.3.1.1	TRIOSEPISOMERIZATION-ENZRXN
RXN0-7250	"RXN0-7250"	EC-3.1.3	ENZRXN0-8300
GAPOXNPHOSPHN-RXN	"GAPOXNPHOSPHN-RXN"	EC-1.2.1.12	GAPDH-A-ENZRXN
GLY3KIN-RXN	"GLY3KIN-RXN"	EC-2.7.1.31	
TSA-REDUCT-RXN	"TSA-REDUCT-RXN"	EC-1.1.1.60	TSA-REDUCT-ENZRXN
RXN0-5289	"RXN0-5289"	EC-1.1.1	ENZRXN0-6425
RXN0-300	"RXN0-300"	EC-1.1.1	ENZRXN0-7306 // ENZRXN-152
TRANS-RXN0-523	"TRANS-RXN0-523"		ENZRXN0-7590 // ENZRXN0-7587
RXN0-4361	"RXN0-4361"	EC-3.1.3.82	ENZRXN0-5761
RXN0-4342	"RXN0-4342"	EC-2.7.7.70	ENZRXN0-5742
RXN0-4341	"RXN0-4341"	EC-2.7.1.167	ENZRXN0-5741
MANNITOL-1-PHOSPHATASE-RXN	"MANNITOL-1-PHOSPHATASE-RXN"	EC-3.1.3.22	ENZRXN0-8347 // ENZRXN0-8345
MANNPDEHYDROG-RXN	"MANNPDEHYDROG-RXN"	EC-1.1.1.17	MANNPDEHYDROG-ENZRXN
MANNONDEHYDRAT-RXN	"MANNONDEHYDRAT-RXN"	EC-4.2.1.8	MANNONDEHYDRAT-ENZRXN
MANNONOXIDOREDUCT-RXN	"MANNONOXIDOREDUCT-RXN"	EC-1.1.1.57	MANNONOXIDOREDUCT-ENZRXN
MANNKIN-RXN	"MANNKIN-RXN"	EC-2.7.1.7	MANNKIN-ENZRXN
MANNPISOM-RXN	"MANNPISOM-RXN"	EC-5.3.1.8	MANNPISOM-ENZRXN
TRANS-RXN0-502	"TRANS-RXN0-502"		ENZRXN0-7542
TRANS-RXN-165	"TRANS-RXN-165"	EC-2.7.1.191	TRANS-ENZRXN-165
RXN-17724	"RXN-17724"	EC-3.1.3	ENZRXN0-8148
RXN-17495	"RXN-17495"	EC-3.1.3.62	ENZRXN0-8113
RXN-17489	"RXN-17489"	EC-3.1.3.62	ENZRXN0-8110
RXN-17490	"RXN-17490"	EC-3.1.3.62	ENZRXN0-8111
RXN-17493	"RXN-17493"	EC-3.1.3.62	ENZRXN0-8112
RXN0-5398	"RXN0-5398"	EC-4.2.1.70	ENZRXN0-6547
RXN-18819	"RXN-18819"		
R148-RXN	"R148-RXN"		
RIB5PISOM-RXN	"RIB5PISOM-RXN"	EC-5.3.1.6	RIB5PISOMA-ENZRXN // RIB5PISOMB-ENZRXN
PRPPSYN-RXN	"PRPPSYN-RXN"	EC-2.7.6.1	PRPPSYN-ENZRXN
RXN-14509	"RXN-14509"	EC-3.1.3	ENZRXN0-7748
DARABKIN-RXN	"DARABKIN-RXN"		DARABKIN-ENZRXN
DARABALDOL-RXN	"DARABALDOL-RXN"		DARABALDOL-ENZRXN
DIOHBUTANONEPSYN-RXN	"DIOHBUTANONEPSYN-RXN"	EC-4.1.99.12	DIOHBUTANONEPSYN-ENZRXN
RIBULP3EPIM-RXN	"RIBULP3EPIM-RXN"	EC-5.1.3.1	RIBULP3EPIM-ENZRXN
RXN0-7141	"RXN0-7141"	EC-1.17.1	ENZRXN0-7922
RXN0-4301	"RXN0-4301"	EC-5.3.1.28	ENZRXN0-5721
RXN0-6541	"RXN0-6541"	EC-2.7.1	ENZRXN0-7407
TRANSALDOL-RXN	"TRANSALDOL-RXN"	EC-2.2.1.2	TRANSALDOLA-ENZRXN // TRANSALDOLB-ENZRXN
1TRANSKETO-RXN	"1TRANSKETO-RXN"	EC-2.2.1.1	ENZRXN0-1882 // TRANSKETOI-ENZRXN
RXN-15581	"RXN-15581"		
DSERDEAM-RXN	"DSERDEAM-RXN"	EC-4.3.1.18	DSERDEAM-ENZRXN
TRANS-RXN0-495	"TRANS-RXN0-495"		ENZRXN0-7522
RXN0-5130	"RXN0-5130"		ENZRXN0-6233
SORBITOL-6-PHOSPHATASE-RXN	"SORBITOL-6-PHOSPHATASE-RXN"	EC-3.1.3.50	ENZRXN0-8348 // ENZRXN0-8346
SORB6PDEHYDROG-RXN	"SORB6PDEHYDROG-RXN"	EC-1.1.1.140	SORB6PDEHYDROG-ENZRXN
RXN-14810	"RXN-14810"		
TAGAALDOL-RXN	"TAGAALDOL-RXN"	EC-4.1.2.40	TAGAALDOL2-ENZRXN // TAGAALDOL1-ENZRXN
RXN-16992	"RXN-16992"		
TAGAKIN-RXN	"TAGAKIN-RXN"	EC-2.7.1.144	TAGAKIN-ENZRXN
D--TARTRATE-DEHYDRATASE-RXN	"D--TARTRATE-DEHYDRATASE-RXN"	EC-4.2.1.81	ENZRXN0-7530
TRANS-RXN0-499	"TRANS-RXN0-499"		ENZRXN0-7531
ISOCIT-CLEAV-RXN	"ISOCIT-CLEAV-RXN"	EC-4.1.3.1	ISOCITLYASE-ENZRXN
ISOCITDEH-RXN	"ISOCITDEH-RXN"	EC-1.1.1.42	ISOCITDEH-ENZRXN
RXN-9951	"RXN-9951"		
RXN0-1882	"RXN0-1882"		ENZRXN0-2401
XYLONATE-DEHYDRATASE-RXN	"XYLONATE-DEHYDRATASE-RXN"	EC-4.2.1.82	ENZRXN0-7794 // ENZRXN0-7793
XYLISOM-RXN	"XYLISOM-RXN"	EC-5.3.1.5	XYLISOM-ENZRXN
TRANS-RXN-30	"TRANS-RXN-30"		TRANS-ENZRXN-305
XYLULOKIN-RXN	"XYLULOKIN-RXN"	EC-2.7.1.17	XYLULOKIN-ENZRXN
RXN0-747	"RXN0-747"	EC-1.17.4.1	ENZRXN0-806
ADPREDUCT-RXN	"ADPREDUCT-RXN"	EC-1.17.4.1	ADPREDUCT-ENZRXN
DADPKIN-RXN	"DADPKIN-RXN"	EC-2.7.4.6	DADPKIN-ENZRXN
RXN-14161	"RXN-14161"	EC-3.1.3.89	ENZRXN0-7737 // ENZRXN0-7654
RXN-14290	"RXN-14290"		
RXN0-384	"RXN0-384"	EC-3.6.1.9	ENZRXN0-442
RIBONUCLEOSIDE-DIP-REDUCTII-RXN	"RIBONUCLEOSIDE-DIP-REDUCTII-RXN"	EC-1.17.4.1	CDP-REDUCTII-ENZRXN
CDPREDUCT-RXN	"CDPREDUCT-RXN"	EC-1.17.4.1	CDPREDUCT-ENZRXN
DCDPKIN-RXN	"DCDPKIN-RXN"	EC-2.7.4.6	ENZRXN0-8454 // DCDPKIN-ENZRXN
RXN0-5292	"RXN0-5292"	EC-3.1.3.89	ENZRXN0-7729 // ENZRXN0-6430
DCTP-DEAM-RXN	"DCTP-DEAM-RXN"	EC-3.5.4.13	DCTP-DEAM-ENZRXN
DCTP-PYROPHOSPHATASE-RXN	"DCTP-PYROPHOSPHATASE-RXN"	EC-3.6.1.9 // EC-3.6.1.12 // EC-3.6.1.65	ENZRXN0-6213
RXN0-6459	"RXN0-6459"		
DCUS-RXN	"DCUS-RXN"		
TRANS-RXN-356	"TRANS-RXN-356"		ENZRXN0-8444
RXN-12861	"RXN-12861"		
TRANS-RXN0-589	"TRANS-RXN0-589"		ENZRXN0-8422 // ENZRXN0-7852
TRANS-RXN-349	"TRANS-RXN-349"		ENZRXN0-8436
TRANS-RXN0-590	"TRANS-RXN0-590"		
TRANS-RXN-352	"TRANS-RXN-352"		ENZRXN0-8439
TRANS-RXN-337	"TRANS-RXN-337"		ENZRXN0-8413
RXN0-748	"RXN0-748"	EC-1.17.4.1	ENZRXN0-807
GDPREDUCT-RXN	"GDPREDUCT-RXN"	EC-1.17.4.1	GDPREDUCT-ENZRXN
DGDPKIN-RXN	"DGDPKIN-RXN"	EC-2.7.4.6	ENZRXN0-8455 // DGDPKIN-ENZRXN
RXN-14142	"RXN-14142"	EC-3.1.3.89	ENZRXN0-7734 // ENZRXN0-7656
RXN-11410	"RXN-11410"		
RXN0-385	"RXN0-385"	EC-3.6.1.9	
DGTPTRIPHYDRO-RXN	"DGTPTRIPHYDRO-RXN"	EC-3.1.5.1	DGTPTRIPHYDRO-ENZRXN
UNDECAPRENYL-DIPHOSPHATASE-RXN	"UNDECAPRENYL-DIPHOSPHATASE-RXN"	EC-3.6.1.27	ENZRXN0-5862 // ENZRXN0-5841 // ENZRXN0-3901
GLCNACPTRANS-RXN	"GLCNACPTRANS-RXN"	EC-2.7.8.33	GLCNACPTRANS-ENZRXN
ACETOINDEHYDROG-A-RXN	"ACETOINDEHYDROG-A-RXN"	EC-1.1.1	ENZRXN0-2748
RXN0-6677	"RXN0-6677"		ENZRXN0-7455
RXN0-1137	"RXN0-1137"		ENZRXN0-1310
RXN0-7169	"RXN0-7169"		ENZRXN0-3981
2.7.1.121-RXN	"2.7.1.121-RXN"	EC-2.7.1.121	ENZRXN0-3981
TRANS-RXN0-559	"TRANS-RXN0-559"		
DIMESULFREDUCT-RXN	"DIMESULFREDUCT-RXN"	EC-1.8.5.3	DIMESULFREDUCT-ENZRXN
RXN0-5262	"RXN0-5262"		
TRANS-RXN0-273	"TRANS-RXN0-273"		
RXN0-884	"RXN0-884"	EC-1.17.7.4	ENZRXN0-6402
RXN0-6274	"RXN0-6274"	EC-2.5.1.75	ENZRXN0-1627
GPPSYN-RXN	"GPPSYN-RXN"	EC-2.5.1.1	GPPSYN-ENZRXN
RXN-16937	"RXN-16937"	EC-2.5.1.129	ENZRXN0-7985
INORGPYROPHOSPHAT-RXN	"INORGPYROPHOSPHAT-RXN"	EC-3.6.1.1	ENZRXN0-7753 // INORGPYROPHOSPHAT-ENZRXN
RXN0-1602	"RXN0-1602"	EC-3.6.1.66	ENZRXN0-4944
TRANS-RXN0-286	"TRANS-RXN0-286"		ENZRXN0-6610
RXN0-6707	"RXN0-6707"		
RXN0-5234	"RXN0-5234"	EC-4.1.2	ENZRXN0-6405
TRANS-RXN0-536	"TRANS-RXN0-536"		ENZRXN0-7615
3.1.22.4-RXN	"3.1.22.4-RXN"	EC-3.1.22.4	ENZRXN-2014
RXN0-1922	"RXN0-1922"	EC-3.2.2.28	ENZRXN0-2462
RXN0-2941	"RXN0-2941"	EC-3.1.21	ENZRXN0-4101
RXN0-2942	"RXN0-2942"	EC-3.1.21	ENZRXN0-4102
RXN0-2661	"RXN0-2661"	EC-3.2.2.31	ENZRXN-2006
RXN0-2621	"RXN0-2621"	EC-3.1.25	ENZRXN-2010
RXN-17307	"RXN-17307"	EC-3.1.11	ENZRXN0-8087
3.1.11.1-RXN	"3.1.11.1-RXN"	EC-3.1.11.1	ENZRXN0-8132 // ENZRXN0-8131 // ENZRXN0-7891 // ENZRXN0-6295
RXN0-4961	"RXN0-4961"	EC-3.1.11	ENZRXN0-6157 // ENZRXN0-6143 // ENZRXN0-6101
RXN-15761	"RXN-15761"	EC-3.1.6	ENZRXN0-7869
RXN0-6992	"RXN0-6992"		
RXN0-6990	"RXN0-6990"		
RXN0-7043	"RXN0-7043"		
RXN-18550	"RXN-18550"		
RXN-18549	"RXN-18549"		
DSBDC-RXN	"DSBDC-RXN"		
DSBD-RXN	"DSBD-RXN"		
RXN0-5389	"RXN0-5389"		
DTDPKIN-RXN	"DTDPKIN-RXN"	EC-2.7.4.6	ENZRXN0-8452 // DTDPKIN-ENZRXN
RFFTRANS-RXN	"RFFTRANS-RXN"	EC-2.6.1.59	RFFTRANS-ENZRXN
TDPFUCACTRANS-RXN	"TDPFUCACTRANS-RXN"	EC-2.3.1.210	TDPFUCACTRANS-ENZRXN
DTDPDEHYDRHAMEPIM-RXN	"DTDPDEHYDRHAMEPIM-RXN"	EC-5.1.3.13	DTDPDEHYDRHAMEPIM-ENZRXN
DTDPGLUCDEHYDRAT-RXN	"DTDPGLUCDEHYDRAT-RXN"	EC-4.2.1.46	DTDPGLUCDEHYDRAT2-ENZRXN // DTDPGLUCDEHYDRAT-ENZRXN
DTDPDEHYRHAMREDUCT-RXN	"DTDPDEHYRHAMREDUCT-RXN"	EC-1.1.1.133	DTDPDEHYRHAMREDUCT-ENZRXN
DTMPKI-RXN	"DTMPKI-RXN"	EC-2.7.4.12 // EC-2.7.4.13 // EC-2.7.4.9	DTMPKI-ENZRXN
THYMIDYLATE-5-PHOSPHATASE-RXN	"THYMIDYLATE-5-PHOSPHATASE-RXN"	EC-3.1.3.89 // EC-3.1.3.35	
RXN0-5107	"RXN0-5107"	EC-3.6.1.9	ENZRXN0-7797 // ENZRXN0-6211
RXN0-722	"RXN0-722"	EC-1.17.4.1	ENZRXN0-782
UDPREDUCT-RXN	"UDPREDUCT-RXN"	EC-1.17.4.1	UDPREDUCT-ENZRXN
DUDPKIN-RXN	"DUDPKIN-RXN"	EC-2.7.4.6	DUDPKIN-ENZRXN
RXN-14143	"RXN-14143"	EC-3.1.3.89	ENZRXN0-7653
DUTP-PYROP-RXN	"DUTP-PYROP-RXN"	EC-3.6.1.23 // EC-3.6.1.9	ENZRXN0-6212 // DUTP-PYROP-ENZRXN
METHIONINE--TRNA-LIGASE-RXN	"METHIONINE--TRNA-LIGASE-RXN"	EC-6.1.1.10	METG-ENZRXN
RXN0-1661	"RXN0-1661"	EC-3.1.1	ENZRXN0-2101
RXN-14477	"RXN-14477"	EC-3.1.1	
TRANS-RXN0-496	"TRANS-RXN0-496"		ENZRXN0-7523
TRANS-RXN-357	"TRANS-RXN-357"		ENZRXN0-8446
RXN0-6503	"RXN0-6503"		
ALCOHOL-DEHYDROG-RXN	"ALCOHOL-DEHYDROG-RXN"	EC-1.1.1.1	ADHP-ENZRXN // ALCOHOL-DEHYDROG-ENZRXN
ETHAMLY-RXN	"ETHAMLY-RXN"	EC-4.3.1.7	ETHAMLY-ENZRXN
TRANS-RXN0-476	"TRANS-RXN0-476"		
TRANS-RXN0-546	"TRANS-RXN0-546"		
TRANS-RXN0-539	"TRANS-RXN0-539"		ENZRXN0-7619
TRANS-RXN-344	"TRANS-RXN-344"		ENZRXN0-8425
TRANS-RXN-338	"TRANS-RXN-338"		ENZRXN0-8414
RXN0-1941	"RXN0-1941"	EC-1.1.1	ENZRXN0-2481
GLYCOLALDREDUCT-RXN	"GLYCOLALDREDUCT-RXN"	EC-1.1.1.77	GLYCOLALDREDUCT-ENZRXN
EVGA-RXN	"EVGA-RXN"		
RXN0-6493	"RXN0-6493"		
RXN0-6495	"RXN0-6495"		
RXN0-6494	"RXN0-6494"		
RXN0-7279	"RXN0-7279"		
RXN-8506	"RXN-8506"	EC-1.5.1.37	ENZRXN0-7929
R134-RXN	"R134-RXN"		
TRANS-RXN-272	"TRANS-RXN-272"		ENZRXN0-7925
RXN0-6	"RXN0-6"		ENZRXN0-6459
TRANS-RXN-8	"TRANS-RXN-8"		ENZRXN0-8428 // ENZRXN0-9
RXN0-2421	"RXN0-2421"		ENZRXN0-3441
RXN0-1721	"RXN0-1721"		ENZRXN0-2301 // ENZRXN0-2201
RXN0-1702	"RXN0-1702"		ENZRXN0-7487
TRANS-RXN-297	"TRANS-RXN-297"		ENZRXN0-8122
RXN0-1684	"RXN0-1684"		ENZRXN0-3003
RXN0-6938	"RXN0-6938"	EC-3.1.1	ENZRXN0-7502
RXN0-1682	"RXN0-1682"		ENZRXN0-3001
RXN0-1701	"RXN0-1701"		ENZRXN0-3002
TRANS-RXN-298	"TRANS-RXN-298"		ENZRXN0-8121
HEMEOSYN-RXN	"HEMEOSYN-RXN"	EC-2.5.1.141	HEMEOSYN-ENZRXN
PROTOHEMEFERROCHELAT-RXN	"PROTOHEMEFERROCHELAT-RXN"	EC-4.99.1.1	ENZRXN0-7208 // ENZRXN0-7211 // PROTOHEMEFERROCHELAT-ENZRXN
TRANS-RXN0-162	"TRANS-RXN0-162"	EC-3.6.3.41	ENZRXN0-882
RXN0-443	"RXN0-443"		
TRANS-RXN0-498	"TRANS-RXN0-498"		ENZRXN0-7528
RXN0-5187	"RXN0-5187"	EC-3.1.3.102	ENZRXN0-7741 // ENZRXN0-6265 // ENZRXN0-6258
RXN-12444	"RXN-12444"	EC-1.5.1.38	ENZRXN0-277
TRANS-RXN0-595	"TRANS-RXN0-595"		ENZRXN0-7924
RXN-2881	"RXN-2881"		
RIBONUCLEOSIDE-TRIP-REDUCT-RXN	"RIBONUCLEOSIDE-TRIP-REDUCT-RXN"	EC-1.1.98.6	RIBONUCLEOSIDE-TRIP-REDUCT-ENZRXN
PYRUVFORMLY-RXN	"PYRUVFORMLY-RXN"	EC-2.3.1.54	PYRUVFORMLY-ENZRXN // TDCEPYFORMLY-ENZRXN
RXN0-3281	"RXN0-3281"	EC-1.17.99.7	ENZRXN0-4521
RXN-12274	"RXN-12274"	EC-1.1.7	ENZRXN-18959
RXN0-745	"RXN0-745"	EC-1.1.98.6	ENZRXN0-805
RXN0-723	"RXN0-723"	EC-1.1.98.6	ENZRXN0-783
RXN0-746	"RXN0-746"	EC-1.1.98.6	ENZRXN0-804
FHLMULTI-RXN	"FHLMULTI-RXN"		FHLMULTI-ENZRXN
RXN0-724	"RXN0-724"	EC-1.1.98.6	ENZRXN0-784
TRANS-RXN-1	"TRANS-RXN-1"		TRANS-ENZRXN-136B
FORMATEDEHYDROG-RXN	"FORMATEDEHYDROG-RXN"	EC-1.17.5.3	FORMATEDEHYDROGO-ENZRXN // FORMATEDEHYDROGN-ENZRXN
RXN0-1382	"RXN0-1382"	EC-2.8.3.16	ENZRXN0-1702
TRANS-RXN-342	"TRANS-RXN-342"		ENZRXN0-8419
TRANS-RXN-41	"TRANS-RXN-41"		TRANS-ENZRXN-202
RXN0-7266	"RXN0-7266"		
RXN0-5307	"RXN0-5307"		
R601-RXN	"R601-RXN"	EC-1.3.5.4	FUMARATE-REDN-ENZRXN
RXN0-5245	"RXN0-5245"		
TRANS-RXN-121B	"TRANS-RXN-121B"		TRANS-ENZRXN-121B
TRANS-RXN0-553	"TRANS-RXN0-553"		ENZRXN0-7665
TRANS-RXN-299	"TRANS-RXN-299"		ENZRXN0-8302 // ENZRXN0-8182 // ENZRXN0-8181
RXN0-5252	"RXN0-5252"		
1.1.1.251-RXN	"1.1.1.251-RXN"	EC-1.1.1.251	GALACTITOLPDEHYD-ENZRXN
RXN0-5127	"RXN0-5127"	EC-2.4	ENZRXN0-6229
R138-RXN	"R138-RXN"		
R139-RXN	"R139-RXN"		
RXN-18258	"RXN-18258"	EC-1.14.13.239	ENZRXN0-8352
TRANS-RXN-100	"TRANS-RXN-100"		TRANS-ENZRXN-100
CROBETREDUCT-RXN	"CROBETREDUCT-RXN"	EC-1.3.8.13	CROBETREDUCT-ENZRXN
RXN0-3921	"RXN0-3921"	EC-1.4.3	ENZRXN0-5302
RXN-18093	"RXN-18093"		ENZRXN0-8314
RXN-19022	"RXN-19022"		
RXN0-6470	"RXN0-6470"		
RXN0-1641	"RXN0-1641"		
GDPKIN-RXN	"GDPKIN-RXN"	EC-2.7.4.6	ENZRXN0-8456 // GDPKIN-ENZRXN
GUANOSINE-DIPHOSPHATASE-RXN	"GUANOSINE-DIPHOSPHATASE-RXN"	EC-3.6.1.42	ENZRXN0-6214
GDP-GLUCOSIDASE-RXN	"GDP-GLUCOSIDASE-RXN"	EC-3.2.1.42	ENZRXN0-5641
GDPMANDEHYDRA-RXN	"GDPMANDEHYDRA-RXN"	EC-4.2.1.47	GDPMANDEHYDRA-ENZRXN
GDPMANMANHYDRO-RXN	"GDPMANMANHYDRO-RXN"	EC-3.2.1.42	GDPMANMANHYDRO-ENZRXN
RXN0-5108	"RXN0-5108"	EC-3.6.1	ENZRXN0-6215
1.1.1.271-RXN	"1.1.1.271-RXN"	EC-1.1.1.271	ENZRXN0-6061
RXN0-5377	"RXN0-5377"		
FPPSYN-RXN	"FPPSYN-RXN"	EC-2.5.1.10	FPPSYN-ENZRXN
RXN0-921	"RXN0-921"		
RXN0-5225	"RXN0-5225"	EC-3.5.1.28	ENZRXN0-6477 // ENZRXN0-6372
TRANS-RXN0-226	"TRANS-RXN0-226"		ENZRXN0-6371
RXN0-6467	"RXN0-6467"		
R140-RXN	"R140-RXN"		
RXN0-6388	"RXN0-6388"		
RXN0-7139	"RXN0-7139"		
RXN-16996	"RXN-16996"		
RXN0-5121	"RXN0-5121"	EC-2.7.1	ENZRXN0-6223
RXN0-5122	"RXN0-5122"	EC-2.4	ENZRXN0-6224
RXN0-5123	"RXN0-5123"	EC-2.7.1	ENZRXN0-6225
RXN-19024	"RXN-19024"	EC-4.3.2.7	ENZRXN0-8393
RXN0-21	"RXN0-21"	EC-3.6.3	ENZRXN0-23
RXN-18092	"RXN-18092"	EC-2.3.2.2	ENZRXN0-8313
RXN0-11	"RXN0-11"	EC-3.6.3	ENZRXN0-22
RXN-12618	"RXN-12618"	EC-3.4.19.13	ENZRXN0-7697
GSPAMID-RXN	"GSPAMID-RXN"	EC-3.5.1.78	GSPAMID-ENZRXN
GLYCEROL-KIN-RXN	"GLYCEROL-KIN-RXN"	EC-2.7.1.30	GLYCEROL-KIN-ENZRXN
GLYCDEH-RXN	"GLYCDEH-RXN"	EC-1.1.1.6	GLYCDEH-ENZRXN
GLYCEROL-1-PHOSPHATASE-RXN	"GLYCEROL-1-PHOSPHATASE-RXN"	EC-3.1.3.21	ENZRXN0-7532
TRANS-RXN0-598	"TRANS-RXN0-598"		ENZRXN0-8045 // ENZRXN0-8031 // ENZRXN0-8015
GLYCEROL-2-PHOSPHATASE-RXN	"GLYCEROL-2-PHOSPHATASE-RXN"	EC-3.1.3.19	ENZRXN0-7745 // ENZRXN0-6575
TRANS-RXN-131	"TRANS-RXN-131"		ENZRXN0-6499
METHGLYSYN-RXN	"METHGLYSYN-RXN"	EC-4.2.3.3	METHGLYSYN-ENZRXN
RXN-15943	"RXN-15943"	EC-2.3.1.245	ENZRXN0-7901
SEDOBISALDOL-RXN	"SEDOBISALDOL-RXN"	EC-4.1.2	ENZRXN0-7406
RXN0-7249	"RXN0-7249"	EC-3.1.3	ENZRXN0-8299
RXN0-5257	"RXN0-5257"		
RXN-14073	"RXN-14073"	EC-3.1.4.46	ENZRXN0-7662
RXN-14136	"RXN-14136"	EC-3.1.4.46	ENZRXN0-7661
GCVMULTI-RXN	"GCVMULTI-RXN"		GCVMULTI-ENZRXN
GCVP-RXN	"GCVP-RXN"	EC-1.4.4.2	GCVP-ENZRXN
AKBLIG-RXN	"AKBLIG-RXN"	EC-2.3.1.29	AKBLIG-ENZRXN
GLUTATHIONE-SYN-RXN	"GLUTATHIONE-SYN-RXN"	EC-6.3.2.3	GLUTATHIONE-SYN-ENZRXN
TRANS-RXN0-532	"TRANS-RXN0-532"		ENZRXN0-7610
TRANS-RXN0-490	"TRANS-RXN0-490"		ENZRXN0-7501 // ENZRXN0-7500
RXN-17759	"RXN-17759"		
TRANS-RXN-283	"TRANS-RXN-283"		ENZRXN0-8066
TRANS-RXN-29A	"TRANS-RXN-29A"		ENZRXN0-6462
TRANS-RXN0-537	"TRANS-RXN0-537"		ENZRXN0-7617
TRANS-RXN-62B	"TRANS-RXN-62B"		TRANS-ENZRXN-62B
GLYCOLALD-DEHYDROG-RXN	"GLYCOLALD-DEHYDROG-RXN"	EC-1.2.1.21	GLYCOLALD-DEHYDROG-ENZRXN
RXN-14023	"RXN-14023"	EC-1.1.1.2	ENZRXN0-8323
RXN0-7229	"RXN0-7229"	EC-1.1.99.14	ENZRXN0-8170
GLYCOLATEDEHYDRO-RXN	"GLYCOLATEDEHYDRO-RXN"	EC-1.1.99.14	GLYCOLATEDEHYDRO-ENZRXN
GLYOXYLATE-REDUCTASE-NADP+-RXN	"GLYOXYLATE-REDUCTASE-NADP+-RXN"	EC-1.1.1.79	ENZRXN0-7307 // ENZRXN0-284
TRANS-RXN-105	"TRANS-RXN-105"		ENZRXN0-7559 // TRANS-ENZRXN-105
RXN0-5111	"RXN0-5111"		ENZRXN0-6218
RXN0-6982	"RXN0-6982"	EC-3.4.13.18	
RXN0-6987	"RXN0-6987"	EC-3.4.13.18	
RXN0-6984	"RXN0-6984"	EC-3.4.13.18	
RXN0-6983	"RXN0-6983"	EC-3.4.13.18	
RXN0-6974	"RXN0-6974"	EC-3.4.13.18	
RXN0-6988	"RXN0-6988"	EC-3.4.13.18	
RXN0-7173	"RXN0-7173"	EC-4.2.1	ENZRXN0-8333 // ENZRXN0-8126
RXN-17757	"RXN-17757"		
RXN0-1982	"RXN0-1982"		
