"Object ID"	"Compounds"	"Synonyms"	"Molecular-Weight"
"THZ"	THZ	"4-methyl-5-(2-hydroxyethyl)-thiazole" // THZ // "4-methyl-5-(&beta;-hydroxyethyl)thiazole" // "HET"	143.203
"CPD0-1711"	CPD0-1711		478.254
"CPD-8999"	CPD-8999	"1-phosphoryloxy-2,3-diketo-5-methylthiopentane" // "1-phospho-2,3-diketo-5-methylthiopentane" // "DKM-1-P" // "2,3-diketo-5-methylthio 1-phosphopentane" // "2,3-diketo-5-methylthiopentyl 1-phosphate" // "5-(methylsulfanyl)-2,3-dioxopentyl phosphate" // "5-methylthio-1-(phosphonooxy)pentane-2,3-dione" // "5-(methylthio)-2,3-dioxopentyl phosphate" // "5-(methylthio)-2,3-dioxopentyl 1-phosphate"	240.167
"CPD-1063"	CPD-1063	"5-methylthio-5-deoxy-D-ribulose 1-phosphate" // "1-phosphomethylthioribulose" // "methylthioribulose 1-phosphate" // "MTRu-1-P" // "1PMT-ribulose" // "1-phospho-5-S-methylthioribulose"	258.182
"CPD0-2055"	CPD0-2055	"5-(4-hydroxyphenyl)-2,4-imidazolidinedione" // "5-(4-hydroxyphenyl)imidazolidine-2,4-dione"	192.174
"5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE"	5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE	"5-aminoimidazole ribonucleotide" // "5-amino-1-(5-phospho-D-ribosyl)imidazole" // "5-aminoimidazole ribotide" // "1-(5'-phosphoribosyl)-5-aminoimidazole" // "5'-phosphoribosyl-5-aminoimidazole" // "phosphoribosylaminoimidazole"	294.18
"AICAR"	AICAR	"Z-nucleotide" // "AICA ribonucleotide" // "5'-phosphoribosyl-5-amino-4-imidazole carboxamide" // "5-amino-4-imidazolecarboxamide ribotide" // "5'-P-ribosyl-5-amino-4-imidazole carboxamide" // "aminoimidazole carboxamide ribonucleotide"	336.197
"PHOSPHORIBOSYL-CARBOXY-AMINOIMIDAZOLE"	PHOSPHORIBOSYL-CARBOXY-AMINOIMIDAZOLE	"1-(5-phosphoribosyl)-4-carboxy-5-aminoimidazole" // "5'-P-ribosyl-4-carboxy-5-aminoimidazole" // "5'-phosphoribosyl-4-carboxy-5-aminoimidazole" // "5-phosphoribosyl-4-carboxy-5-aminoimidazole" // "1-(5'-phosphoribosyl)-5-amino-4-imidazole carboxylate" // "1-(5'-phosphoribosyl)-4-carboxy-5-aminoimidazole" // "4-carboxyaminoimidazole ribonucleotide" // "phosphoribosyl-carboxy-aminoimidazole"	336.174
"5-AMINO-5-DEOXY-D-GALACTOPYRANOSIDE"	5-AMINO-5-DEOXY-D-GALACTOPYRANOSIDE		180.18
"CPD-1086"	CPD-1086	"5-amino-6-(5'-phosphoribitylamino)uracil" // "5-amino-6-(5-phosphoribitylamino)uracil" // "5-amino-6-ribitylamino-2,4(1H,3H)-pyrimidinedione 5'-phosphate"	354.213
"CPD-602"	CPD-602	"5-amino-6-(ribosylamino)-2,4-(1H,3H)-pyrimidinedione 5'-phosphate" // "5-amino-6-(5'-phosphoribosylamino)uracil"	352.197
"AMINO-RIBOSYLAMINO-1H-3H-PYR-DIONE"	AMINO-RIBOSYLAMINO-1H-3H-PYR-DIONE	"6-(1-D-ribitylamino)-5-amino-2,4-dihydroxypyrimidine" // "5-amino-6-ribitylamino-2,4(1H,3H)-pyrimidinedione" // "6-(1-D-ribitylamino)-5-aminouracil" // "5-amino-6-(1-D-ribitylamino)pyrimidine-2,4(1H,3H)-dione"	276.249
"5-AMINO-LEVULINATE"	5-AMINO-LEVULINATE	"5-amino-4-oxopentanoate" // "5-amino-4-oxo-pentanoic acid" // "5-amino-levulinic acid" // "5-amino-4-oxopentanoic acid" // "&delta;-aminolevulinate" // "5-aminolevulinic acid" // "5-amino-levulinate" // "ALA" // "&delta;-aminolevulinic acid"	131.131
"5-AMINOPENTANOATE"	5-AMINOPENTANOATE	"5-aminovalerate" // "&delta;-aminovalerate" // "delta-amino-N-valerate" // "d-amino-valeric acid" // "d-amino-N-valeric acid" // "5-aminopentanoic acid" // "5-aminovaleric acid"	117.147
"CPD0-2491"	CPD0-2491	"X-gal"	408.633
"CPD-13593"	CPD-13593		308.455
"CPD0-1343"	CPD0-1343		542.023
"CPD0-1708"	CPD0-1708		505.001
"CPD0-2565"	CPD0-2565	"deazaflavin"	213.195
"5-KETO-4-DEOXY-D-GLUCARATE"	5-KETO-4-DEOXY-D-GLUCARATE	"3-deoxy-2-keto-L-threo-hexarate" // "5-keto-4-deoxy-D-glucarate" // "KDG" // "3-deoxy-L-<i>threo</i>-hex-2-ulosarate" // "GLR" // "KGR" // "5-KDG" // "3-deoxy-(<i>L</i>)-<i>threo</i>-2-hexulosarate" // "(2R,3S)-2,3-dihydroxy-5-oxohexanedioate" // "2-keto-L-threo-4,5-dihydroxyadipate"	190.109
"CPD-37"	CPD-37	"4-deoxy-L-threo-5-hexosulose uronate" // "4,5-dihydroxy-2,6-dioxo-hexanoate" // "(4S,5R)-4,5-dihydroxy-2,6-dioxohexanoate" // "5-keto-4-deoxyuronate" // "DKI" // "4-deoxy-5-ketouronic acid"	175.118
"5-DEHYDROGLUCONATE"	5-DEHYDROGLUCONATE	"5-keto-D-gluconic acid" // "5-keto-D-gluconate" // "5-ketogluconate" // "5-dehydrogluconate"	193.133
"CPD-15127"	CPD-15127		177.133
"CPD0-2167"	CPD0-2167	"5'-deoxyribose"	134.132
"CPD0-1408"	CPD0-1408		151.165
"CPD0-1541"	CPD0-1541		158.136
"3-ENOLPYRUVYL-SHIKIMATE-5P"	3-ENOLPYRUVYL-SHIKIMATE-5P	"3-enolpyruvyl-shikimate 5-phosphate" // "3-enolpyruvyl-shikimate-5-P" // "5-O-(1-carboxyvinyl)-3-phosphoshikimate" // "5-enolpyruvyl-shikimate 3-phosphate"	320.149
"CPD0-1316"	CPD0-1316		152.122
"CPD0-1487"	CPD0-1487	"5-fluoroanthranilic acid"	154.12
"CPD0-1311"	CPD0-1311		246.195
"CPD0-1327"	CPD0-1327		130.078
"CPD0-2367"	CPD0-2367		262.194
"PHOSPHORIBOSYL-FORMAMIDO-CARBOXAMIDE"	PHOSPHORIBOSYL-FORMAMIDO-CARBOXAMIDE	"5-formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide" // "5'-p-ribosyl-5-formamido-4-imidazolecarboxamide" // "5'-phosphoribosyl-5-formamido-4-imidazole carboxamide" // "5'-p-ribosyl-5-formamido-4-imidazole carboxamide" // "5-phosphoribosyl-5-formamido-4-imid-carboxamide" // "5'-phosphoribosyl-formamido-carboxamide" // "5-formylamidoimidazole-4-carboxamide ribonucleotide"	364.208
"CPD0-925"	CPD0-925	"HPA"	
"CPD-18014"	CPD-18014		144.13
"CPD-15158"	CPD-15158	"5-hydroxycytidine monophosphate"	337.182
"5-HYDROXY-CTP"	5-HYDROXY-CTP	"5-hydroxycytidine triphosphate"	495.126
"5-HYDROXY-PIPECOLATE"	5-HYDROXY-PIPECOLATE		145.158
"CPD-18016"	CPD-18016		127.102
"CPD-18017"	CPD-18017		128.087
"CPD0-1508"	CPD0-1508		432.065
"CPD0-1344"	CPD0-1344	"5-iododeoxycytidine-5'-triphosphate" // "5-iodo-2'-deoxycytidine-5'-triphosphate" // "5-iododeoxycytidine triphosphate"	589.024
"5-IODOPENTAPHOSPHONATE"	5-IODOPENTAPHOSPHONATE		262.992
"CPD0-1342"	CPD0-1342		259.256
"CPD0-1712"	CPD0-1712		442.801
"CPD-1094"	CPD-1094	"5-methyldeoxycytidine triphosphate" // "5-methyl-2'-deoxycytidine-5'-triphosphate" // "5-methyl deoxycytidine-5'-triphosphate" // "cytidine 5'-(tetrahydrogen triphosphate), 2'-deoxy-5-methyl-" // "[[[5-[(4-amino-5-methyl-2-oxo-1H-pyrimidin-1-yl)]-3-hydroxy-tetrahydrofuran-2-yl]methoxy-hydroxy-phosphinoyl]oxy-hydroxy-phosphinoyl]oxyphosphonic acid"	477.154
"CPD0-1474"	CPD0-1474		
"5-METHYLAMINOMETHYL-2-SELENOURIDINE"	5-METHYLAMINOMETHYL-2-SELENOURIDINE	"mnm(5)se(2)U"	351.24
"5-METHYLAMINOMETHYL-2-THIOURIDINE"	5-METHYLAMINOMETHYL-2-THIOURIDINE	"mnm<sup>5</sup>s<sup>2</sup>U"	304.34
"CPD0-1488"	CPD0-1488	"5 - methylanthranilic acid"	150.157
"CPD0-2495"	CPD0-2495		257.246
"CPD0-2018"	CPD0-2018	"Cytosine, 5-methyl-" // "2(1H)-Pyrimidinone, 4-amino-5-methyl-" // "Cytosine, 5-methyl- (VAN)"	125.13
"5-METHYL-THF"	5-METHYL-THF	"5-methyltetrahydrofolate mono-L-glutamate" // "5-methyl-THF mono-L-glutamate" // "5-methyl-5,6,7,8-tetrahydrofolate mono-L-glutamate" // "n5-methyltetrahydrofolate mono-L-glutamate" // "N5-methyl-THF mono-L-glutamate" // "methyl-THF mono-L-glutamate" // "methyl-tetrahydrofolate mono-L-glutamate" // "methyl-H4F mono-L-glutamate" // "5-methyl-5,6,7,8-tetrahydropteroyl-L-glutamate" // "<i>N</i><sup>5</sup>-methyl--H<sub>4</sub>PteGlu<sub>1</sub>" // "<i>N</i><sup>5</sup>-methyltetrahydropteroyl mono-L-glutamate"	457.445
"CPD-1302"	CPD-1302	"<i>N</i><sup>5</sup>-methyl--H<sub>4</sub>PteGlu<sub>3</sub>" // "<i>N</i><sup>5</sup>-methyltetrahydropteroyl tri-L-glutamate"	713.66
"CPD-17752"	CPD-17752		164.12
"CPD-656"	CPD-656	"D-Pyroglutamic acid" // "D-5-Pyrrolidone-2-carboxylic acid"	128.107
"5-OXOPROLINE"	5-OXOPROLINE	"pyrrolidone-COO" // "pyrrolidone-carboxylate" // "L-5-pyrrolidone-2-carboxylic acid" // "L-pyroglutamic acid" // "pyroglutamic acid" // "pyroglutamate" // "5-pyrrolidone-2-carboxylic acid" // "L-pyroglutamate" // "pidolic acid"	128.107
"CPD0-2463"	CPD0-2463	"5-phospho-&alpha;-D-ribosyl 1,2-cyclic phosphate" // "&alpha;-D-ribose-1,2-cyclic-phosphate 5-phosphate"	289.052
"PRPP"	PRPP	"5-phosphoribosyl 1-pyrophosphate" // "5-phosphoribosyl diphosphate" // "5-phosphoribosyl-1-PP" // "5-phosphoribosyl-PP" // "5-phosphoribosyl-1-pyrophosphate" // "5-phosphoribosylpyrophosphate" // "phosphoribosylpyrophosphate" // "5-phospho-ribosyl-pyrophosphate" // "&alpha;-D-5-phosphoribosylPP" // "&alpha;-D-5-P-RibosylPP"	385.031
"5-P-BETA-D-RIBOSYL-AMINE"	5-P-BETA-D-RIBOSYL-AMINE	"5-P-&beta;-D-ribosylamine" // "PRA" // "5-phosphoribosylamine"	228.118
"CPD-18734"	CPD-18734		243.087
"CPD-15157"	CPD-15157	"5-phospho-D-arabinonohydroxamic acid"	259.109
"CPD0-1591"	CPD0-1591		336.393
"DIMETHYL-D-RIBITYL-LUMAZINE"	DIMETHYL-D-RIBITYL-LUMAZINE		325.3
"CPD0-2511"	CPD0-2511	"GS-MHQ" // "GS-methylhydroquinone"	428.436
"AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE"	AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE	"2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4(3H)-one" // "2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-one"	195.18
"CPD-522"	CPD-522		222.194
"CPD-884"	CPD-884	"epsilon-amino-N-caproate" // "6-aminocapronate" // "capracid" // "caplamin" // "caprolisin" // "capramol" // "capralense" // "aminokapron" // "atsemin" // "acepramine" // "hexanoic acid, 6-amino-" // "6-amino-n-hexanoic acid" // "6-aminocaproic acid" // "acepramin" // "&epsilon;-aminocaproate" // "6-amino-n-caproic acid" // "aminocaproic acid" // "amicar" // "epsilcapramine" // "6-amino-n-caproate" // "6-aminohexanoic acid" // "&epsilon;-aminocaproic acid" // "e-amino-n-caproic acid"	131.174
"6-AMINOPENICILLANATE"	6-AMINOPENICILLANATE	"6-Aminopenicillanic acid" // "6-APA"	216.254
"CPD0-1601"	CPD0-1601		402.127
"CPD0-1699"	CPD0-1699	"6-carboxytetrahydropterin"	210.172
"CPD0-2383"	CPD0-2383		154.558
"CPD-16501"	CPD-16501	"6-deoxy-6-sulphofructose" // "6-deoxy-6-sulfofructose"	243.208
"CPD-16502"	CPD-16502	"6-deoxy-6-sulphofructose 1-phosphate" // "6-deoxy-6-sulfofructose 1-phosphate"	321.172
"6-DEOXY-D-GLUCOSE"	6-DEOXY-D-GLUCOSE	"6-deoxyglucose"	164.158
"CPD0-2049"	CPD0-2049		164.158
"CPD0-1628"	CPD0-1628		
"CPD0-1627"	CPD0-1627	"DON" // "diazooxonorleucine" // "6-diazo-5-oxo-L-norleucine"	172.163
"CPD0-1471"	CPD0-1471	"2-amino-4-hydroxy-6-formylpteridine"	191.149
"CPD-15922"	CPD-15922	"HAP" // "N(6)-Hydroxyadenine" // "6-Hydroxylaminopurine" // "N-(7H-purin-6-yl)hydroxylamine" // "6-N-hydroxyaminopurine" // "N-Hydroxyadenine"	151.127
"CPD-15916"	CPD-15916	"1,7-dihydro-6H-purine-6-thione" // "mercaptopurine" // "6-MP"	152.173
"OCTAPRENYL-METHYL-METHOXY-BENZQ"	OCTAPRENYL-METHYL-METHOXY-BENZQ	"2-octaprenyl-3-methyl-6-methoxy-1,4-benzenediol" // "6-methoxy-3-methyl-2-octaprenylquinol" // "2-octaprenyl-3-methyl-6-methoxyhydroquinone" // "2-octaprenyl-3-methyl-6-methoxyquinol"	699.111
"CPD0-2095"	CPD0-2095		
"CPD-18529"	CPD-18529		384.336
"D-6-P-GLUCONO-DELTA-LACTONE"	D-6-P-GLUCONO-DELTA-LACTONE	"6-phosphogluconolactone" // "D-6-phosphoglucono-&delta;-lactone" // "D-6-P-glucono-&delta;-lactone" // "D-glucono-1,5-lactone 6-phosphate" // "D-glucono-&delta;-lactone 6-phosphate" // "D-6-phospho-glucono-&delta;-lactone"	256.105
"CPD0-2358"	CPD0-2358		401.14
"6-SELENO-OCTANOATE"	6-SELENO-OCTANOATE		222.165
"CPD-10247"	CPD-10247	"sulphoquinovose" // "6-deoxy-6-sulfoglucose" // "6-deoxy-6-sulfo-D-glucopyranose" // "sulfoquinovose"	243.208
"6-THIO-OCTANOATE"	6-THIO-OCTANOATE		175.265
"CPD-20213"	CPD-20213		326.374
"DIAMINONONANOATE"	DIAMINONONANOATE	"7,8-diaminononanoate" // "DAPA"	189.277
"CPD-12427"	CPD-12427	"8-oxoguanine"	167.127
"DIHYDROFOLATE"	DIHYDROFOLATE	"7,8-pteroylglutamic acid" // "7,8-pteroylglutamate" // "7,8-dihydropteroyl monoglutamate" // "H<sub>2</sub>PteGlu" // "H<sub>2</sub>PteGlu<sub>1</sub>" // "dihydrofolate" // "7,8-dihydropteroylglutamate" // "7,8-dihydrofolate"	441.402
"CPD-11770"	CPD-11770	"DHM" // "H<sub>2</sub>-MPt"	255.233
"DIHYDROMONAPTERIN-TRIPHOSPHATE"	DIHYDROMONAPTERIN-TRIPHOSPHATE	"H<SUB>2</SUB>MTP" // "6-(L-<I>threo</I>-1',2',3'-trihydroxypropyl)-7,8-dihydropterin-3'-triphosphate" // "dihydromonapterin-triphosphate"	491.141
"DIHYDRO-NEO-PTERIN"	DIHYDRO-NEO-PTERIN	"2-amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine" // "dihydroneopterin" // "2-amino-4-hydroxy-6-(D-erythro)-trihydroxypropyldihydropteridin" // "dihydro-neo-pterin" // "DHN" // "7,8-dihydro-D-neopterin"	255.233
"DIHYDRONEOPTERIN-P"	DIHYDRONEOPTERIN-P	"dihydroneopterin 3'-monophosphate" // "dihydroneopterin-P" // "2-amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine phosphate" // "dihydroneopterin 3'-phosphate" // "7,8-dihydro-D-neopterin 3'-phosphate"	333.197
"DIHYDRONEOPTERIN-P3"	DIHYDRONEOPTERIN-P3	"6-(L-erythro-1,2-dihydroxypropyl 3-triphosphate)-7,8-dihydropterin" // "6-[(1S,2R)-1,2-dihydroxy-3-triphosphooxypropyl]-7,8-dihydropterin" // "6-(D-<I>erythro</I>-1',2',3'-trihydroxypropyl)-7,8-dihydropterin-3'-triphosphate" // "7,8-dihydroneopterin 3'-triphosphate" // "2-amino-4-hydroxy-6-(<I>erythro</I>-1,2,3-trihydroxypropyl)dihydropteridine triphosphate" // "dihydroneopterin triphosphate" // "H<sub>2</sub>NTP" // "7,8-dihydroneopterin triphosphate"	491.141
"CPD0-1718"	CPD0-1718	"dihydropterin" // "H2-pterin"	165.154
"7-8-DIHYDROPTEROATE"	7-8-DIHYDROPTEROATE	"dihydropterate" // "H2Pte" // "dihydropteroate"	313.295
"CPD0-1485"	CPD0-1485	"7,8-diketopelargonic acid"	185.199
"CPD-13043"	CPD-13043		193.141
"CPD0-1544"	CPD0-1544		218.255
"CPD0-2400"	CPD0-2400		194.216
"CPD-13320"	CPD-13320		149.155
"CPD0-1040"	CPD0-1040		283.263
"CPD0-2577"	CPD0-2577		
"CPD-11653"	CPD-11653	"phosphoethanolamine-Kdo2-lipid A"	2355.744
"PHOSPHATIDYLETHANOLAMINE-KDO2"	PHOSPHATIDYLETHANOLAMINE-KDO2	"phosphatidylethanolamine-Kdo<sub>2</sub>-lipid IV<sub>A</sub>"	1963.08
"8-AMINO-7-OXONONANOATE"	8-AMINO-7-OXONONANOATE	"7-keto-8-aminopelargonate" // "KAPA" // "7-KAP"	187.238
"CPD0-1647"	CPD0-1647	"8-aminoethyl-2,6-anhydro-3,8-dideoxy-D-glycero-D-talo-octonic acid"	221.21
"CPD-13245"	CPD-13245	"8-anilino-1-naphthalenesulfonic acid" // "8-anilino-1-naphthalenesulfonate" // "8-anilinonaphthalene-1-sulfonate" // "ANS"	298.336
"8-HYDROXYDEOXYGUANOSINE-5-TRIPHOSPHAT"	8-HYDROXYDEOXYGUANOSINE-5-TRIPHOSPHAT		519.151
"8-HYDROXYQUINOLINE"	8-HYDROXYQUINOLINE	"oxyquinoline" // "8-quinolinol"	145.16
"CPD0-1288"	CPD0-1288		224.211
"CPD0-1483"	CPD0-1483	"8-keto-7-aminoperlagonic acid"	184.214
"CPD0-1093"	CPD0-1093		505.168
"CPD0-1094"	CPD0-1094		425.165
"CPD-13853"	CPD-13853	"8-oxo-7,8-dihydro-2'-dGDP" // "8-oxo-7,8-dihydro-2'-deoxyguanosine 5'-diphosphate"	440.179
"CPD-12365"	CPD-12365	"8-oxo-7,8-dihydro-2'-dGMP" // "8-oxo-7,8-dihydro-2'-deoxyguanosine 5'-monophosphate" // "8-oxo-deoxyguanosine-monophosphate"	361.207
"CPD0-1905"	CPD0-1905	"8-oxo-7,8-dihydro-2'-dGTP" // "8-oxo-7,8-dihydro-2'-deoxyguanosine 5'-triphosphate"	519.151
"CPD-14101"	CPD-14101	"8-oxo-guanosine diphosphate"	456.179
"CPD-12367"	CPD-12367	"8-oxo-guanosine monophosphate"	377.207
"CPD-12366"	CPD-12366	"8-oxo-guanosine-triphosphate"	535.151
"8-SELENO-OCTANOATE"	8-SELENO-OCTANOATE		222.165
"8-THIO-OCTANOATE"	8-THIO-OCTANOATE		175.265
"CPD-5662"	CPD-5662	"9-mercaptodesthiobiotin"	245.316
"CPD0-1404"	CPD0-1404		325.37
"CPD0-1405"	CPD0-1405		352.349
"CPD0-1406"	CPD0-1406		339.397
"CPD-15332"	CPD-15332	"urate" // "uric acid"	168.112
"CARBONYL-GROUP"	CARBONYL-GROUP		
"CARBOXYL-GROUP"	CARBOXYL-GROUP		45.018
"COA-GROUP"	COA-GROUP		763.502
"CPD-19182"	CPD-19182		
"CPD-19181"	CPD-19181		
"CPD-19185"	CPD-19185		
"CPD-15860"	CPD-15860		
"CPD-15861"	CPD-15861		
"HYDROXYL-GROUP"	HYDROXYL-GROUP		17.007
"CPD-17716"	CPD-17716		264.45
"CPD-18804"	CPD-18804		
"CPD-18806"	CPD-18806		
"CPD-18805"	CPD-18805		
"CPD-17987"	CPD-17987	"GlcNAc-1,6-anhydro-MurNAc-tripeptide" // "GlcNAc-1,6-anhydro-MurNAc- (L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimelate) tripeptide"	
"CPD-17986"	CPD-17986	"GlcNAc-1,6-anhydro-MurNAc-tetrapeptide" // "GlcNAc-1,6-anhydro-MurNAc-(L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimeloyl-D-alanine) tetrapeptide"	
"CPD-17985"	CPD-17985	"GlcNAc-1,6-anhydro-MurNAc-pentapeptide" // "GlcNAc-1,6-anhydro-MurNAc-(L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimeloyl-D-alanyl-D-alanine) pentapeptide"	
"CPD-18809"	CPD-18809		
"CPD0-2579"	CPD0-2579		
"CPD-17988"	CPD-17988		
"CPD-17989"	CPD-17989		
"METHYL-GROUP"	METHYL-GROUP		16.043
"CPD-8199"	CPD-8199		
"CPD-18807"	CPD-18807		
"CPD-18808"	CPD-18808		1845.151
"CPD-17968"	CPD-17968		
"CPD-17969"	CPD-17969		
"CPD-17932"	CPD-17932		
"CPD-17947"	CPD-17947		
"CPD-12231"	CPD-12231	"[<i>N</i>-acetylglucosamine-<i>N</i>-acetylmuramoyl-L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimeloyl-D-alanyl-D-alanine]<sub>2</sub> diphospho-undecaprenyl"	2907.201
"CPD0-2245"	CPD0-2245	"two linked disaccharide pentapeptide and tetrapeptide murein units (uncrosslinked, middle of chain)"	
"CPD0-2287"	CPD0-2287	"two linked disaccharide pentapeptide and tripeptide murein units (uncrosslinked, middle of chain)"	
"CPD-18259"	CPD-18259		
"CPD0-2283"	CPD0-2283	"two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)" // "[N-acetylglucosamine-N-acetylmuramoyl-L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimeloyl--D-alanyl-D-alanine]<sub>2</sub>"	
"CPD0-2274"	CPD0-2274	"two linked disaccharide tetrapeptide and tripeptide murein units (uncrosslinked, middle of chain)"	
"CPD0-2269"	CPD0-2269	"[N-acetylglucosamine-N-acetylmuramoyl-L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimeloyl-D-alanine]<sub>2</sub>" // "two linked disacharide tetrapeptide murein units (uncrosslinked, middle of chain)"	
"CPD0-2272"	CPD0-2272	"[N-acetylglucosamine-N-acetylmuramoyl-L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-diaminopimelate]<sub>2</sub>" // "two linked disaccharide tripeptide murein units (uncrosslinked, middle of chain)"	
"CPD0-2213"	CPD0-2213	"[N-acetylglucosamine-N-acetylmuramoyl-L-alanyl-&gamma;-D-glutamyl-<i><i>meso</i>-2,6-diaminopimeloyl-D-alanyl-D-alanine]<sub>3</sub>" // "three linked disaccharide pentapeptide murein units (uncrosslinked, middle of chain)"	
"CPD-12261"	CPD-12261		5725.308
"PHOSPHATE-GROUP"	PHOSPHATE-GROUP		94.971
"CPD-8200"	CPD-8200		
"PYROPHOSPHATE-GROUP"	PYROPHOSPHATE-GROUP		174.951
"THIOL-GROUP"	THIOL-GROUP		45.079
"MONOMER0-4342"	MONOMER0-4342		
"CPD0-2368"	CPD0-2368		
"A-DARA-HEX-2:5_2:KETO"	A-DARA-HEX-2:5_2:KETO		
"A-DARA-PEN-1:4"	A-DARA-PEN-1:4		
"A-DGAL-HEX-1:4"	A-DGAL-HEX-1:4		
"A-DGAL-HEX-1:5"	A-DGAL-HEX-1:5		
"A-DGAL-HEX-1:5_6:A"	A-DGAL-HEX-1:5_6:A		
"A-DGLC-HEX-1:5"	A-DGLC-HEX-1:5		
"A-DGLC-HEX-1:5_6:A"	A-DGLC-HEX-1:5_6:A		
"A-DGLC-HEX-1:5_6:D"	A-DGLC-HEX-1:5_6:D		
"A-DGRO-DGAL-NON-2:6_1:A_2:KETO_3:D"	A-DGRO-DGAL-NON-2:6_1:A_2:KETO_3:D		
"A-DIDO-HEX-1:5_6:A"	A-DIDO-HEX-1:5_6:A		
"A-DMAN-HEX-1:5"	A-DMAN-HEX-1:5		
"A-DMAN-OCT-2:6_1:A_2:KETO_3:D"	A-DMAN-OCT-2:6_1:A_2:KETO_3:D		
"A-DXYL-PEN-1:5"	A-DXYL-PEN-1:5		
"A-LARA-PEN-1:4"	A-LARA-PEN-1:4		
"A-LGAL-HEX-1:5"	A-LGAL-HEX-1:5		
"A-LGAL-HEX-1:5_6:D"	A-LGAL-HEX-1:5_6:D		
"A-LIDO-HEX-1:5_6:A"	A-LIDO-HEX-1:5_6:A		
"A-LMAN-HEX-1:5_6:D"	A-LMAN-HEX-1:5_6:D		
"A-LXYL-PEN-1:5"	A-LXYL-PEN-1:5		
"A-XGAL-HEX-1:5_6:A"	A-XGAL-HEX-1:5_6:A		
"CPD0-1631"	CPD0-1631		380.383
"ACETALD"	ACETALD	"acetic aldehyde" // "ethanal" // "aldehyde" // "ethyl aldehyde"	44.053
"ACETAMIDE"	ACETAMIDE		59.068
"ACET"	ACET	"acetic acid" // "ethanoic acid"	59.044
"CPD0-1626"	CPD0-1626		222.236
"3-KETOBUTYRATE"	3-KETOBUTYRATE	"3-ketobutyrate" // "3-oxobutanate" // "oxobutyrate" // "acetoacetic acid" // "3-oxobutyric acid" // "3-oxobutanoic acid" // "diacetic acid" // "&beta;-ketobutyric acid"	101.082
"ACETOACETYL-COA"	ACETOACETYL-COA	"3-acetoacetyl-CoA" // "acetoacetyl-<i>S</i>-CoA"	847.577
"ACETOL"	ACETOL	"1-hydroxy-2-propanone" // "hydroxyacetone" // "acetylmethanol" // "1-hydroxyacetone"	74.079
"ACETONE"	ACETONE	"dimethylketone" // "2-propanone" // "propanone"	58.08
"ACETYL-P"	ACETYL-P	"acetyl-P"	138.016
"ACETYL-COA"	ACETYL-COA	"acetyl coenzyme-A" // "ac-CoA" // "acetylcoenzyme-A" // "acetyl-<i>S</i>-CoA" // "ac-<i>S</i>-CoA"	805.54
"CPD-1831"	CPD-1831	"acetylenedicarboxylic acid" // "2-butynedioic acid"	112.042
"CPD0-1036"	CPD0-1036		178.575
"ACRYLYL-COA"	ACRYLYL-COA	"acrylyl-coenzyme A" // "propenoyl-CoA" // "acrylyl-CoA"	817.551
"CPD0-1358"	CPD0-1358		385.503
"CPD0-2194"	CPD0-2194		792.061
"CPD0-2192"	CPD0-2192		876.222
"CPD0-2197"	CPD0-2197		960.383
"ADENINE"	ADENINE	"6-aminopurine" // "A"	135.128
"CPD-13918"	CPD-13918	"Vidarabine" // "2-(6-amino-purin-9-yl)-5-hydroxymethyl-tetrahydro-furan-3,4-diol" // "9--D-arabinofuranosyl-9H-purin-6-amine" // "9-&beta;-D-arabinofuranosyladenine" // "Spongoadenosine"	267.244
"ADENINE-RING"	ADENINE-RING		135.128
"CPD0-2347"	CPD0-2347		1534.622
"ADENOSINE"	ADENOSINE	"adenine-D-ribose"	267.244
