# Generated by runscripts/reconstruction/metabolism_kinetics/convert_to_flat.py on Tue Feb  4 16:51:54 2020
reactionID	enzymeID	substrateIDs	Temp	rateEquationType	direction	kcat (1/units.s)	kM (units.umol/units.L)	kI (units.umol/units.L)	customRateEquation	customParameters	customParameterConstants	customParameterConstantValues	customParameterVariables	Pubmed ID
"R621-RXN"	"EG10456-MONOMER"	["NITRIC-OXIDE","NADH","OXYGEN-MOLECULE"]	37	"standard"		[670]	[0.28,4.8,100]	[]						"10777548"
"RFFTRANS-RXN"	"CPLX0-7990"	["DTDP-DEOH-DEOXY-GLUCOSE"]	25	"standard"		[0.38]	[110]	[]						"15271350"
"RHAMNULPALDOL-RXN"	"RHAMNULPALDOL-CPLX"	["RHAMNULOSE-1P"]	37	"standard"	"reverse"	[38.3]	[300]	[]						"4975916"
"RHAMNULPALDOL-RXN"	"RHAMNULPALDOL-CPLX"	["LACTALD","DIHYDROXY-ACETONE-PHOSPHATE"]	37	"standard"	"forward"	[38.3]	[6000,3000]	[]						"4975916"
"RHAMNULPALDOL-RXN"	"RHAMNULPALDOL-CPLX"	["DIHYDROXY-ACETONE-PHOSPHATE"]	37	"standard"	"forward"	[9.1]	[2000]	[]						"18085797"
"RHAMNULPALDOL-RXN"	"RHAMNULPALDOL-CPLX"	["RHAMNULOSE-1P"]		"standard"		[38.3]	[]	[]						"Feingold, D.S.; Hoffee, P.A. Other deoxy sugar aldolases The Enzymes, 3rd Ed. (Boyer, P.D., ed.) 7 303-321 1972 "
"RHAMNULPALDOL-RXN"	"RHAMNULPALDOL-CPLX"	["RHAMNULOSE-1P"]	37	"standard"		[38.3]	[200]	[]						"Chiu, T.H.; Evans, K.L.; Feingold, D.S. L-Rhamnulose-1-phosphate aldolase Methods Enzymol. 42C 264-269 1975"
"RIB5PISOM-RXN"	"RIB5PISOMA-CPLX"	["RIBOSE-5P"]	37	"standard"		[2100]	[3100]	[]						"12517338"
"RIBOFLAVIN-SYN-RXN"	"CPLX0-3952"	["DIMETHYL-D-RIBITYL-LUMAZINE"]	20	"standard"		[0.00833]	[]	[]						"11278450"
"RIBOFLAVIN-SYN-RXN"	"CPLX0-3952"	["DIMETHYL-D-RIBITYL-LUMAZINE"]	25	"standard"		[0.267]	[]	[]						"15843156"
"RIBOSYLHOMOCYSTEINASE-RXN"	"EG12712-MONOMER"	["CPD-564"]	25	"standard"		[0.38]	[17]	[]						"19099445"
"RIBULPEPIM-RXN"	"RIBULPEPIM-CPLX"	["L-RIBULOSE-5-P"]	37	"standard"		[20.4]	[87]	[]						"9548961"
"RIBULPEPIM-RXN"	"RIBULPEPIM-CPLX"	["L-RIBULOSE-5-P"]	22	"standard"		[17.3]	[47.1]	[]						"10769139"
"RIBULPEPIM-RXN"	"RIBULPEPIM-CPLX"	["L-RIBULOSE-5-P"]	37	"standard"		[19.4]	[47]	[]						"11732896"
"RIBULPEPIM-RXN"	"EG12287-MONOMER"	["L-RIBULOSE-5-P"]	25	"standard"		[12]	[706]	[]						"11741871"
"RIBULPEPIM-RXN"	"G7860-MONOMER"	["L-RIBULOSE-5-P"]	25	"standard"		[25]	[658]	[]						"11741871"
"RXN-10856"	"CPLX0-3936"	["CPD-11770"]	25	"standard"		[0.089]	[8.0]	[]						"17176045"
"RXN-11109"	"CPLX0-3927"	["ATP"]		"standard"		[1.4]	[790]	[]						"16301313"
"RXN-11484"	"7KAPSYN-CPLX"	["Pimeloyl-ACPs"]	30	"standard"		[0.06]	[25]	[]						"10642176"
"RXN-11484"	"7KAPSYN-CPLX"	["L-ALPHA-ALANINE"]	30	"standard"		[0.06]	[500]	[]						"10642176"
"RXN-11496"	"PYRUVOXID-CPLX"	["PYRUVATE"]		"standard"		[167]	[]	[]						"13785427"
"RXN-11591"	"EG12163-MONOMER"	["16S-rRNA-cytosine967"]	37	"standard"		[0.012]	[0.67]	[]						"10194318"
"RXN-11592"	"CPLX0-7423"	["23S-rRNA-pseudouridine1915"]	37	"standard"		[0.0825]	[0.51]	[]						"20817755"
"RXN-11592"	"CPLX0-7423"	["S-ADENOSYLMETHIONINE"]	37	"standard"		[0.10666668]	[27]	[]						"20817755"
"RXN-11598"	"CPLX0-7727"	["16S-rRNA-uracil1498"]	37	"standard"		[0.0013]	[2]	[]						"17872509"
"RXN-11598"	"CPLX0-7727"	["S-ADENOSYLMETHIONINE"]	37	"standard"		[0.0007]	[26.7]	[]						"17872509"
"RXN-11601"	"EG11247-MONOMER"	["S-ADENOSYLMETHIONINE"]	37	"standard"		[0.06]	[26]	[]						"11779873"
"RXN-11832"	"CMPKI-MONOMER"	["CMP"]	30	"standard"		[103]	[0.035]	[]						"17542990"
"RXN-11837"	"EG12098-MONOMER"	["23S-rRNA-uridine1911-1915-1917"]	37	"standard"		[0.032833334]	[0.98]	[]						"20817755"
"RXN-11839"	"EG11177-MONOMER"	["tRNA-uridine55"]	37	"standard"		[0.12]	[0.146]	[]						"10529181"
"RXN-11839"	"EG11177-MONOMER"	["tRNA-uridine55"]		"standard"		[0.11]	[0.148]	[]						"10924141"
"RXN-11841"	"G7422-MONOMER"	["tRNA-uridine13"]	37	"standard"		[0.00097]	[0.38]	[]						"19664587"
"RXN-11842"	"EG12609-MONOMER"	["Uridine32-in-tRNA"]	37	"standard"		[0.099]	[0.108]	[]						"10529181"
"RXN-11842"	"EG12609-MONOMER"	["Uridine32-in-tRNA"]		"standard"		[0.099]	[0.108]	[]						"10924141"
"RXN-11842"	"EG12609-MONOMER"	["Uridine32-in-tRNA"]	37	"standard"		[0.099]	[0.108]	[]						"17002302"
"RXN-11845"	"EG11507-MONOMER"	["S-ADENOSYLMETHIONINE"]	37	"standard"		[0.001]	[3.7]	[]						"12181314"
"RXN-11860"	"CPLX0-7421"	["Cytidine-34-tRNAs"]	37	"standard"		[0.0073]	[3.39]	[]						"23804755"
"RXN-11865"	"CPLX0-7421"	["5-carbo-me-ami-me-ur-34-tRNALeu"]	37	"standard"		[0.0098]	[1.17]	[]						"23804755"
"RXN-12070"	"CPLX0-7950"	["CPD0-2184"]		"standard"		[1.1]	[2.9]	[]						"9315862"
"RXN-12402"	"CPLX0-3901"	["CPD0-1202"]	37	"standard"		[51.3]	[550]	[]						"15294295"
"RXN-12444"	"MONOMER0-146"	["FMN","NADPH"]	25	"custom"		[]	[]	[]	"kcat*E*FMN/(Km*(1+NADPH/Ki)+FMN)"	["kcat","Km","Ki","E","FMN","NADPH"]	["kcat","Km","Ki"]	[1.73,0.13,3.5]	{"E":"MONOMER0-146","FMN":"FMN","NADPH":"NADPH"}	"15882995"
"RXN-12458"	"CPLX0-3950"	["Guanine37-in-tRNA"]	37	"standard"		[0.0167]	[2.8]	[]						"17868690"
"RXN-12458"	"CPLX0-3950"	["Guanine37-in-tRNA"]	37	"standard"		[0.09]	[]	[]						"20452364"
"RXN-12583"	"E1P-CPLX"	["PYRUVATE","THIAMINE-PYROPHOSPHATE"]	30	"standard"		[37.9]	[260.9,4.62]	[]						"17635929"
"RXN-13990"	"KDPGALDOL-4OH2OXOGLUTARALDOL-CPLX"	["PYRUVATE","PYRUVATE"]		"standard"		[0.0121]	[10000]	[16000]						"11342129"
"RXN-14025"	"APHA-CPLX"	["UMP"]	37	"standard"		[61]	[15]	[]						"16297670"
"RXN-14026"	"APHA-CPLX"	["CMP"]	37	"standard"		[26]	[138]	[]						"16297670"
"RXN-14073"	"GLYCPDIESTER-CYTO-MONOMER"	["GLYCEROPHOSPHOGLYCEROL"]	35	"standard"		[3.3]	[620]	[]						"18083802"
"RXN-14090"	"EG11817-MONOMER"	["CPD-3711"]	37	"standard"		[5.93]	[370]	[]						"15489502"
"RXN-14090"	"APHA-CPLX"	["CPD-3711"]	37	"standard"		[91]	[9.0]	[]						"16297670"
"RXN-14126"	"EG11817-MONOMER"	["CPD-3706"]	37	"standard"		[9.84]	[100]	[]						"15489502"
"RXN-14126"	"APHA-CPLX"	["CPD-3706"]	37	"standard"		[33]	[0.9]	[]						"16297670"
"RXN-14136"	"GLYCPDIESTER-CYTO-MONOMER"	["CPD0-2030"]	35	"standard"		[2.8]	[660]	[]						"18083802"
"RXN-14139"	"CPLX0-8106"	["CPD0-2551"]	37	"standard"		[10.5]	[47.2]	[]						"24210219"
"RXN-14139"	"CPLX0-8106"	["CPD0-2550"]	37	"standard"		[18.2]	[32]	[]						"24210219"
"RXN-14139"	"CPLX0-8106"	["CPD0-2549"]	37	"standard"		[9.2]	[44.8]	[]						"24210219"
"RXN-14139"	"CPLX0-8106"	["CTP"]	37	"standard"		[18.2]	[105.9]	[]						"24210219"
"RXN-14139"	"CPLX0-8106"	["UTP"]	37	"standard"		[15.2]	[69.1]	[]						"24210219"
"RXN-14142"	"EG11817-MONOMER"	["DGMP"]	37	"standard"		[8.04]	[280]	[]						"15489502"
"RXN-14142"	"APHA-CPLX"	["DGMP"]	37	"standard"		[15]	[3.0]	[]						"16297670"
"RXN-14143"	"CPLX0-7625"	["DUMP"]	37	"standard"		[0.23]	[20]	[]						"15489502"
"RXN-14143"	"EG12115-MONOMER"	["DUMP"]	37	"standard"		[21.4]	[770]	[]						"15489502"
"RXN-14143"	"APHA-CPLX"	["DUMP"]	37	"standard"		[24]	[10]	[]						"16297670"
"RXN-14160"	"GLYCPDIESTER-CYTO-MONOMER"	["L-1-GLYCEROPHOSPHORYLETHANOL-AMINE"]	35	"standard"		[1.1]	[220]	[]						"18083802"
"RXN-14161"	"CPLX0-7625"	["DAMP"]	37	"standard"		[0.3]	[12]	[]						"15489502"
"RXN-14161"	"APHA-CPLX"	["DAMP"]	37	"standard"		[14]	[0.8]	[]						"16297670"
"RXN-14161"	"CPLX0-7625"	["DAMP"]	37	"standard"		[0.14]	[17]	[]						"18353368"
"RXN-14325"	"CTPSYN-CPLX"	["AMMONIUM"]	37	"standard"		[9.4]	[2080]	[]						"12383057"
"RXN-14522"	"APHA-CPLX"	["CPD-15392"]	37	"standard"		[101]	[1.3]	[]						"16297670"
"RXN-14523"	"APHA-CPLX"	["CPD-15393"]	37	"standard"		[29]	[0.9]	[]						"16297670"
"RXN-14524"	"APHA-CPLX"	["CPD-15391"]	37	"standard"		[27]	[1.5]	[]						"16297670"
"RXN-14525"	"APHA-CPLX"	["CPD-15390"]	37	"standard"		[26]	[1.6]	[]						"16297670"
"RXN-15125"	"LSERINEDEAM1-MONOMER"	["SER"]	25	"standard"		[0.153]	[4000]	[]						"6406501"
"RXN-15125"	"LSERINEDEAM1-MONOMER"	["SER"]	37	"standard"		[436]	[2670]	[]						"15155761"
"RXN-15125"	"LSERINEDEAM1-MONOMER"	["SER", "D-SERINE","CYS"]	37	"standard"		[436]	[2670]	[1410, 900] 						"15155761"
"RXN-15125"	"LSERINEDEAM1-MONOMER"	["SER"]	37	"standard"		[436]	[2670]	[]						"15155761"
"RXN-15125"	"CPLX0-7622"	["SER"]	37	"standard"		[544]	[4800]	[]						"15498577"
"RXN-15125"	"LSERINEDEAM1-MONOMER"	["SER"]	37	"standard"		[436]	[2670]	[]						"15498577"
"RXN-15131"	"CYSTATHIONINE-BETA-LYASE-CPLX"	["L-CYSTATHIONINE"]	25	"standard"		[35]	[230]	[]						"19370061"
"RXN-15131"	"CYSTATHIONINE-BETA-LYASE-CPLX"	["L-CYSTATHIONINE"]	25	"standard"		[34.1]	[180]	[]						"20014435"
"RXN-15313"	"ACNEULY-CPLX"	["CPD0-1123"]	25	"standard"		[7.7]	[2500]	[]						"12711733"
"RXN-15578"	"TRYPTOPHAN-CPLX"	["TRP"]		"standard"		[6.8]	[227]	[]						"2659590"
"RXN-15578"	"TRYPTOPHAN-CPLX"	["TRP"]	25	"standard"		[6.8]	[227]	[]						"21081107"
"RXN-15581"	"DSERDEAM-MONOMER"	["D-SERINE"]		"standard"		[15.7]	[100]	[]						"16221850"
"RXN-15607"	"KDUD-MONOMER"	["11-DEOXY-CORTISOL"]	37	"standard"		[0.2766667]	[190]	[]						"24509771"
"RXN-15607"	"KDUD-MONOMER"	["11-DEOXYCORTICOSTERONE"]	37	"standard"		[0.0517]	[230]	[]						"24509771"
"RXN-15607"	"KDUD-MONOMER"	["NADH"]	37	"standard"		[0.283]	[37]	[]						"24509771"
"RXN-15740"	"ANGLYC3PDEHYDROG-CPLX"	["GLYCEROL-3P"]		"standard"		[33.3]	[339]	[]						"6792201"
"RXN-15943"	"CPLX0-7820"	["CO-A"]		"standard"		[127.6]	[]	[]						"25225400"
"RXN-15943"	"CPLX0-7820"	["CPD0-2467"]		"standard"		[127.4]	[]	[]						"25225400"
"RXN-16000"	"CPLX0-1962"	["L-ALLO-THREONINE"]	30	"standard"		[5.76]	[]	[]						"12535615"
"RXN-16165"	"METG-CPLX"	["Initiation-tRNAmet"]	37	"standard"		[6.85]	[1]	[]						"9607323"
"RXN-16165"	"METG-CPLX"	["MET-tRNAs"]		"standard"		[2.8]	[4.4]	[]						"12390027"
"RXN-16165"	"METG-CPLX"	["MET-tRNAs"]	25	"standard"		[1]	[3.9]	[]						"21175197"
"RXN-16165"	"METG-CPLX"	["MET"]		"standard"		[5.6]	[7900]	[]						"Jo, Y.J.; Lee, S.W.; Jo, M.K.; Lee, J.W.; Kang, M.K.; Yoon, J.H.; Kim, S. Methionine analogue probes functionally important residues in active site of methionyl-tRNA synthetase J. Biochem. Mol. Biol. 32 547-553 1999"
"RXN-16165"	"METG-CPLX"	["MET"]	25	"standard"		[13.3]	[24.3]	[]						"Kiick, K.L.; Tirrell, D.A. Protein Engineering by In Vivo Incorporation of Non-Natural Amino Acids: Control of Incorporation of Methionine Analogues by Methionyl-tRNA Synthetase Tetrahedron 56 9487-9493 2000"
"RXN-16165"	"METG-CPLX"	["MET"]		"standard"		[5.6]	[7900]	[]						"Methionine analogue probes functionally important residues in active site of methionyl-tRNA synthetase"
"RXN-16312"	"EG12097-MONOMER"	["CPD-17573"]	40	"standard"		[362]	[1.1]	[]						"16740638"
"RXN-16649"	"EG10201-MONOMER"	["CPD-17927"]	25	"standard"		[1.1]	[3700]	[]						"14750804"
"RXN-16701"	"PGLYCDEHYDROG-CPLX"	["2-KETOGLUTARATE","SER","G3P","R-2-HYDROXYGLUTARATE"]	37	"custom"	"reverse"	[33.3]	[88]	[5.4,12700,370]	"kcat*E*(S_1/(S_1*(1+S_4/k_i_3)+k_M))*(1/(1+S_2/k_i_1))*(1/(1+S_3/k_i_2))"	["kcat","k_M","k_i_1","k_i_2","k_i_3","E","S_1","S_2","S_3","S_4"]	["kcat","k_M","k_i_1","k_i_2","k_i_3"]	[33.3,88,5.4,12700,370]	{"E":"PGLYCDEHYDROG-CPLX","S_1":"2-KETOGLUTARATE","S_2":"SER","S_3":"G3P","S_4":"2-HYDROXYGLUTARIC_ACID"}	"8550422"
"RXN-16701"	"PGLYCDEHYDROG-CPLX"	["CPD-381"]	37	"standard"	"forward"	[0.25]	[2900]	[]						"8550422"
"RXN-16701"	"PGLYCDEHYDROG-CPLX"	["2-KETOGLUTARATE","SER"]		"standard"	"reverse"	[7.7]	[42]	[5]						"8798520"
"RXN-16701"	"PGLYCDEHYDROG-CPLX"	["2-KETOGLUTARATE"]		"standard"	"reverse"	[13.5]	[490]	[]						"16363798"
"RXN-18605"	"NRFMULTI-CPLX"	["NITRITE"]	20	"standard"		[700]	[12]	[]						"18245085"
"RXN-1961"	"G6096-MONOMER"	["ATP"]	37	"standard"		[0.0153]	[220]	[]						"16039592"
"RXN-1961"	"G6096-MONOMER"	["LYS"]	37	"standard"		[0.0702]	[380]	[]						"16039592"
"RXN-6622"	"CPLX0-8122"	["CPD0-2555"]	37	"standard"		[110.5]	[13500]	[]						"11515538"
"RXN-6622"	"CPLX0-8122"	["CYS-GLY"]	37	"standard"		[178.33333]	[7800]	[]						"11515538"
"RXN-7607"	"G7742-MONOMER"	["IMP"]		"standard"		[2.6]	[1200]	[]						"16990279"
"RXN-7609"	"APHA-CPLX"	["GMP"]	37	"standard"		[65]	[15]	[]						"16297670"
"RXN-7609"	"G7742-MONOMER"	["GMP"]		"standard"		[5.5]	[1900]	[]						"16990279"
"RXN-7913"	"CMPKI-MONOMER"	["DCMP"]	30	"standard"		[108]	[0.094]	[]						"17542990"
"RXN-7967"	"CPLX0-7462"	["QUINATE","NADP"]	20	"standard"		[0.05]	[555,500]	[]						"12637497"
"RXN-7967"	"CPLX0-7462"	["QUINATE","NAD"]	20	"standard"		[0.05]	[41,116]	[]						"12637497"
"RXN-7967"	"CPLX0-7462"	["NAD"]	20	"standard"		[0.142]	[18.4]	[]						"15596430"
"RXN-7967-QUINATE/NAD//DEHYDROQUINATE/NADH/PROTON.40."	"CPLX0-7462"	["QUINATE"]	20	"standard"		[0.113]	[9.1]	[]						"15596430"
"RXN-7968"	"CPLX0-7462"	["SHIKIMATE","NADP"]	20	"standard"		[0.12]	[120,100]	[]						"12637497"
"RXN-7968"	"CPLX0-7462"	["SHIKIMATE","NAD"]	20	"standard"		[0.05]	[20,87]	[]						"12637497"
"RXN-7968"	"CPLX0-7462"	["SHIKIMATE"]	20	"standard"		[0.091]	[2.9]	[]						"15596430"
"RXN-7968"	"CPLX0-7462"	["NAD"]	20	"standard"		[0.105]	[12.2]	[]						"15596430"
"RXN-8667"	"HYDROPEROXIDI-CPLX"	["Donor-H2"]	37	"standard"		[17000]	[]	[]						"10801338"
"RXN-8667"	"HYDROPEROXIDI-CPLX"	["HYDROGEN-PEROXIDE"]	23	"standard"		[58]	[830]	[]						"15147967"
"RXN-8667"	"HYDROPEROXIDI-CPLX"	["CPD-12796","HYDROGEN-PEROXIDE"]	25	"standard"		[25]	[24,60]	[]						"18178143"
"RXN-8667"	"HYDROPEROXIDI-CPLX"	["HYDROGEN-PEROXIDE"]	23	"standard"		[65]	[180]	[]						"18635265"
"RXN-8667"	"HYDROPEROXIDI-CPLX"	["HYDROGEN-PEROXIDE"]	23	"custom"		[]	[]	[]	"kcat*E*S/(Km+S+(S^2/Ki))"	["kcat","Km","Ki","E","S"]	["kcat","Km","Ki"]	[83,310,17000]	{"E":"HYDROPEROXIDI-CPLX","S":"HYDROGEN-PEROXIDE"}	"23018273"
"RXN-8992"	"CPLX0-7426"	["FARNESYL-PP","DELTA3-ISOPENTENYL-PP"]	25	"standard"		[2]	[1.5,4]	[]						"22471615"
"RXN-8999"	"UPPSYN-CPLX"	["FARNESYL-PP","DELTA3-ISOPENTENYL-PP"]	25	"standard"		[2.5]	[0.4,4.1]	[]						"10978182"
"RXN-8999"	"UPPSYN-CPLX"	["FARNESYL-PP","DELTA3-ISOPENTENYL-PP"]	25	"standard"		[2.5]	[0.4,4.1]	[]						"11076526"
"RXN-8999"	"UPPSYN-CPLX"	["FARNESYL-PP","DELTA3-ISOPENTENYL-PP"]	25	"standard"		[2.5]	[0.4,4.1]	[]						"11581264"
"RXN-8999"	"UPPSYN-CPLX"	["FARNESYL-PP","DELTA3-ISOPENTENYL-PP"]	25	"standard"		[2.5]	[0.4,4.1]	[]						"11744728"
"RXN-8999"	"UPPSYN-CPLX"	["DELTA3-ISOPENTENYL-PP","FARNESYL-PP"]	25	"standard"		[2.5]	[4.1,0.4]	[]						"12756244"
"RXN-8999"	"UPPSYN-CPLX"	["FARNESYL-PP","DELTA3-ISOPENTENYL-PP"]	25	"standard"		[2.5]	[0.4,4.1]	[]						"14661956"
"RXN-8999"	"UPPSYN-CPLX"	["FARNESYL-PP","DELTA3-ISOPENTENYL-PP"]	25	"standard"		[2.5]	[0.4,4]	[]						"15447632"
"RXN-8999"	"UPPSYN-CPLX"	["FARNESYL-PP","DELTA3-ISOPENTENYL-PP"]	25	"standard"		[2.5]	[0.4,4.1]	[]						"15788389"
"RXN-8999"	"UPPSYN-CPLX"	["FARNESYL-PP","DELTA3-ISOPENTENYL-PP"]	25	"standard"		[2.5]	[0.4,4.1]	[]						"21704016"
"RXN-9310"	"EG12438-MONOMER"	["CPD-9924"]	37	"standard"		[167]	[8.3]	[]						"18284213"
"RXN-9310"	"EG12438-MONOMER"	["CPD-9924"]	25	"standard"		[147]	[10.1]	[]						"19545176"
"RXN-9311"	"CPLX0-8128"	["CPD-9925"]	25	"standard"		[6.2]	[2.5]	[]						"23564174"
"RXN-9311"	"CPLX0-8128"	["CPD0-2531"]	25	"standard"		[14.8]	[8]	[]						"23564174"
"RXN-9311"	"CPLX0-8128"	["CPD0-2560"]	25	"standard"		[12.6]	[26.5]	[]						"23564174"
"RXN-9311"	"CPLX0-8128"	["BENZOYLCOA"]	25	"custom"		[17.7]	[25]	[]	"kcat*E*S/(km*(1+(I/Kis))+S)"	["kcat","km","Kis","E","S","I"]	["kcat","km","Kis"]	[17.7,25,16]	{"E":"CPLX0-8128","S":"BENZOYLCOA","I":"CO-A"}	"25010423"
"RXN-9311"	"CPLX0-7766"	["BENZOYLCOA"]	25	"standard"		[2.2]	[12]	[]	"kcat*E*S*(1+(I/Kii))/(km*(1+(I/Kis))+S)"	["kcat","km","Kis","Kii","E","S","I"]	["kcat","km","Kis","Kii"]	[2.2,12,210,1130]	{"E":"CPLX0-7766","S":"BENZOYLCOA","I":"CO-A"}	"25010423"
"RXN-9535"	"FABB-CPLX"	["MALONYL-ACP"]	25	"standard"		[0.11]	[11.5]	[]						"22017312"
"RXN-9535"	"FABB-CPLX"	["Dodecanoyl-ACPs"]	25	"standard"		[0.0567]	[3.2]	[]						"22017312"
"RXN-9772"	"L-ASPARTATE-OXID-MONOMER"	["L-ASPARTATE","FUM"]	25	"standard"		[5.55]	[2700,2500]	[]						"8706750"
"RXN-9772"	"L-ASPARTATE-OXID-MONOMER"	["FUM"]	25	"standard"		[0.267]	[48]	[]						"20600565"
"RXN-982"	"EG12237-MONOMER"	["RED-GLUTAREDOXIN"]		"standard"		[0.3]	[4.2]	[]						"10593884"
"RXN-982"	"EG12237-MONOMER"	["GRXB-MONOMER"]		"standard"		[0.14]	[0.003]	[]						"10593884"
"RXN-982"	"EG12237-MONOMER"	["GRXC-MONOMER"]		"standard"		[0.09]	[0.3]	[]						"10593884"
"RXN0-1001"	"GLUCOSE-1-PHOSPHAT-CPLX"	["MI-HEXAKISPHOSPHATE"]		"standard"		[12]	[540]	[]						"12455612"
"RXN0-1001"	"GLUCOSE-1-PHOSPHAT-CPLX"	["MI-HEXAKISPHOSPHATE"]	37	"standard"		[2.1]	[]	[]						"25527541"
"RXN0-1321"	"EG10996-MONOMER"	["Guanine34-in-tRNAs"]	37	"standard"		[0.00121]	[0.12]	[]						"11714265"
"RXN0-1321"	"EG10996-MONOMER"	["Guanine34-in-tRNAs"]	37	"standard"		[0.004]	[0.16]	[]						"17626052"
"RXN0-1321"	"EG10996-MONOMER"	["Guanine34-in-tRNAs"]	37	"standard"		[0.0094]	[2.9]	[]						"19874048"
"RXN0-1321"	"EG10996-MONOMER"	["Guanine34-in-tRNAs"]	37	"standard"		[0.00629]	[0.35]	[]						"21640076"
"RXN0-1342"	"EG10812-MONOMER"	["S-ADENOSYLMETHIONINE","tRNA-with-7-aminomethyl-7-deazaguanine"]	37	"standard"		[0.042]	[101.4,1.5]	[]						"12533518"
"RXN0-1441"	"CPLX0-3721"	["ADENOSINE_DIPHOSPHATE_RIBOSE"]	37	"standard"		[117.3]	[67]	[]						"10542272"
"RXN0-1461"	"CPLX0-7808"	["COPROPORPHYRINOGEN_III"]	37	"standard"		[0.003]	[2.6]	[]						"12975365"
"RXN0-1882"	"CPLX0-3581"	["D-TYROSYL-TRNATYR"]	28	"standard"		[6]	[1]	[]						"10383414"
"RXN0-1941"	"MONOMER0-148"	["ETHYL-2-METHYLACETOACETATE"]	30	"standard"		[2.6]	[3100]	[]						"11934293"
"RXN0-2201"	"CPLX0-1962"	["SER","NADP"]	30	"standard"		[4.2]	[40000,540]	[]						"12535615"
"RXN0-268"	"G7517-MONOMER"	["PROPIONYL-COA"]	25	"standard"		[0.72]	[7.1]	[]						"10769117"
"RXN0-280"	"CPLX0-225"	["CPD0-2547"]		"standard"		[0.86166674]	[44]	[]						"18198899"
"RXN0-299"	"CPLX0-227"	["TAURINE","2-KETOGLUTARATE"]	25	"standard"		[3]	[52,9]	[]						"16643838"
"RXN0-299"	"CPLX0-227"	["TAURINE","2-KETOGLUTARATE"]	30	"standard"		[3.3]	[19,32]	[]						"17350690"
"RXN0-300"	"CPLX0-235"	["OH-PYR"]	25	"standard"		[72.5]	[700]	[]						"11237876"
"RXN0-300"	"G6539-MONOMER"	["OH-PYR"]	25	"standard"		[11.8]	[100]	[]						"11237876"
"RXN0-301"	"SARCOX-MONOMER"	["N-METHYLTRYPTOPHAN"]		"custom"		[77]	[]	[]	"kcat*E*s1*s2/(kia*kb+ka*s2+kb*s1+s1*s2)"	["kcat","ka","kb","kia","E","s1","s2"]	["kcat","ka","kb","kia"]	[77,370,610,7]	{"E":"SARCOX-MONOMER","s1":"N-METHYLTRYPTOPHAN","s2":"OXYGEN-MOLECULE"}	"11170473"
"RXN0-302"	"CPLX0-721"	["2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET"]		"standard"		[2.7]	[410]	[]						"20480490"
"RXN0-310"	"CPLX0-254"	["METHYL-MALONYL-COA"]	37	"standard"		[1.6]	[13.6]	[]						"10769117"
"RXN0-313"	"CPLX0-201"	["GAP","DIHYDROXYACETONE"]	30	"standard"		[13]	[1900,62000]	[]						"21290439"
"RXN0-3281"	"FORMATEDEHYDROGH-MONOMER"	["FORMATE"]	24	"standard"		[2833]	[26000]	[]						"1906883"
"RXN0-3741"	"CPLX0-7625"	["DIMP"]	37	"standard"		[0.24]	[17]	[]						"15489502"
"RXN0-3741"	"CPLX0-7625"	["TMP"]	37	"standard"		[0.16]	[8]	[]						"15489502"
"RXN0-3741"	"CPLX0-7625"	["DGMP"]	37	"standard"		[0.2]	[47]	[]						"15489502"
"RXN0-3741"	"G7230-MONOMER"	["GMP"]	37	"standard"		[0.69]	[379.8]	[]						"18353368"
"RXN0-3741"	"G7230-MONOMER"	["DGMP"]	37	"standard"		[1.6]	[64.7]	[]						"18353368"
"RXN0-3741[CCO-CYTOSOL]-DAMP/WATER//DEOXYADENOSINE/Pi.43."	"G7230-MONOMER"	["DAMP"]	37	"standard"		[2.28]	[118.9]	[]						"18353368"
"RXN0-3741[CCO-CYTOSOL]-DCMP/WATER//DEOXYCYTIDINE/Pi.42."	"G7230-MONOMER"	["DCMP"]	37	"standard"		[0.84]	[78.5]	[]						"18353368"
"RXN0-3741[CCO-CYTOSOL]-DIMP/WATER//DEOXYINOSINE/Pi.41."	"G7230-MONOMER"	["DIMP"]	37	"standard"		[0.61]	[47.5]	[]						"18353368"
"RXN0-3741[CCO-CYTOSOL]-DUMP/WATER//DEOXYURIDINE/Pi.41."	"G7230-MONOMER"	["DUMP"]	37	"standard"		[1.36]	[310.5]	[]						"18353368"
"RXN0-3741[CCO-CYTOSOL]-TMP/WATER//THYMIDINE/Pi.37."	"G7230-MONOMER"	["TMP"]	37	"standard"		[1.19]	[129.4]	[]						"18353368"
"RXN0-384"	"H2NEOPTERINP3PYROPHOSPHOHYDRO-MONOMER"	["DATP"]	37	"standard"		[4.59]	[790]	[]						"17698004"
"RXN0-4022"	"CPLX0-3501"	["NADPH"]		"standard"		[0.01]	[36]	[]						"15767583"
"RXN0-4022"	"CPLX0-3501"	["NADPH"]	37	"standard"		[0.0033]	[0.2]	[]						"23410922"
"RXN0-4022"	"CPLX0-3501"	["7-CYANO-7-DEAZAGUANINE"]	37	"standard"		[0.1268]	[1.5]	[]						"23410922"
"RXN0-4022"	"CPLX0-3501"	["NADPH"]	25	"standard"		[0.142]	[6]	[]						"23595998"
"RXN0-4022"	"CPLX0-3501"	["7-CYANO-7-DEAZAGUANINE"]	25	"standard"		[0.108]	[6.1]	[]						"23595998"
