"id"	"common_name"	"synonyms"	"chemical_formula"	"mw"	
"CPD-14763"	"3''-<i>O</i>-acetyl-ADP-ribose"	[]	"C17H23N5O15P2"	599.341	
"CPD-148"	"octane"	["n-octane"]	"C8H18"	114.23	
"CPD-1484"	"Al<SUP>3+</SUP>"	["Al<SUP>+++</SUP>", "aluminium(III)", "Al<sup>III</sup>"]	"Al"	26.98	
"CPD-1486"	"Ag<SUP>2+</SUP>"	["Ag<SUP>++</SUP>", "silver(II)", "Ag<sup>II</sup>"]	"Ag"	107.87	
"CPD-1490"	"Sn<SUP>2+</SUP>"	["Sn<SUP>++</SUP>", "Sn<sup>II</sup>", "tin(II)", "tin (II) ion"]	"Sn"	118.69	
"CPD-14916"	"(<i>R</i>)-3-hydroxyoctanoyl-CoA"	["(R)-3-hydroxyoctanoyl-CoA", "(3<i>R</i>)-3-hydroxyoctanoyl-CoA"]	"C29H46N7O18P3S"	905.7	
"CPD-1492"	"Be<SUP>2+</SUP>"	["Be<SUP>++</SUP>", "Be<sup>II</sup>"]	"Be"	9.012	
"CPD-14925"	"(3Z)-dec-3-enoyl-CoA"	["3-<i>cis</i>-decenoyl-CoA", "10:1(n-7)-CoA", "10:1-&Delta;3-CoA", "(3Z)-decenoyl-CoA"]	"C31H48N7O17P3S"	915.738	
"CPD-14931"	"4a-hydroxy-N<sup>10</sup>-formyltetrahydrofolate"	["a 10-formyltetrahydrofolate-4a-carbinolamine", "4a-hydroxy-10-formyltetrahydrofolate"]	null	null	
"CPD-14932"	"<i>N</i><sup>10</sup>-formyl-7,8-dihydrofolate"	["<i>N</i><sup>10</sup>-formyldihydrofolate"]	"C20H19N7O7"	469.413	
"CPD-15002"	"cyanidin-3-<i>O</i>-rutinoside-5-<i>O</i>-&beta;-D-glucoside"	["cyanidin 3-rutinoside-5-glucoside", "a cyanidin-3-<i>O</i>-rutinoside-5-<i>O</i>-&beta;-D-glucoside"]	"C33H40O20"	756.667	
"CPD-15011"	"an N-acetyl-&beta;-D-galactosaminyl-(1&rarr;4)-[&alpha;-<i>N</i>-acetylneuraminyl-(2&rarr;3)]-&beta;-D-galactosyl-(1&rarr;4)-&beta;-D-glucosyl-(1&harr;1)-ceramide"	["an <i>N</i>-acetyl-D-galactosaminyl-1,4-&alpha;-<i>N</i>-acetylneuraminyl-2,3-&alpha;-D-galactosyl-1,4-&beta;-D-glucosylceramide", "an <i>N</i>-acetyl-&alpha;-D-galactosaminyl-1,4-(&alpha;-<i>N</i>-acetylneuraminyl)-2,3-&alpha;-D-galactosyl-1,4-&beta;-D-glucosylceramide"]	null	null	
"CPD-15015"	"4-hydroxy-2-oxoglutarate"	["4-hydroxy-2-keto-glutarate", "2-keto-4-hydroxyglutarate", "2-oxo-4-hydroxyglutarate", "4-hydroxy-2-ketoglutarate"]	"C5H4O6"	160.083	
"CPD-15016"	"(4<i>S</i>)-4-hydroxy-2-oxoglutarate"	["L-4-hydroxy-2-oxoglutarate", "L-4-hydroxy-2-ketoglutarate", "(S)-2-hydroxy-4-oxopentanedioate"]	"C5H4O6"	160.083	
"CPD-15019"	"8-hydroxy-dADP"	[]	"C10H12N5O10P2"	424.18	
"CPD-15056"	"(2Z)-2-aminobut-2-enoate"	[]	"C4H6NO2"	100.097	
"CPD-15057"	"4-hydroxy-L-glutamate"	["(2S)-2-ammonio-4-hydroxypentanedioate", "hydrogen 4-hydroxy-L-glutamate"]	"C5H8NO5"	162.122	
"CPD-15127"	"5-deoxy-D-glucuronate"	[]	"C6H9O6"	177.133	
"CPD-15157"	"5-phospho-D-arabinonohydroxamate"	["5-phospho-D-arabinonohydroxamic acid"]	"C5H10NO9P"	259.109	
"CPD-15158"	"5-hydroxy-CMP"	["5-hydroxycytidine monophosphate"]	"C9H12N3O9P"	337.182	
"CPD-15159"	"(6R)-L-<i>erythro</i>-6,7-dihydrobiopterin"	["<i>erythro</i>-quinonoid dihydro-(6H)-biopterin", "<i>erythro</i>-quinoid dihydrobiopterin", "(6R)-<i>erythro</i>-6,7-dihydrobiopterin"]	"C9H13N5O3"	239.233	
"CPD-15180"	"a 1-acyl-<i>sn</i>-glycero-3-phospho-D-myo-inositol"	[]	null	null	
"CPD-15189"	"chenodeoxycholate"	["3&alpha;, 7&alpha;-dihydroxy-5&beta;-cholanic acid", "chenodexycholic acid", "chenodiol", "chenic acid", "CDCA"]	"C24H39O4"	391.57	
"CPD-15205"	"&beta;-D-mannuronate"	[]	"C6H9O7"	193.133	
"CPD-15237"	"glucosyl-(heptosyl)<sub>3</sub>-glucosyluronate-Kdo<sub>2</sub>-lipid A-phosphate"	[]	"C143H248N2O71P3"	3224.424	
"CPD-15238"	"lipid A-core-phosphoethanolamine (hep I)"	["phosphoethanolamine modifed Lipid A", "galactosyl-(glucosyl)<sub>3</sub>-(heptosyl)<sub>4</sub>-Kdo<sub>2</sub>-lipid A-bisphosphate-phosphoethanolamine"]	"C172H302N4O97P5"	4133.115	
"CPD-15242"	"lipid A-core-pyrophosphoethanolamine"	[]	"C172H302N4O97P5"	4133.115	
"CPD-15244"	"3-oxo-(5Z)-tetradecenoyl-CoA"	["3-oxo-5-cis-tetradecenoyl-CoA", "3-oxo-14:1-&Delta;5-CoA", "3-keto-5-cis-tetradecenoyl-CoA"]	"C35H54N7O18P3S"	985.829	
"CPD-15291"	"(-)-epigallocatechin-3-<i>O</i>-gallate"	["[(2<i>R</i>,3<i>R</i>)-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromen-3-yl] 3,4,5-trihydroxybenzoate", "(-)-epigallocatechin 3-gallate"]	"C22H18O11"	458.378	
"CPD-15302"	"platensimycin"	["PMN", "(-)-platensimycin"]	"C24H26NO7"	440.472	
"CPD-15317"	"D-ribofuranose 5-phosphate"	[]	"C5H9O8P"	228.095	
"CPD-15318"	"&alpha;-D-ribose 5-phosphate"	["&alpha;-D-ribofuranose 5-phosphate"]	"C5H9O8P"	228.095	
"CPD-15326"	"2-oxo-4-phenylbutanoate"	["2-oxo-4-phenylbutyrate"]	"C10H9O3"	177.179	
"CPD-15332"	"9H-purine-2,6,8-triol"	["urate", "uric acid"]	"C5H4N4O3"	168.112	
"CPD-15358"	"<i>N</i>-(2,3-dihydroxybenzoyl)-L-serine dimer"	["(2,3-dihydroxybenzoylserine)<sub>2</sub>", "<i>O</i>-3-[<i>N</i>-(2,3-dihydroxybenzoyl)-L-seryl]-<i>N</i>-(2,3-dihydroxybenzoyl)-L-serine"]	"C20H19N2O11"	463.377	
"CPD-15360"	"<i>N</i><sup>6</sup>-(3-methylbut-2-en-1-yl)-2-thioadenosine<sup>37</sup> in tRNA"	["tRNA-(2-thio-<i>N</i><sup>6</sup>-dimethylallyladenosine<sup>37</sup>)", "a tRNA containing 2-thio-<i>N</i><sup>6</sup>-dimethylallyladenosine<sup>37</sup>", "2-thio-<i>N</i><sup>6</sup>-dimethylallyladenosine<sup>37</sup> in tRNA", "2-sulfanyl-<i>N</i><sup>6</sup>-dimethylallyladenosine<sup>37</sup> in tRNA"]	null	null	
"CPD-15373"	"<i>aldehydo</i>-D-mannose"	[]	"C6H12O6"	180.157	
"CPD-15374"	"<i>aldehydo</i>-D-glucose"	["(2R,3S,4R,5R)-2,3,4,5,6-pentahydroxyhexanal", "linear D-glucose"]	"C6H12O6"	180.157	
"CPD-15377"	"<i>aldehydo</i>-D-xylose"	["linear D-xylose"]	"C5H10O5"	150.131	
"CPD-15382"	"<i>keto</i>-D-fructose"	[]	"C6H12O6"	180.157	
"CPD-15384"	"L-alanyl-&gamma;-D-glutamyl-L-lysyl-D-alanyl-D-alanine"	["L-Ala-g-D-Glu-L-Lys-D-Ala-D-Ala)", "peptidoglycan pentapeptide"]	"C20H36N6O8"	488.54	
"CPD-15390"	"2'-deoxyguanosine 3'-monophosphate"	["2'-Deoxyguanosine 3'-(dihydrogen phosphate)", "2'-Deoxyguanosine 3'-phosphate", "2'-deoxy-3'GMP"]	"C10H12N5O7P"	345.208	
"CPD-15391"	"2'-deoxyadenosine 3'-monophosphate"	["2'-deoxy-3'AMP", "2'-Deoxy-3'-adenosine monophosphate", "2'-deoxy-3'-adenylic acid"]	"C10H12N5O6P"	329.208	
"CPD-15392"	"2'-deoxycytidine 3'-monophosphate"	[]	"C9H12N3O7P"	305.183	
"CPD-15393"	"2'-deoxyuridine 3'-monophosphate"	[]	"C9H11N2O8P"	306.168	
"CPD-154"	"an <i>N</i>-acyl-D-mannosaminolactone"	[]	null	null	
"CPD-15403"	"<i>S</i>-adenosyl-<i>S</i>-carboxymethyl-L-homocysteine"	["Cx-SAM", "carboxy-<i>S</i>-adenosyl-L-methionine"]	"C16H22N6O7S"	442.446	
"CPD-15417"	"novobiocin"	[]	"C31H35N2O11"	611.624	
"CPD-15424"	"(<i>O</i>-carbamoyl)adenylate"	[]	"C11H14N6O8P"	389.241	
"CPD-15435"	"(L-threonylcarbamoyl)adenylate"	[]	"C15H19N6O11P"	490.322	
"CPD-15436"	"(5Z)-tetradecenoyl-CoA"	["<i>cis</i>-tetradec-5-enoyl-CoA", "14:1 <i>cis</i>-5", "14:1(n-9)", "(5Z)-tetradec-5-enoyl-CoA"]	"C35H56N7O17P3S"	971.845	
"CPD-15479"	"a mycothiol <i>S</i>-conjugate"	[]	null	null	
"CPD-15530"	"<i>aldehydo</i>-D-glucuronate"	["<i>aldehydo</i>-D-glucuronic acid"]	"C6H9O7"	193.133	
"CPD-15544"	"<i>N</i><sup>7</sup>-methylguanosine"	["<i>N</i><sup>7</sup>-methyl-guanosine", "7-methylguanosine"]	"C11H16N5O5"	298.278	
"CPD-15554"	"L-homoserine lactone"	[]	"C4H8NO2"	102.113	
"CPD-15568"	"(2<i>E</i>)-tetradec-2-enoyl-CoA"	["(2<i>E</i>)-tetradecenoyl-CoA", "trans-tetradec-2-enoyl-CoA", "2-<i>trans</i>-tetradecenoyl-CoA"]	"C35H56N7O17P3S"	971.845	
"CPD-15579"	"sulfamate"	[]	"H2NO3S"	96.081	
"CPD-15583"	"a nitrile oxide"	[]	null	null	
"CPD-15590"	"<i>aldehydo</i>-D-galactose"	[]	"C6H12O6"	180.157	
"CPD-15616"	"<i>keto</i>-L-sorbose"	[]	"C6H12O6"	180.157	
"CPD-15619"	"<i>aldehydo</i>-L-fucose"	[]	"C6H12O5"	164.158	
"CPD-15629"	"<i>aldehydo</i>-D-allose"	[]	"C6H12O6"	180.157	
"CPD-15633"	"<i>aldehydo</i>-D-galacturonate"	[]	"C6H9O7"	193.133	
"CPD-15660"	"3-hydroxypentanoyl-CoA"	[]	"C26H40N7O18P3S"	863.619	
"CPD-15688"	"(3Z,5E)-dodec-3,5-dienoyl-CoA"	["3-<i>cis</i>, 5-<i>trans</i>-dodecadienoyl-CoA"]	"C33H50N7O17P3S"	941.776	
"CPD-15694"	"3-hydroxy-decanoyl-CoA"	[]	"C31H50N7O18P3S"	933.753	
"CPD-15699"	"<i>aldehydo</i>-L-arabinose"	[]	"C5H10O5"	150.131	
"CPD-157"	"(2<i>Z</i>,4<i>E</i>)-2-hydroxy-6-oxonona-2,4-diene-1,9-dioate"	["(2<i>Z</i>,4<i>E</i>)-2-hydroxy-6-oxo-nona-2,4-diene 1,9-dicarboxylate", "(2<i>Z</i>,4<i>E</i>)-2-hydroxy-6-ketononadienedioic acid", "(2<i>Z</i>,4<i>E</i>)-2-hydroxy-6-ketononadienedicarboxylate", "(2<i>Z</i>,4<i>E</i>)-2-hydroxy-6-ketonona-2,4-dienedioate", "(2<i>Z</i>,4<i>E</i>)-2-hydroxy-6-oxonona-2,4-dienedioate"]	"C9H8O6"	212.159	
"CPD-15700"	"<i>aldehydo</i>-D-arabinose"	[]	"C5H10O5"	150.131	
"CPD-15709"	"<i>keto</i>-D-fructose 6-phosphate"	[]	"C6H11O9P"	258.121	
"CPD-15711"	"&beta;-D-mannopyranose 6-phosphate"	["&beta;-D-mannose-6-P"]	"C6H11O9P"	258.121	
"CPD-15761"	"&beta;-D-altrose"	["&beta;-D-altropyranose"]	"C6H12O6"	180.157	
"CPD-15762"	"&alpha;-D-altrose"	["&alpha;-D-altropyranose"]	"C6H12O6"	180.157	
"CPD-15818"	"<i>aldehydo</i>-D-ribose"	[]	"C5H10O5"	150.131	
"CPD-15826"	"<i>keto</i>-D-tagatose 6-phosphate"	[]	"C6H11O9P"	258.121	
"CPD-15828"	"<i>keto</i>-L-tagatose 6-phosphate"	[]	"C6H11O9P"	258.121	
"CPD-15829"	"&alpha;-D-ribopyranose"	[]	"C5H10O5"	150.131	
"CPD-15844"	"citramalyl-CoA"	["DL-citramalyl-CoA"]	"C26H37N7O20P3S"	892.594	
"CPD-15846"	"malyl-CoA"	["(2<i>R</i>)-4-malyl-CoA"]	"C25H35N7O20P3S"	878.568	
"CPD-15860"	"a <i>holo</i> citrate-lyase"	[]	null	null	
"CPD-15861"	"a <i>holo</i> malonate-decarboxylase"	[]	null	null	
"CPD-15867"	"L-lyxopyranose"	[]	"C5H10O5"	150.131	
"CPD-15868"	"<i>aldehydo</i>-L-lyxose"	[]	"C5H10O5"	150.131	
"CPD-15873"	"<i>bis</i>(guanylyl molybdopterin) cofactor"	["<i>bis</i>(molybdopterin guanine dinucleotide)molybdenum cofactor", "Mo(Dtpp-mGDP)<sub>2</sub>", "<i>bis</i>-MGD", "<i>bis</i>(molybdopterin guanine dinucleotide)molybdenum", "molybdo-<i>bis</i>(pyranopterin guanine dinucleotide)", "mo-bis(molybdopterin guanine dinucleotide)", "Mo-<i>bis</i>PGD", "Mo-<i>bis</i>(pyranopterin guanosine dinucleotide)"]	"C40H44N20O27P4S4Mo"	1584.98	
"CPD-15874"	"<i>bis</i>(molybdenum cofactor)"	["<i>bis</i>(molybdopterin)molybdenum cofactor", "<i>bis</i>-MPT", "<i>bis</i>(molybdopterin)molybdenum"]	"C20H20N10O13P2S4Mo"	894.565	
"CPD-15878"	"membrane protein integrase"	["MPIase", "<i>N</i>-acetyl-&alpha;-D-fucosyl-(1&rarr;4)-<i>N</i>-acetyl-&beta;-D-mannosaminouronyl-(1&rarr;4)-<i>N</i>-acetyl-&alpha;-D-glucosaminyl-diphosphate-diacylglycerol", "ManNAcA-GlcNAc-Fuc4NAc-diphosphate diacylglycerol"]	null	null	
"CPD-15893"	"reduced methyl viologen"	[]	"C12H16N2"	188.272	
"CPD-15895"	"<i>aldehydo</i>-D-ribose 5-phosphate"	["<i>keto</i>-D-ribose 5-phosphate"]	"C5H9O8P"	228.095	
"CPD-15909"	"aurachin D"	[]	"C25H33NO"	363.542	
"CPD-15916"	"purine-6-thiol"	["1,7-dihydro-6H-purine-6-thione", "mercaptopurine", "6-MP", "6-mercaptopurine"]	"C5H4N4S"	152.173	
"CPD-15920"	"2-aminopurine"	["9<I>H</I>-purin-2-amine"]	"C5H5N5"	135.128	
"CPD-15921"	"2-amino-6-hydroxyaminopurine"	["2-amino-N(6)-hydroxyadenine", "guanine oxime"]	"C5H6N6O"	166.142	
"CPD-15922"	"6-hydroxyaminopurine"	["HAP", "N(6)-Hydroxyadenine", "6-Hydroxylaminopurine", "N-(7H-purin-6-yl)hydroxylamine", "6-N-hydroxyaminopurine", "N-Hydroxyadenine"]	"C5H5N5O"	151.127	
"CPD-15939"	"an ipsdienol"	["2-methyl-6-methylene-2,7-octadien-4-ol", "2-methyl-6-methyleneocta-2,7-dien-4-ol", "2-methyl-6-methylideneocta-2,7-dien-4-ol"]	"C10H16O"	152.236	
"CPD-15942"	"josamycin"	[]	"C42H70NO15"	829.013	
"CPD-15972"	"lactose"	["&beta;-D-galactopyranosyl-(1&rarr;4)-D-glucopyranose", "D-lactose", "&beta;-D-Galp-(1&rarr;4)-D-Glcp"]	"C12H22O11"	342.299	
"CPD-15975"	"D-cellobiose"	["4-<i>O</i>-&beta;-D-glucopyranosyl--D-glucopyranose", "&beta;-D-glucosyl-(1&rarr;4)-D-glucose"]	"C12H22O11"	342.299	
"CPD-15978"	"D-cellobiose 6'-phosphate"	["D-cellobiose-6'-p", "6'-phospho-&beta;-D-glucosyl-(1,4)-D-glucose"]	"C12H21O14P"	420.263	
"CPD-15979"	"D-mannopyranose 6-phosphate"	["D-mannopyranose-6-P"]	"C6H11O9P"	258.121	
"CPD-15982"	"maltose 6'-phosphate"	[]	"C12H21O14P"	420.263	
"CPD-15990"	"trehalose"	["trehalose", "D-trehalose"]	"C12H22O11"	342.299	
"CPD-15991"	"D-trehalose 6-phosphate"	["trehalose phosphate", "trehalose 6-phosphate"]	"C12H21O14P"	420.263	
"CPD-160"	"a phosphatidyl-<i>N</i>-dimethylethanolamine"	[]	null	null	
"CPD-16009"	"Te<sup>0</sup>"	["elemental tellurium"]	null	null	
"CPD-16013"	"2-iminobutanoate"	[]	"C4H6NO2"	100.097	
"CPD-16015"	"2-iminopropanoate"	[]	"C3H5NO2"	87.078	
"CPD-16020"	"2-oxo-2'-deoxyadenosine"	["2'-deoxyisoguanosine"]	"C10H13N5O4"	267.244	
"CPD-16154"	"&alpha;-D-fructofuranose 1-phosphate"	["&alpha;-D-fructofuranose-1-P"]	"C6H11O9P"	258.121	
"CPD-16168"	"<i>N</i>-acetyl-&alpha;-D-glucosamine 6-phosphate"	[]	"C8H14NO9P"	299.174	
"CPD-16183"	"N6-benzoyladenine"	[]	"C12H9N5O"	239.236	
"CPD-16184"	"&beta;-D-galactosyl-(1&rarr;3)-<i>N</i>-acetyl-D-galactosamine"	["D-galactosyl-3-N-acetyl-D-galactosamine", "3-<i>O</i>-&beta;-D-galactosyl-<i>N</i>-acetyl-D-galactosamine"]	"C14H25NO11"	383.352	
"CPD-16348"	"3-hydroxytetracosanoyl-CoA"	[]	"C45H78N7O18P3S"	1130.129	
"CPD-16398"	"an <i>E. coli</i> osmoregulated periplasmic glucan (OPG)"	["an <i>E. coli</i> MDO-D-glucose", "an <i>E. coli</i> membrane derived oligosaccharide"]	null	null	
"CPD-16400"	"an osmoregulated periplasmic glucan with phosphoglycerol substituent"	["an MDO-6-(glycerophospho)-D-glucose", "an OPG-6-(<i>sn</i>-1-phosphoglycero)-&beta;-D-glucan", "an <i>E. coli</i> MDO-D-glucose with phosphoglycerol substituent"]	null	null	
"CPD-16401"	"an <i>E. coli</i> osmoregulated periplasmic glucan with phosphotidylethanolamine substituent"	[]	null	null	
"CPD-16444"	"polymyxin A"	[]	"C51H101N16O14"	1162.458	
"CPD-16459"	"dihydrogen phosphate"	["H<sub>2</sub>PO<sub>4</sub><sup>-</sup>"]	"H2O4P"	96.987	
"CPD-16461"	"polymyxin M"	["mattacin"]	"C51H101N16O14"	1162.458	
"CPD-16462"	"polymyxin B2"	[]	"C55H101N16O13"	1194.502	
"CPD-16463"	"polymyxin E1"	["colistin A"]	"C53H105N16O13"	1174.512	
"CPD-16470"	"&beta;-citryl-L-glutamate"	[]	"C11H11NO10"	317.209	
"CPD-16491"	"2,6-diamino-4-hydroxy-5-(<i>N</i>-methyl)formamidopyrimidine"	["N-(2,4-diamino-6-hydroxypyrimidin-5-yl)-N-methylformamide"]	"C6H9N5O2"	183.169	
"CPD-16494"	"a &beta;-D-Gal-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;3)-[&beta;-D-GlcNAc-(1&rarr;6)]-&beta;-D-Gal-(1&rarr;4)-&beta;-D-GlcNAc-R"	["a &beta;-D-galactosyl-(1&rarr;4)-[<i>N</i>-acetyl-&beta;-D-glucosyl-(1&rarr;6)]-<i>N</i>-acetyl-&beta;-D-glucosaminyl-(1&rarr;3)-&beta;-D-galactosyl-(1&rarr;4)-<i>N</i>-acetyl-D-glucosaminyl-[glycoprotein]", "a &beta;-D-galactosyl-(1,4)-[<i>N</i>-acetyl-&beta;-D-glucosyl-(1,6)]-<i>N</i>-acetyl-&beta;-D-glucosaminyl-(1,3)-&beta;-D-galactosyl-(1,4)-<i>N</i>-acetyl-&beta;-D-glucosaminyl-R"]	null	null	
"CPD-16499"	"Fe(III) oxide-hydroxide"	["[FeO(OH)]"]	"H16O22Fe8"	814.889	
"CPD-16500"	"[FeO(OH)] monomer"	[]	"HO2Fe"	88.854	
"CPD-16501"	"6-deoxy-6-sulfo-D-fructose"	["6-deoxy-6-sulphofructose", "6-deoxy-6-sulfofructose"]	"C6H11O8S"	243.208	
"CPD-16502"	"6-deoxy-6-sulfo-D-fructose 1-phosphate"	["6-deoxy-6-sulphofructose 1-phosphate", "6-deoxy-6-sulfofructose 1-phosphate"]	"C6H10O11PS"	321.172	
"CPD-16503"	"(2R)-3-sulfolactaldehyde"	["(2R)-2-hydroxy-3-oxopropane 1-sulfonate", "D-3-sulfolactaldehyde"]	"C3H5O5S"	153.129	
"CPD-16517"	"azinomycin B"	[]	"C31H33N3O11"	623.615	
"CPD-16549"	"3-(<i>N</i>-morpholino)propanal"	["3-morpholinopropanal"]	"C7H13NO2"	143.185	
"CPD-16551"	"&beta;-D-ribose 5-phosphate"	["&beta;-D-ribofuranose 5-phosphate", "5-O-phosphono-&beta;-D-ribofuranose"]	"C5H9O8P"	228.095	
"CPD-16566"	"<i>keto</i>-L-rhamnulose"	[]	"C6H12O5"	164.158	
"CPD-16567"	"L-rhamnulofuranose"	[]	"C6H12O5"	164.158	
"CPD-16569"	"kojibiose"	["2-&alpha;-D-glucosyl-D-glucose", "&alpha;-D-glucopyranosyl-(1->2)-D-glucopyranose"]	"C12H22O11"	342.299	
"CPD-16577"	"&beta;-glucose 1,6-bisphosphate"	["&beta;-glucose-1,6-diphosphate", "&beta;-D-glucose 1,6-P<SUB>2</SUB>", "&beta;-D-glucopyranose 1,6-bisphosphate"]	"C6H10O12P2"	336.085	
"CPD-166"	"a dolichyl &beta;-D-glucosyl phosphate"	[]	"C86H142O9P"	1351.036	
"CPD-16617"	"pantethine"	[]	"C22H42N4O8S2"	554.716	
"CPD-16618"	"L-malic semialdehyde"	["(3<i>R</i>)-3-hydroxy-4-oxobutanoate"]	"C4H5O4"	117.081	
"CPD-16619"	"methyl &alpha;-D-glucoside 6-phosphate"	["methyl &alpha;-D-glucopyranoside 6-phosphate", "&alpha;MG6P"]	"C7H13O9P"	272.148	
"CPD-16631"	"&beta;-tyrosine"	["3-amino-3-(4-hydroxyphenyl)propanoate", "3-amino-3-(4-hydroxyphenyl)propanoic acid"]	"C9H11NO3"	181.191	
"CPD-16705"	"1-monomyristoylglycerol"	["2,3-dihydroxypropyl tetradecanoate", "myristin", "2,3-dihydroxypropyl ester", "rac-1-myristoylglycerol", "monomyristin"]	"C17H34O4"	302.453	
"CPD-16713"	"2-hydroxypentanoate"	["2-hydroxyvaleric acid", "2-hydroxypentanoic acid", "2-hydroxyvalerate"]	"C5H9O3"	117.124	
"CPD-16716"	"1,3,4-butanetriol"	["2-deoxyerythritol"]	"C4H10O3"	106.121	
"CPD-16717"	"1-stearoyl-<i>sn</i>-glycerol"	["monostearin", "stearin", "1-monostearin"]	"C21H42O4"	358.56	
"CPD-16720"	"toluquinol"	["2-methylhydroquinol", "methyl-<i>p</i>-hydroquinol", "2,5-dihydroxytoluene", "2-methyl-1,4-benzenediol", "1,4-dihydroxy-2-methylbenzene", "<i>p</i>-toluquinol"]	"C7H8O2"	124.139	
"CPD-16758"	"2/3-phospho-D-glycerate"	[]	null	null	
"CPD-16768"	"mycosamine"	["3-amino-3-desoxy-D-rhamnose", "3-amino-3,6-dideoxymannose", "3-amino-3,6-dideoxy-D-mannose"]	"C6H14NO4"	164.181	
"CPD-16843"	"4-pregnen-20,21-diol-3-one"	["20-dihydro DOC"]	"C21H32O3"	332.482	
"CPD-16983"	"sodium dodecyl sulfate"	["SDS"]	"Na(C12H25SO4)"	288.377	
"CPD-16987"	"a (3<i>R</i>,4<i>E</i>)-3-hydroxy-2-keto-alk-4-ene"	[]	null	null	
"CPD-16989"	"(<i>E</i>)-3-penten-2-one"	[]	"C5H8O"	84.118	
"CPD-170"	"stachyose"	["(2R,3R,4S,5S,6R)-2-[[(2R,3S,4S,5R,6R)-6-[(2R,3R,4S,5R,6R)-6-[(2S,3S,4R,5S)-3,4-dihydroxy-2,5-<i>bis</i>(hydroxymethyl)oxolan-2-yl]oxy-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-3,4,5-trihydroxy-oxan-2-yl]methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol", "&alpha;-D-Galp-(1->6)-&alpha;-D-Galp-(1->6)-&alpha;-D-Glcp-(1->2)-&beta;-D-Fruf"]	"C24H42O21"	666.583	
"CPD-17006"	"D-xylose 5-phosphate"	["5-<i>O</i>-phosphono-D-xylose", "D-xylose 5-(dihydrogen phosphate)", "[(2<i>R</i>,3<i>S</i>,4<i>R</i>)-2,3,4-trihydroxy-5-oxopentyl] dihydrogen phosphate"]	"C5H9O8P"	228.095	
"CPD-17063"	"ferroheme <i>o</i>"	[]	"C49H56N4O5Fe"	836.852	
"CPD-17082"	"iron(III)-[<i>N</i>-(2,3-dihydroxybenzoyl)-L-serine] complex"	["ferric 2,3-dihydroxybenzoylserine", "ferric dihydroxybenzoylserine", "dihydroxybenzoylserine-iron", "Fe<sup>3+</sup>-[<i>N</i>-(2,3-dihydroxybenzoyl)-L-serine] complex"]	"C10H8NO6Fe"	294.023	
"CPD-17087"	"1,2-dimyristoyl-phosphatidyl-ethanolamine"	["phosphatidylethanolamine (ditetradecanoyl, n-C14:0)"]	"C33H66NO8P"	635.86	
"CPD-171"	"a dolichyl &beta;-D-mannosyl phosphate"	["dolichol monophosphate mannose", "&beta;-D-mannopyranose, 1-ester with dolichol dihydrogen phosphate", "D-mannose, ester with dolichol dihydrogen phosphate", "mannosyl phosphoryl dolichol", "mannolipid", "dolichyl mannosyl phosphate", "dolichyl mannopyranosyl phosphate", "dolichyl phosphate D-mannose", "dolichyl D-mannosyl phosphate"]	"C86H142O9P"	1351.036	
"CPD-17157"	"L-galactono-1,5-lactone"	[]	"C6H10O6"	178.141	
"CPD-17189"	"<i>Co</i>&alpha;-[&alpha;-(adenin-7-yl)]-<i>Co</i>&beta;-adenosylcobamide"	["pseudoAdoCba", "pseudo-adenosyl cobamide", "pseudocoenzyme B<sub>12</sub>"]	"C68H95N21O17PCo"	1568.533	
"CPD-17265"	"a [glycerolipid]-(8Z,11Z,14Z)-icosatrienoate"	["a [glycerolipid]-(di-homo-&gamma;-linolenoate"]	null	null	
"CPD-17278"	"a [glycerolipid]-stearidonate"	["a [glycerolipid]-(6Z,9Z,12Z,15Z)-octadecatetraenoate"]	null	null	
"CPD-17279"	"a [glycerolipid]-dicranin"	["a [glycerolipid]-((9Z,12Z,15Z)-octadecatrien-6-ynoate"]	null	null	
"CPD-17280"	"a [glycerolipid]-((9Z,12Z)-octadecadien-6-ynoate"	[]	null	null	
"CPD-17281"	"a [glycerolipid]-(8Z,11Z,14Z,17Z)-icosatetraenoate"	["a [glycerolipid]-(8Z,11Z,14Z,17Z)-eicosatetraenoate", "(8Z,11Z,14Z,17Z)-icosa-8,11,14,17-tetraenoyl-lipid", "a [glycerolipid]-icosatetraenoate"]	null	null	
"CPD-17282"	"a [glycerolipid]-(5Z,8Z,11Z,14Z,17Z)-icosapentaenoate"	["a [glycerolipid]-(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoate", "a [glycerolipid]-timnodonic acid", "a [glycerolipid]-(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate", "a [glycerolipid]-(5Z,8Z,11Z,14Z,17Z)-icosapentaenoic acid", "a [glycerolipid]-EPA", "a [glycerolipid]-icosapentaenoate", "a [glycerolipid-eicosapentaenoate"]	null	null	
