"id"	"symbol"	"synonyms"	"left_end_pos"	"right_end_pos"	"direction"	"rna_id"
"EG10826"	"recD"	["recD", "hopE", "b2819", "ECK2815"]	2950635	2952461	"-"	"EG10826_RNA"
"EG10827"	"recE"	["recE", "rmuB", "rac", "sbcA", "b1350", "ECK1347"]	1414786	1417386	"-"	"EG10827_RNA"
"EG10828"	"recF"	["recF", "uvrF", "b3700", "ECK3692"]	3880148	3881221	"-"	"EG10828_RNA"
"EG10829"	"recG"	["recG", "radC", "spoV", "b3652", "ECK3642"]	3825210	3827291	"+"	"EG10829_RNA"
"EG10830"	"recJ"	["recJ", "b2892", "ECK2887"]	3036373	3038106	"-"	"EG10830_RNA"
"EG10831"	"recN"	["recN", "radB", "b2616", "ECK2612"]	2751795	2753456	"+"	"EG10831_RNA"
"EG10832"	"recO"	["recO", "b2565", "ECK2563"]	2701741	2702469	"-"	"EG10832_RNA"
"EG10833"	"recQ"	["recQ", "b3822", "ECK3816"]	4005864	4007693	"+"	"EG10833_RNA"
"EG10834"	"recR"	["recR", "b0472", "ECK0466"]	494405	495010	"+"	"EG10834_RNA"
"EG10835"	"relA"	["relA", "RC", "b2784", "ECK2778"]	2911417	2913651	"-"	"EG10835_RNA"
"EG10836"	"relB"	["relB", "RC", "b1564", "ECK1558"]	1645633	1645872	"-"	"EG10836_RNA"
"EG10837"	"rep"	["rep", "dasC", "mbrA", "mmrA", "b3778", "ECK3770"]	3960677	3962698	"+"	"EG10837_RNA"
"EG10838"	"rfaD"	["rfaD", "waaD", "hldD", "htrM", "nbsB", "b3619", "ECK3609"]	3793987	3794919	"+"	"EG10838_RNA"
"EG10839"	"rfaH"	["rfaH", "hlyT", "sfrB", "b3842", "ECK3834"]	4024333	4024821	"-"	"EG10839_RNA"
"EG10840"	"rfe"	["rfe", "wecA", "b3784", "ECK3776"]	3967916	3969019	"+"	"EG10840_RNA"
"EG10841"	"fliD"	["fliD", "flbC", "rfs", "b1924", "ECK1923"]	2003872	2005278	"+"	"EG10841_RNA"
"EG10842"	"rhaR"	["rhaR", "rhaC1", "b3906", "ECK3899"]	4098646	4099494	"+"	"EG10842_RNA"
"EG10843"	"rhaS"	["rhaS", "rhaC2", "b3905", "ECK3898"]	4097736	4098572	"+"	"EG10843_RNA"
"EG10844"	"rhlB"	["rhlB", "mmrA", "b3780", "ECK3772"]	3964365	3965630	"-"	"EG10844_RNA"
"EG10845"	"rho"	["rho", "nusD", "sun", "tsu", "rnsC", "nitA", "psu", "psuA", "sbaA", "b3783", "ECK3775"]	3966417	3967676	"+"	"EG10845_RNA"
"EG10846"	"rhsA"	["rhsA", "b3593", "ECK3582"]	3762183	3766316	"+"	"EG10846_RNA"
"EG10847"	"rhsB"	["rhsB", "b3482", "ECK3466"]	3619192	3623427	"+"	"EG10847_RNA"
"EG10848"	"rhsC"	["rhsC", "b0700", "ECK0689"]	729583	733776	"+"	"EG10848_RNA"
"EG10849"	"rhsD"	["rhsD", "b0497", "ECK0491"]	523261	527541	"+"	"EG10849_RNA"
"EG10850"	"rimI"	["rimI", "b4373", "ECK4364"]	4608185	4608631	"+"	"EG10850_RNA"
"EG10851"	"rimJ"	["rimJ", "tcp", "b1066", "ECK1051"]	1125562	1126146	"+"	"EG10851_RNA"
"EG10852"	"rimK"	["rimK", "nek", "b0852", "ECK0843"]	891967	892869	"+"	"EG10852_RNA"
"EG10853"	"rimL"	["rimL", "b1427", "ECK1420"]	1498938	1499477	"+"	"EG10853_RNA"
"EG10854"	"rlpA"	["rlpA", "b0633", "ECK0626"]	664102	665190	"-"	"EG10854_RNA"
"EG10855"	"lptE"	["lptE", "rlpB", "b0641", "ECK0634"]	671605	672186	"-"	"EG10855_RNA"
"EG10856"	"rna"	["rna", "rnsA", "b0611", "ECK0604"]	644197	645003	"-"	"EG10856_RNA"
"EG10857"	"rnc"	["rnc", "ranA", "b2567", "ECK2565"]	2703383	2704063	"-"	"EG10857_RNA"
"EG10858"	"rnd"	["rnd", "b1804", "ECK1802"]	1886864	1887991	"-"	"EG10858_RNA"
"EG10859"	"rne"	["rne", "smbB", "ams", "hmp1", "b1084", "ECK1069"]	1141182	1144367	"-"	"EG10859_RNA"
"EG10860"	"rnhA"	["rnhA", "cer", "sin", "dasF", "herA", "rnh", "sdrA", "b0214", "ECK0214"]	235535	236002	"-"	"EG10860_RNA"
"EG10861"	"rnhB"	["rnhB", "b0183", "ECK0182"]	204493	205089	"+"	"EG10861_RNA"
"EG10862"	"rnpA"	["rnpA", "b3704", "ECK3696"]	3884493	3884852	"+"	"EG10862_RNA"
"EG10863"	"rph"	["rph", "b3643", "ECK3633"]	3815863	3816549	"-"	"EG10863_RNA"
"EG10864"	"rplA"	["rplA", "rpy", "b3984", "ECK3975"]	4178879	4179583	"+"	"EG10864_RNA"
"EG10865"	"rplB"	["rplB", "b3317", "ECK3304"]	3450543	3451364	"-"	"EG10865_RNA"
"EG10866"	"rplC"	["rplC", "b3320", "ECK3307"]	3452297	3452926	"-"	"EG10866_RNA"
"EG10867"	"rplD"	["rplD", "eryA", "b3319", "ECK3306"]	3451681	3452286	"-"	"EG10867_RNA"
"EG10868"	"rplE"	["rplE", "b3308", "ECK3295"]	3446899	3447438	"-"	"EG10868_RNA"
"EG10869"	"rplF"	["rplF", "b3305", "ECK3292"]	3445607	3446140	"-"	"EG10869_RNA"
"EG10870"	"rplI"	["rplI", "b4203", "ECK4199"]	4426108	4426557	"+"	"EG10870_RNA"
"EG10871"	"rplJ"	["rplJ", "b3985", "ECK3976"]	4179996	4180493	"+"	"EG10871_RNA"
"EG10872"	"rplK"	["rplK", "relC", "b3983", "ECK3974"]	4178447	4178875	"+"	"EG10872_RNA"
"EG10873"	"rplL"	["rplL", "b3986", "ECK3977"]	4180560	4180925	"+"	"EG10873_RNA"
"EG10874"	"rplM"	["rplM", "b3231", "ECK3220"]	3378223	3378651	"-"	"EG10874_RNA"
"EG10875"	"rplN"	["rplN", "b3310", "ECK3297"]	3447778	3448149	"-"	"EG10875_RNA"
"EG10876"	"rplO"	["rplO", "b3301", "ECK3288"]	3444105	3444539	"-"	"EG10876_RNA"
"EG10877"	"rplP"	["rplP", "b3313", "ECK3300"]	3448759	3449169	"-"	"EG10877_RNA"
"EG10878"	"rplQ"	["rplQ", "b3294", "ECK3281"]	3439616	3439999	"-"	"EG10878_RNA"
"EG10879"	"rplR"	["rplR", "b3304", "ECK3291"]	3445244	3445597	"-"	"EG10879_RNA"
"EG10880"	"rplS"	["rplS", "b2606", "ECK2603"]	2744183	2744530	"-"	"EG10880_RNA"
"EG10881"	"rplT"	["rplT", "pdzA", "b1716", "ECK1714"]	1799393	1799749	"-"	"EG10881_RNA"
"EG10882"	"rplV"	["rplV", "eryB", "b3315", "ECK3302"]	3449901	3450233	"-"	"EG10882_RNA"
"EG10883"	"rplW"	["rplW", "b3318", "ECK3305"]	3451382	3451684	"-"	"EG10883_RNA"
"EG10884"	"rplX"	["rplX", "b3309", "ECK3296"]	3447453	3447767	"-"	"EG10884_RNA"
"EG10885"	"rplY"	["rplY", "b2185", "ECK2179"]	2282517	2282801	"+"	"EG10885_RNA"
"EG10886"	"rpmB"	["rpmB", "b3637", "ECK3627"]	3811438	3811674	"-"	"EG10886_RNA"
"EG10887"	"rpmC"	["rpmC", "b3312", "ECK3299"]	3448568	3448759	"-"	"EG10887_RNA"
"EG10888"	"rpmD"	["rpmD", "b3302", "ECK3289"]	3444543	3444722	"-"	"EG10888_RNA"
"EG10889"	"rpmE"	["rpmE", "b3936", "ECK3928"]	4127013	4127225	"+"	"EG10889_RNA"
"EG10890"	"rpmF"	["rpmF", "b1089", "ECK1075"]	1147367	1147540	"+"	"EG10890_RNA"
"EG10891"	"rpmG"	["rpmG", "b3636", "ECK3626"]	3811250	3811417	"-"	"EG10891_RNA"
"EG10892"	"rpmH"	["rpmH", "rimA", "ssaF", "b3703", "ECK3695"]	3884336	3884476	"+"	"EG10892_RNA"
"EG10893"	"rpoA"	["rpoA", "pez", "phs", "sez", "b3295", "ECK3282"]	3440040	3441029	"-"	"EG10893_RNA"
"EG10894"	"rpoB"	["rpoB", "sdgB", "tabD", "stv", "stl", "ftsR", "groN", "nitB", "rif", "ron", "b3987", "ECK3978"]	4181245	4185273	"+"	"EG10894_RNA"
"EG10895"	"rpoC"	["rpoC", "tabB", "b3988", "ECK3979"]	4185350	4189573	"+"	"EG10895_RNA"
"EG10896"	"rpoD"	["rpoD", "alt", "b3067", "ECK3057"]	3213047	3214888	"+"	"EG10896_RNA"
"EG10897"	"rpoH"	["rpoH", "fam", "hin", "htpR", "b3461", "ECK3445"]	3599929	3600783	"-"	"EG10897_RNA"
"EG10898"	"rpoN"	["rpoN", "glnF", "ntrA", "b3202", "ECK3191"]	3344717	3346150	"+"	"EG10898_RNA"
"EG10899"	"rpoZ"	["rpoZ", "spoS", "b3649", "ECK3639"]	3822106	3822381	"+"	"EG10899_RNA"
"EG10900"	"rpsA"	["rpsA", "ssyF", "b0911", "ECK0902"]	961995	963668	"+"	"EG10900_RNA"
"EG10901"	"rpsB"	["rpsB", "b0169", "ECK0168"]	189874	190599	"+"	"EG10901_RNA"
"EG10902"	"rpsC"	["rpsC", "b3314", "ECK3301"]	3449182	3449883	"-"	"EG10902_RNA"
"EG10903"	"rpsD"	["rpsD", "ramA", "sud(2)", "sud2", "b3296", "ECK3283"]	3441055	3441675	"-"	"EG10903_RNA"
"EG10904"	"rpsE"	["rpsE", "spc", "eps", "spcA", "b3303", "ECK3290"]	3444726	3445229	"-"	"EG10904_RNA"
"EG10905"	"rpsF"	["rpsF", "sdgH", "b4200", "ECK4196"]	4425118	4425513	"+"	"EG10905_RNA"
"EG10906"	"rpsG"	["rpsG", "b3341", "ECK3328"]	3473542	3474081	"-"	"EG10906_RNA"
"EG10907"	"rpsH"	["rpsH", "b3306", "ECK3293"]	3446153	3446545	"-"	"EG10907_RNA"
"EG10908"	"rpsI"	["rpsI", "b3230", "ECK3219"]	3377815	3378207	"-"	"EG10908_RNA"
"EG10909"	"rpsJ"	["rpsJ", "nusE", "b3321", "ECK3308"]	3452959	3453270	"-"	"EG10909_RNA"
"EG10910"	"rpsK"	["rpsK", "b3297", "ECK3284"]	3441709	3442098	"-"	"EG10910_RNA"
"EG10911"	"rpsL"	["rpsL", "asuB", "strA", "b3342", "ECK3329"]	3474178	3474552	"-"	"EG10911_RNA"
"EG10912"	"rpsM"	["rpsM", "b3298", "ECK3285"]	3442115	3442471	"-"	"EG10912_RNA"
"EG10913"	"rpsN"	["rpsN", "b3307", "ECK3294"]	3446579	3446884	"-"	"EG10913_RNA"
"EG10914"	"rpsO"	["rpsO", "secC", "b3165", "ECK3154"]	3311415	3311684	"-"	"EG10914_RNA"
"EG10915"	"rpsP"	["rpsP", "b2609", "ECK2606"]	2745937	2746185	"-"	"EG10915_RNA"
"EG10916"	"rpsQ"	["rpsQ", "neaA", "b3311", "ECK3298"]	3448314	3448568	"-"	"EG10916_RNA"
"EG10917"	"rpsR"	["rpsR", "b4202", "ECK4198"]	4425839	4426066	"+"	"EG10917_RNA"
"EG10918"	"rpsS"	["rpsS", "b3316", "ECK3303"]	3450248	3450526	"-"	"EG10918_RNA"
"EG10919"	"rpsT"	["rpsT", "supS", "sup(s20)", "supS20", "b0023", "ECK0024"]	20815	21078	"-"	"EG10919_RNA"
"EG10920"	"rpsU"	["rpsU", "b3065", "ECK3055"]	3210781	3210996	"+"	"EG10920_RNA"
"EG10921"	"ftnA"	["ftnA", "ftn", "gen-165", "rsgA", "b1905", "ECK1904"]	1988716	1989213	"+"	"EG10921_RNA"
"EG10922"	"coaA"	["coaA", "panK", "rts", "ts-9", "b3974", "ECK3966"]	4174076	4175026	"-"	"EG10922_RNA"
"EG10925"	"ruvC"	["ruvC", "b1863", "ECK1864"]	1946855	1947376	"-"	"EG10925_RNA"
"EG10926"	"sbcB"	["sbcB", "exoI", "rmuA", "cpeA", "xonA", "b2011", "ECK2005"]	2082756	2084183	"+"	"EG10926_RNA"
"EG10927"	"sbcC"	["sbcC", "b0397", "ECK0391"]	412607	415753	"-"	"EG10927_RNA"
"EG10928"	"sbmA"	["sbmA", "b0377", "ECK0372"]	396639	397859	"+"	"EG10928_RNA"
"EG10929"	"sbp"	["sbp", "b3917", "ECK3909"]	4108834	4109823	"+"	"EG10929_RNA"
"EG10930"	"sdaA"	["sdaA", "b1814", "ECK1812"]	1896932	1898296	"+"	"EG10930_RNA"
"EG10931"	"sdhA"	["sdhA", "dhsA", "b0723", "ECK0712"]	755907	757673	"+"	"EG10931_RNA"
"EG10932"	"sdhB"	["sdhB", "dhsB", "b0724", "ECK0713"]	757689	758405	"+"	"EG10932_RNA"
"EG10933"	"sdhC"	["sdhC", "cybL", "cybA", "dhsC", "b0721", "ECK0710"]	755177	755566	"+"	"EG10933_RNA"
"EG10934"	"sdhD"	["sdhD", "cybS", "dhsD", "b0722", "ECK0711"]	755560	755907	"+"	"EG10934_RNA"
"EG10935"	"sdiA"	["sdiA", "b1916", "ECK1915"]	1996110	1996832	"-"	"EG10935_RNA"
"EG10936"	"secA"	["secA", "azi", "pea", "prlD", "b0098", "ECK0099"]	108279	110984	"+"	"EG10936_RNA"
"EG10937"	"secB"	["secB", "b3609", "ECK3599"]	3783661	3784128	"-"	"EG10937_RNA"
"EG10938"	"secD"	["secD", "b0408", "ECK0402"]	427647	429494	"+"	"EG10938_RNA"
"EG10939"	"secE"	["secE", "mbrC", "prlG", "b3981", "ECK3972"]	4177358	4177741	"+"	"EG10939_RNA"
"EG10940"	"secF"	["secF", "b0409", "ECK0403"]	429505	430476	"+"	"EG10940_RNA"
"EG10941"	"selA"	["selA", "fdhA", "b3591", "ECK3580"]	3759858	3761249	"-"	"EG10941_RNA"
"EG10942"	"selB"	["selB", "fdhA", "b3590", "ECK3579"]	3758017	3759861	"-"	"EG10942_RNA"
"EG10943"	"selD"	["selD", "fdhB", "b1764", "ECK1762"]	1846965	1848008	"-"	"EG10943_RNA"
"EG10944"	"serA"	["serA", "b2913", "ECK2909"]	3057178	3058410	"-"	"EG10944_RNA"
"EG10945"	"serB"	["serB", "b4388", "ECK4380"]	4624895	4625863	"+"	"EG10945_RNA"
"EG10946"	"serC"	["serC", "pdxC", "pdxF", "b0907", "ECK0898"]	957653	958741	"+"	"EG10946_RNA"
"EG10947"	"serS"	["serS", "b0893", "ECK0884"]	939428	940720	"+"	"EG10947_RNA"
"EG10948"	"maeA"	["maeA", "sfcA", "b1479", "ECK1473"]	1553972	1555669	"-"	"EG10948_RNA"
"EG10949"	"sfsA"	["sfsA", "sfs", "sfs1", "b0146", "ECK0145"]	160782	161486	"-"	"EG10949_RNA"
"EG10950"	"slt"	["slt", "sltY", "b4392", "ECK4384"]	4630733	4632670	"+"	"EG10950_RNA"
"EG10951"	"ytjB"	["ytjB", "smp", "b4387", "ECK4379"]	4624145	4624789	"-"	"EG10951_RNA"
"EG10952"	"bamE"	["bamE", "smpA", "smqA", "b2617", "ECK2613"]	2753605	2753946	"+"	"EG10952_RNA"
"EG10953"	"sodA"	["sodA", "b3908", "ECK3901"]	4100810	4101430	"+"	"EG10953_RNA"
"EG10954"	"sodB"	["sodB", "b1656", "ECK1652"]	1735378	1735959	"+"	"EG10954_RNA"
"EG10955"	"prlF"	["prlF", "sohA", "prlFA", "b3129", "ECK3117"]	3277002	3277337	"+"	"EG10955_RNA"
"EG10956"	"sohB"	["sohB", "b1272", "ECK1266"]	1329332	1330381	"+"	"EG10956_RNA"
"EG10957"	"soxR"	["soxR", "marC", "b4063", "ECK4055"]	4277469	4277933	"+"	"EG10957_RNA"
"EG10958"	"soxS"	["soxS", "b4062", "ECK4054"]	4277060	4277383	"-"	"EG10958_RNA"
"EG10959"	"speA"	["speA", "b2938", "ECK2933"]	3083935	3085911	"-"	"EG10959_RNA"
"EG10960"	"speB"	["speB", "b2937", "ECK2932"]	3082877	3083797	"-"	"EG10960_RNA"
"EG10961"	"speC"	["speC", "b2965", "ECK2960"]	3107020	3109155	"-"	"EG10961_RNA"
"EG10962"	"speD"	["speD", "b0120", "ECK0119"]	134788	135582	"-"	"EG10962_RNA"
"EG10963"	"speE"	["speE", "b0121", "ECK0120"]	135598	136464	"-"	"EG10963_RNA"
"EG10964"	"speF"	["speF", "b0693", "ECK0681"]	718262	720460	"-"	"EG10964_RNA"
"EG10965"	"gmk"	["gmk", "spoR", "b3648", "ECK3638"]	3821428	3822051	"+"	"EG10965_RNA"
"EG10966"	"spoT"	["spoT", "b3650", "ECK3640"]	3822400	3824508	"+"	"EG10966_RNA"
"EG10967"	"trmH"	["trmH", "spoU", "b3651", "ECK3641"]	3824515	3825204	"+"	"EG10967_RNA"
"EG10968"	"sppA"	["sppA", "b1766", "ECK1764"]	1848837	1850693	"+"	"EG10968_RNA"
"EG10969"	"srlE"	["srlE", "sbl", "gutA", "gutE", "srlA", "srlA-2", "b2703", "ECK2698"]	2826392	2827351	"+"	"EG10969_RNA"
"EG10970"	"srlB"	["srlB", "gutB", "b2704", "ECK2699"]	2827362	2827733	"+"	"EG10970_RNA"
"EG10971"	"srlD"	["srlD", "gutD", "b2705", "ECK2700"]	2827737	2828516	"+"	"EG10971_RNA"
"EG10972"	"gutM"	["gutM", "gut", "srlM", "b2706", "ECK2701"]	2828621	2828980	"+"	"EG10972_RNA"
"EG10973"	"gutQ"	["gutQ", "srlQ", "b2708", "ECK2703"]	2829813	2830778	"+"	"EG10973_RNA"
"EG10974"	"srlR"	["srlR", "gutR", "b2707", "ECK2702"]	2829047	2829820	"+"	"EG10974_RNA"
"EG10975"	"srmB"	["srmB", "rbaB", "rhlA", "b2576", "ECK2574"]	2712896	2714230	"+"	"EG10975_RNA"
"EG10976"	"ssb"	["ssb", "exrB", "lexC", "b4059", "ECK4051"]	4274125	4274661	"+"	"EG10976_RNA"
"EG10977"	"sspA"	["sspA", "ssp", "pog", "b3229", "ECK3218"]	3376782	3377420	"-"	"EG10977_RNA"
"EG10978"	"sspB"	["sspB", "b3228", "ECK3217"]	3376279	3376776	"-"	"EG10978_RNA"
"EG10979"	"sucA"	["sucA", "lys+met", "b0726", "ECK0714"]	758706	761507	"+"	"EG10979_RNA"
"EG10980"	"sucB"	["sucB", "b0727", "ECK0715"]	761522	762739	"+"	"EG10980_RNA"
"EG10981"	"sucC"	["sucC", "b0728", "ECK0716"]	763014	764180	"+"	"EG10981_RNA"
"EG10982"	"sucD"	["sucD", "b0729", "ECK0717"]	764180	765049	"+"	"EG10982_RNA"
"EG10983"	"suhB"	["suhB", "ssyA", "b2533", "ECK2530"]	2663442	2664245	"+"	"EG10983_RNA"
"EG10984"	"sulA"	["sulA", "sfiA", "suf", "b0958", "ECK0949"]	1020410	1020919	"-"	"EG10984_RNA"
"EG10985"	"surA"	["surA", "b0053", "ECK0054"]	53416	54702	"-"	"EG10985_RNA"
"EG10986"	"tag"	["tag", "tagA", "b3549", "ECK3536"]	3713092	3713655	"+"	"EG10986_RNA"
"EG10987"	"tap"	["tap", "b1885", "ECK1886"]	1969383	1970984	"-"	"EG10987_RNA"
"EG10988"	"tar"	["tar", "cheM", "b1886", "ECK1887"]	1971030	1972691	"-"	"EG10988_RNA"
"EG10989"	"tdcA"	["tdcA", "b3118", "ECK3107"]	3266127	3267065	"-"	"EG10989_RNA"
"EG10990"	"tdcB"	["tdcB", "tdc", "b3117", "ECK3106"]	3265039	3266028	"-"	"EG10990_RNA"
"EG10991"	"tdcC"	["tdcC", "b3116", "ECK3105"]	3263686	3265017	"-"	"EG10991_RNA"
"EG10992"	"tdcR"	["tdcR", "b3119", "ECK3108"]	3267380	3267598	"+"	"EG10992_RNA"
"EG10993"	"tdh"	["tdh", "b3616", "ECK3606"]	3790320	3791345	"-"	"EG10993_RNA"
"EG10994"	"tdk"	["tdk", "b1238", "ECK1233"]	1293527	1294144	"+"	"EG10994_RNA"
"EG10995"	"tesB"	["tesB", "b0452", "ECK0446"]	474301	475161	"-"	"EG10995_RNA"
"EG10996"	"tgt"	["tgt", "vacC(S.f.)", "b0406", "ECK0400"]	426137	427264	"+"	"EG10996_RNA"
"EG10997"	"mnmE"	["mnmE", "trmE", "thdF", "b3706", "ECK3699"]	3886828	3888192	"+"	"EG10997_RNA"
"EG10998"	"thrA"	["thrA", "thrA2", "Hs", "thrA1", "thrD", "b0002", "ECK0002"]	337	2799	"+"	"EG10998_RNA"
"EG10999"	"thrB"	["thrB", "b0003", "ECK0003"]	2801	3733	"+"	"EG10999_RNA"
"EG11000"	"thrC"	["thrC", "b0004", "ECK0004"]	3734	5020	"+"	"EG11000_RNA"
"EG11001"	"thrS"	["thrS", "b1719", "ECK1717"]	1800642	1802570	"-"	"EG11001_RNA"
"EG11002"	"thyA"	["thyA", "b2827", "ECK2823"]	2964361	2965155	"-"	"EG11002_RNA"
"EG11003"	"tig"	["tig", "b0436", "ECK0430"]	455133	456431	"+"	"EG11003_RNA"
"EG11004"	"ptrB"	["ptrB", "tlp", "b1845", "ECK1846"]	1926779	1928839	"-"	"EG11004_RNA"
"EG11005"	"tnaA"	["tnaA", "ind", "tnaR", "b3708", "ECK3701"]	3888730	3890145	"+"	"EG11005_RNA"
"EG11006"	"tnaB"	["tnaB", "tnaP", "trpP", "b3709", "ECK3702"]	3890236	3891483	"+"	"EG11006_RNA"
"EG11007"	"tolA"	["tolA", "cim", "excC", "lky", "tol-2", "b0739", "ECK0728"]	776342	777607	"+"	"EG11007_RNA"
"EG11008"	"tolB"	["tolB", "lky", "lkyA", "tol-3", "b0740", "ECK0729"]	777740	779032	"+"	"EG11008_RNA"
"EG11009"	"tolC"	["tolC", "weeA", "colE1-i", "mtcB", "mukA", "refI", "toc", "b3035", "ECK3026"]	3178115	3179596	"+"	"EG11009_RNA"
"EG11010"	"tolQ"	["tolQ", "fii", "tolP", "b0737", "ECK0726"]	775153	775845	"+"	"EG11010_RNA"
"EG11011"	"tolR"	["tolR", "b0738", "ECK0727"]	775849	776277	"+"	"EG11011_RNA"
"EG11012"	"tonB"	["tonB", "T1rec", "exbA", "b1252", "ECK1246"]	1311089	1311808	"+"	"EG11012_RNA"
"EG11013"	"topA"	["topA", "supX", "b1274", "ECK1268"]	1331048	1333645	"+"	"EG11013_RNA"
"EG11014"	"topB"	["topB", "mutR", "b1763", "ECK1761"]	1844999	1846960	"-"	"EG11014_RNA"
"EG11015"	"tpiA"	["tpiA", "tpi", "b3919", "ECK3911"]	4110740	4111507	"-"	"EG11015_RNA"
"EG11016"	"tpr"	["tpr", "b1229", "ECK1224"]	1287087	1287176	"-"	"EG11016_RNA"
"EG11017"	"treA"	["treA", "osmA", "tre", "b1197", "ECK1185"]	1245679	1247376	"-"	"EG11017_RNA"
"EG11018"	"trg"	["trg", "b1421", "ECK1415"]	1492470	1494110	"+"	"EG11018_RNA"
"EG11019"	"trkA"	["trkA", "b3290", "ECK3276"]	3436518	3437894	"+"	"EG11019_RNA"
"EG11020"	"trkG"	["trkG", "b1363", "ECK1362"]	1423782	1425239	"+"	"EG11020_RNA"
"EG11021"	"trkH"	["trkH", "b3849", "ECK3841"]	4033145	4034596	"+"	"EG11021_RNA"
"EG11022"	"trmA"	["trmA", "rT", "rumT", "b3965", "ECK3957"]	4162170	4163270	"-"	"EG11022_RNA"
"EG11023"	"trmD"	["trmD", "b2607", "ECK2604"]	2744572	2745339	"-"	"EG11023_RNA"
"EG11024"	"trpA"	["trpA", "try", "tryp", "b1260", "ECK1254"]	1316416	1317222	"-"	"EG11024_RNA"
"EG11025"	"trpB"	["trpB", "b1261", "ECK1255"]	1317222	1318415	"-"	"EG11025_RNA"
"EG11026"	"trpC"	["trpC", "trpF", "trpCF", "b1262", "ECK1256"]	1318427	1319788	"-"	"EG11026_RNA"
"EG11027"	"trpD"	["trpD", "trpGD", "b1263", "ECK1257"]	1319789	1321384	"-"	"EG11027_RNA"
"EG11028"	"trpE"	["trpE", "anth", "tryD", "tryp-4", "b1264", "ECK1258"]	1321384	1322946	"-"	"EG11028_RNA"
"EG11029"	"trpR"	["trpR", "rtrY", "b4393", "ECK4385"]	4632760	4633086	"+"	"EG11029_RNA"
"EG11030"	"trpS"	["trpS", "b3384", "ECK3371"]	3512634	3513638	"-"	"EG11030_RNA"
"EG11031"	"trxA"	["trxA", "dasC", "fipA", "tsnC", "b3781", "ECK3773"]	3965761	3966090	"+"	"EG11031_RNA"
"EG11032"	"trxB"	["trxB", "trxR", "b0888", "ECK0879"]	931085	932050	"-"	"EG11032_RNA"
"EG11033"	"tsf"	["tsf", "b0170", "ECK0169"]	190857	191708	"+"	"EG11033_RNA"
"EG11034"	"tsr"	["tsr", "cheD", "b4355", "ECK4345"]	4591657	4593312	"+"	"EG11034_RNA"
"EG11035"	"tsx"	["tsx", "T6rec", "nupA", "b0411", "ECK0405"]	431129	432013	"-"	"EG11035_RNA"
"EG11036"	"tufA"	["tufA", "pulT", "kirT", "b3339", "ECK3326"]	3470145	3471329	"-"	"EG11036_RNA"
"EG11037"	"tufB"	["tufB", "pulT", "kirT", "b3980", "ECK3971"]	4175944	4177128	"+"	"EG11037_RNA"
"EG11038"	"tus"	["tus", "tau", "b1610", "ECK1605"]	1684259	1685188	"+"	"EG11038_RNA"
"EG11039"	"tyrA"	["tyrA", "b2600", "ECK2597"]	2738948	2740069	"-"	"EG11039_RNA"
"EG11040"	"tyrB"	["tyrB", "b4054", "ECK4046"]	4267114	4268307	"+"	"EG11040_RNA"
"EG11041"	"tyrP"	["tyrP", "b1907", "ECK1906"]	1989681	1990892	"+"	"EG11041_RNA"
"EG11042"	"tyrR"	["tyrR", "b1323", "ECK1319"]	1386720	1388261	"+"	"EG11042_RNA"
"EG11043"	"tyrS"	["tyrS", "b1637", "ECK1633"]	1715948	1717222	"-"	"EG11043_RNA"
"EG11044"	"ubiX"	["ubiX", "dedF", "b2311", "ECK2305"]	2428057	2428626	"-"	"EG11044_RNA"
"EG11045"	"udp"	["udp", "b3831", "ECK3825"]	4016431	4017192	"+"	"EG11045_RNA"
"EG11046"	"ugpA"	["ugpA", "psiB", "psiC", "ugp", "b3452", "ECK3436"]	3590024	3590911	"-"	"EG11046_RNA"
"EG11047"	"ugpB"	["ugpB", "psiB", "psiC", "b3453", "ECK3437"]	3591009	3592325	"-"	"EG11047_RNA"
"EG11048"	"ugpC"	["ugpC", "b3450", "ECK3434"]	3588110	3589180	"-"	"EG11048_RNA"
"EG11049"	"ugpE"	["ugpE", "b3451", "ECK3435"]	3589182	3590027	"-"	"EG11049_RNA"
"EG11050"	"ugpQ"	["ugpQ", "b3449", "ECK3433"]	3587370	3588113	"-"	"EG11050_RNA"
"EG11051"	"uhpA"	["uhpA", "b3669", "ECK3660"]	3850136	3850726	"-"	"EG11051_RNA"
"EG11052"	"uhpB"	["uhpB", "b3668", "ECK3659"]	3848634	3850136	"-"	"EG11052_RNA"
"EG11053"	"uhpC"	["uhpC", "b3667", "ECK3658"]	3847305	3848624	"-"	"EG11053_RNA"
"EG11054"	"uhpT"	["uhpT", "b3666", "ECK3657"]	3845776	3847167	"-"	"EG11054_RNA"
"EG11055"	"uidA"	["uidA", "gurA", "gusA", "b1617", "ECK1612"]	1694260	1696071	"-"	"EG11055_RNA"
"EG11056"	"umuC"	["umuC", "uvm", "b1184", "ECK1172"]	1231186	1232454	"+"	"EG11056_RNA"
"EG11057"	"umuD"	["umuD", "b1183", "ECK1171"]	1230767	1231186	"+"	"EG11057_RNA"
"EG11058"	"ung"	["ung", "b2580", "ECK2578"]	2716754	2717443	"+"	"EG11058_RNA"
"EG11059"	"usg"	["usg", "usg-1", "b2319", "ECK2313"]	2435636	2436649	"-"	"EG11059_RNA"
"EG11060"	"ushA"	["ushA", "b0480", "ECK0474"]	504914	506566	"+"	"EG11060_RNA"
