"id"	"stoichiometry"	"common_name"	
"NAG6PDEACET-CPLX_RXN"	{"NAG6PDEACET-CPLX":1,"NAG6PDEACET-MONOMER":-4}	null	
"NAP-CPLX_RXN"	{"NAP-CPLX":1,"NAPB-MONOMER":-1,"NAPA-MONOMER":-1}	"periplasmic nitrate reductase"	
"NARQ-CPLX_RXN"	{"NARQ-CPLX":1,"NARQ-MONOMER":-2}	"sensory histidine kinase NarQ"	
"NARX-CPLX_RXN"	{"NARX-CPLX":1,"NARX-MONOMER":-2}	"sensory histidine kinase NarX"	
"NITRATREDUCTA-CPLX_RXN"	{"NITRATREDUCTA-CPLX":1,"NARG-MONOMER":-2,"NARH-MONOMER":-2,"NARI-MONOMER":-2}	"nitrate reductase A"	
"NITRATREDUCTZ-CPLX_RXN"	{"NITRATREDUCTZ-CPLX":1,"NARY-MONOMER":-1,"NARZ-MONOMER":-1,"NARV-MONOMER":-1}	"nitrate reductase Z"	
"NITRITREDUCT-CPLX_RXN"	{"NITRITREDUCT-CPLX":1,"NIRD-MONOMER":null,"NIRB-MONOMER":null}	null	
"NQOR-CPLX_RXN"	{"NQOR-CPLX":1,"NQOR-MONOMER":-2}	null	
"NRDACTMULTI-CPLX_RXN"	{"NRDACTMULTI-CPLX":1,"RIBONUCLEOSIDE-TRIP-REDUCT-CPLX":null,"CPLX0-229":null}	"anaerobic nucleoside-triphosphate reductase activating system"	
"NRDE-CPLX_RXN"	{"NRDE-CPLX":1,"NRDE-MONOMER":-2}	"ribonucleoside-diphosphate reductase 2, &alpha; subunit dimer"	
"NRDF-CPLX_RXN"	{"NRDF-CPLX":1,"NRDF-MONOMER":-2}	"ribonucleoside-diphosphate reductase 2, &beta; subunit dimer"	
"NRFMULTI-CPLX_RXN"	{"NRFMULTI-CPLX":1,"CYTOCHROMEC552-MONOMER":-1,"CYTOCHROMEC-MONOMER":-1}	"periplasmic nitrite reductase NrfAB"	
"NUCLEOSIDE-DIP-KIN-CPLX_RXN"	{"NUCLEOSIDE-DIP-KIN-CPLX":1,"NUCLEOSIDE-DIP-KIN-MONOMER":-4}	"nucleoside diphosphate kinase"	
"O-SUCCHOMOSERLYASE-CPLX_RXN"	{"O-SUCCHOMOSERLYASE-CPLX":1,"O-SUCCHOMOSERLYASE-MONOMER":-4}	null	
"ORNCARBAMTRANSFERF-CPLX_RXN"	{"ORNCARBAMTRANSFERF-CPLX":1,"CHAINF-MONOMER":-3}	"ornithine carbamoyltransferase"	
"ORNCARBAMTRANSFERI-CPLX_RXN"	{"ORNCARBAMTRANSFERI-CPLX":1,"CHAINI-MONOMER":-3}	"ornithine carbamoyltransferase"	
"ORNDECARBOX-BIO-CPLX_RXN"	{"ORNDECARBOX-BIO-CPLX":1,"ORNDECARBOX-BIO-MONOMER":-2}	"constitutive ornithine decarboxylase"	
"ORNDECARBOXDEG-CPLX_RXN"	{"ORNDECARBOXDEG-CPLX":1,"ORNDECARBOXDEG-MONOMER":-2}	"inducible ornithine decarboxylase"	
"OROPRIBTRANS-CPLX_RXN"	{"OROPRIBTRANS-CPLX":1,"OROPRIBTRANS-MONOMER":-2}	null	
"OROTPDECARB-CPLX_RXN"	{"OROTPDECARB-CPLX":1,"OROTPDECARB-MONOMER":-2}	null	
"PABASYN-CPLX_RXN"	{"PABASYN-CPLX":1,"PABASYN-COMPI-MONOMER":-1,"PABASYN-COMPII-MONOMER":-1}	null	
"PANTOATE-BETA-ALANINE-LIG-CPLX_RXN"	{"PANTOATE-BETA-ALANINE-LIG-CPLX":1,"PANTOATE-BETA-ALANINE-LIG-MONOMER":-2}	null	
"PANTOTHENATE-KIN-CPLX_RXN"	{"PANTOTHENATE-KIN-CPLX":1,"PANTOTHENATE-KIN-MONOMER":-2}	null	
"PAPSSULFOTRANS-CPLX_RXN"	{"PAPSSULFOTRANS-CPLX":1,"PAPSSULFOTRANS-MONOMER":-2}	null	
"PC00003_RXN"	{"PC00003":1,"PD00242":-2}	"DNA-binding transcriptional dual regulator AraC"	
"PC00004_RXN"	{"PC00004":1,"PD00257":-2}	"DNA-binding transcriptional dual regulator CRP"	
"PC00005_RXN"	{"PC00005":1,"PD00194":-6}	"DNA-binding transcriptional dual regulator ArgR"	
"PC00007_RXN"	{"PC00007":1,"PD00423":-2}	"DNA-binding transcriptional repressor TrpR"	
"PC00010_RXN"	{"PC00010":1,"PD00205":-2}	"DNA-binding transcriptional repressor LexA"	
"PC00027_RXN"	{"PC00027":1,"PD00347":null,"PD00348":null}	"DNA-binding transcriptional dual regulator IHF"	
"PC00033_RXN"	{"PC00033":1,"PD00219":-2}	"DNA-binding transcriptional repressor PurR"	
"PC00040_RXN"	{"PC00040":1,"PD00232":-4}	"DNA-binding transcriptional dual regulator CysB"	
"PC00061_RXN"	{"PC00061":1,"PD00521":-4}	"DNA-binding transcriptional dual regulator Cra"	
"PC00084_RXN"	{"PC00084":1,"RCSB-MONOMER":-1,"PD02233":-1}	"RcsAB DNA-binding transcriptional dual regulator"	
"PC00086_RXN"	{"PC00086":1,"PD00221":-2}	"transcriptional activator RhaS"	
"PC00103_RXN"	{"PC00103":1,"PD01103":-2}	"DNA-binding transcriptional repressor MngR"	
"PDXH-CPLX_RXN"	{"PDXH-CPLX":1,"PDXH-MONOMER":-2}	null	
"PDXK-CPLX_RXN"	{"PDXK-CPLX":1,"PDXK-MONOMER":-2}	"pyridoxal kinase I / hydroxymethylpyrimidine kinase"	
"PEPCARBOX-CPLX_RXN"	{"PEPCARBOX-CPLX":1,"PEPCARBOX-MONOMER":-4}	null	
"PEPSYNTH-CPLX_RXN"	{"PEPSYNTH-CPLX":1,"PEPSYNTH-MONOMER":-2}	"phosphoenolpyruvate synthetase"	
"PGLYCDEHYDROG-CPLX_RXN"	{"PGLYCDEHYDROG-CPLX":1,"PGLYCDEHYDROG-MONOMER":-4}	"phosphoglycerate dehydrogenase"	
"PHENDEHYD-CPLX_RXN"	{"PHENDEHYD-CPLX":1,"PHENDEHYD-MONOMER":-4}	null	
"PHES-CPLX_RXN"	{"PHES-CPLX":1,"PHES-MONOMER":-2,"PHET-MONOMER":-2}	"phenylalanine&mdash;tRNA ligase"	
"PHOR-CPLX_RXN"	{"PHOR-CPLX":1,"PHOR-MONOMER":-2}	"sensor histidine kinase PhoR"	
"PHOSACETYLTRANS-CPLX_RXN"	{"PHOSACETYLTRANS-CPLX":1,"PHOSACETYLTRANS-MONOMER":-6}	"phosphate acetyltransferase"	
"PHOSGLYCMUTASE_RXN"	{"PHOSGLYCMUTASE":1,"GPMA-MONOMER":-2}	"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase"	
"PHOSPHASERDECARB-DIMER_RXN"	{"PHOSPHASERDECARB-DIMER":1,"PHOSPHASERDECARB-BETA-MONOMER":-2,"PHOSPHASERDECARB-ALPHA-MONOMER":-2}	"phosphatidylserine decarboxylase"	
"PII2-CPLX_RXN"	{"PII2-CPLX":1,"PROTEIN-PII2":-3}	"nitrogen regulatory protein PII-2"	
"PIIPROTEIN-CPLX_RXN"	{"PIIPROTEIN-CPLX":1,"PROTEIN-PII":-3}	"nitrogen regulatory protein PII-1"	
"PKI-COMPLEX_RXN"	{"PKI-COMPLEX":1,"PKI-MONOMER":-4}	"pyruvate kinase I"	
"PKII-CPLX_RXN"	{"PKII-CPLX":1,"PKII-MONOMER":-4}	"pyruvate kinase II"	
"PORPHOBILSYNTH-CPLX_RXN"	{"PORPHOBILSYNTH-CPLX":1,"PORPHOBILSYNTH-MONOMER":-8}	null	
"PPK-CPLX_RXN"	{"PPK-CPLX":1,"PPK-MONOMER":-2}	null	
"PPPGPPHYDRO-CPLX_RXN"	{"PPPGPPHYDRO-CPLX":1,"PPPGPPHYDRO-MONOMER":-2}	null	
"PPX-CPLX_RXN"	{"PPX-CPLX":1,"PPX-MONOMER":-2}	null	
"PROS-CPLX_RXN"	{"PROS-CPLX":1,"PROS-MONOMER":-2}	null	
"PRPPAMIDOTRANS-CPLX_RXN"	{"PRPPAMIDOTRANS-CPLX":1,"PRPPAMIDOTRANS-MONOMER":-4}	null	
"PSERTRANSAM-CPLX_RXN"	{"PSERTRANSAM-CPLX":1,"PSERTRANSAM-MONOMER":-2}	"phosphoserine/phosphohydroxythreonine aminotransferase"	
"PURE-CPLX_RXN"	{"PURE-CPLX":1,"PURE-MONOMER":-8}	"<i>N<sup>5</sup></i>-carboxyaminoimidazole ribonucleotide mutase"	
"PURK-CPLX_RXN"	{"PURK-CPLX":1,"PURK-MONOMER":-2}	null	
"PUTA-CPLX_RXN"	{"PUTA-CPLX":1,"PUTA-MONOMER":-2}	"fused DNA-binding transcriptional repressor / proline dehydrogenase / 1-pyrroline-5-carboxylate dehydrogenase PutA"	
"PYRNUTRANSHYDROGEN-CPLX_RXN"	{"PYRNUTRANSHYDROGEN-CPLX":1,"PNTB-MONOMER":-2,"PNTA-MONOMER":-2}	null	
"PYRROLINECARBREDUCT-CPLX_RXN"	{"PYRROLINECARBREDUCT-CPLX":1,"PYRROLINECARBREDUCT-MONOMER":-10}	null	
"PYRUVATEDEH-CPLX_RXN"	{"PYRUVATEDEH-CPLX":1,"E1P-CPLX":-12,"E2P-MONOMER":-24,"E3-CPLX":-6}	null	
"PYRUVFORMLY-INACTIVE-CPLX_RXN"	{"PYRUVFORMLY-INACTIVE-CPLX":1,"PYRUVFORMLY-MONOMER":-2}	"pyruvate formate-lyase (inactive)"	
"PYRUVOXID-CPLX_RXN"	{"PYRUVOXID-CPLX":1,"PYRUVOXID-MONOMER":-4}	"pyruvate oxidase"	
"QOR-CPLX_RXN"	{"QOR-CPLX":1,"QOR-MONOMER":-2}	"putative quinone oxidoreductase 1"	
"QUINOPRIBOTRANS-CPLX_RXN"	{"QUINOPRIBOTRANS-CPLX":1,"QUINOPRIBOTRANS-MONOMER":-2}	"quinolinate phosphoribosyltransferase (decarboxylating)"	
"RECBCD_RXN"	{"RECBCD":1,"EG10826-MONOMER":-1,"EG10825-MONOMER":-1,"EG10824-MONOMER":-1}	"exodeoxyribonuclease V"	
"RECFOR-CPLX_RXN"	{"RECFOR-CPLX":1,"EG10828-MONOMER":null,"EG10834-MONOMER":null,"EG10832-MONOMER":null}	"RecFOR complex"	
"RHAMNULPALDOL-CPLX_RXN"	{"RHAMNULPALDOL-CPLX":1,"RHAMNULPALDOL-MONOMER":-4}	null	
"RIB5PISOMA-CPLX_RXN"	{"RIB5PISOMA-CPLX":1,"RIB5PISOMA-MONOMER":-2}	"ribose-5-phosphate isomerase A"	
"RIB5PISOMB-CPLX_RXN"	{"RIB5PISOMB-CPLX":1,"RIB5PISOMB-MONOMER":-2}	"allose-6-phosphate isomerase / ribose-5-phosphate isomerase B"	
"RIBONUCLEOSIDE-DIP-REDUCTI-CPLX_RXN"	{"RIBONUCLEOSIDE-DIP-REDUCTI-CPLX":1,"B1-CPLX":-1,"B2-CPLX":-1}	"ribonucleoside-diphosphate reductase 1"	
"RIBONUCLEOSIDE-DIP-REDUCTII-CPLX_RXN"	{"RIBONUCLEOSIDE-DIP-REDUCTII-CPLX":1,"NRDE-CPLX":-1,"NRDF-CPLX":-1}	"ribonucleoside-diphosphate reductase 2"	
"RIBONUCLEOSIDE-TRIP-REDUCT-CPLX_RXN"	{"RIBONUCLEOSIDE-TRIP-REDUCT-CPLX":1,"RIBONUCLEOSIDE-TRIP-REDUCT-MONOMER":-2}	"anaerobic ribonucleoside-triphosphate reductase"	
"RIBULOKIN-CPLX_RXN"	{"RIBULOKIN-CPLX":1,"RIBULOKIN-MONOMER":-2}	null	
"RIBULPEPIM-CPLX_RXN"	{"RIBULPEPIM-CPLX":1,"RIBULPEPIM-MONOMER":-4}	"L-ribulose-5-phosphate 4-epimerase AraD"	
"RNAP32-CPLX_RXN"	{"RNAP32-CPLX":1,"APORNAP-CPLX":-1,"RPOH-MONOMER":-1}	"RNA polymerase sigma 32"	
"RNAP54-CPLX_RXN"	{"RNAP54-CPLX":1,"APORNAP-CPLX":-1,"RPON-MONOMER":-1}	"RNA polymerase sigma 54"	
"RNAP70-CPLX_RXN"	{"RNAP70-CPLX":1,"APORNAP-CPLX":-1,"RPOD-MONOMER":-1}	"RNA polymerase sigma 70"	
"RNAPE-CPLX_RXN"	{"RNAPE-CPLX":1,"APORNAP-CPLX":-1,"RPOE-MONOMER":-1}	"RNA polymerase sigma 24"	
"RNAPS-CPLX_RXN"	{"RNAPS-CPLX":1,"APORNAP-CPLX":-1,"RPOS-MONOMER":-1}	"RNA polymerase sigma S"	
"RUVABC-CPLX_RXN"	{"RUVABC-CPLX":1,"EG10925-MONOMER":-2,"EG10924-MONOMER":-12,"EG10923-MONOMER":-4}	"resolvasome"	
"S-ADENMETSYN-CPLX_RXN"	{"S-ADENMETSYN-CPLX":1,"S-ADENMETSYN-MONOMER":-4}	"methionine adenosyltransferase"	
"SAICARSYN-CPLX_RXN"	{"SAICARSYN-CPLX":1,"SAICARSYN-MONOMER":-3}	null	
"SAMDECARB-CPLX_RXN"	{"SAMDECARB-CPLX":1,"SAMDC-ALPHA-MONOMER":-4,"SAMDC-BETA-MONOMER":-4}	null	
"SEC-SECRETION-CPLX_RXN"	{"SEC-SECRETION-CPLX":1,"SECD-SECF-YAJC-YIDC-CPLX":null,"SECE-G-Y-CPLX":null,"YIDC":null}	"Sec Holo-Translocon"	
"SECD-SECF-YAJC-YIDC-CPLX_RXN"	{"SECD-SECF-YAJC-YIDC-CPLX":1,"SECD":null,"SECF":null,"EG11096-MONOMER":null}	"Sec translocon accessory complex"	
"SECE-G-Y-CPLX_RXN"	{"SECE-G-Y-CPLX":1,"SECE":null,"SECG":null,"SECY":null}	"SecYEG translocon"	
"SERS-CPLX_RXN"	{"SERS-CPLX":1,"SERS-MONOMER":-2}	"serine&mdash;tRNA ligase"	
"SIROHEMESYN-CPLX_RXN"	{"SIROHEMESYN-CPLX":1,"SIROHEMESYN-MONOMER":-2}	"siroheme synthase"	
"SORB6PDEHYDROG-CPLX_RXN"	{"SORB6PDEHYDROG-CPLX":1,"SORB6PDEHYDROG-MONOMER":-4}	null	
"SPERMACTRAN-CPLX_RXN"	{"SPERMACTRAN-CPLX":1,"SPERMACTRAN-MONOMER":-4}	"spermidine <i>N</i>-acetyltransferase"	
"SPERMIDINESYN-CPLX_RXN"	{"SPERMIDINESYN-CPLX":1,"SPERMIDINESYN-MONOMER":-2}	"spermidine synthase"	
"SUCC-DEHASE_RXN"	{"SUCC-DEHASE":1,"SDH-FLAVO":-1,"SDH-FE-S":-1,"SDH-MEMB1":-1,"SDH-MEMB2":-1}	"succinate:quinone oxidoreductase subcomplex"	
"SUCCCOASYN_RXN"	{"SUCCCOASYN":1,"SUCCCOASYN-ALPHA":-2,"SUCCCOASYN-BETA":-2}	null	
"SUCCORNTRANSAM-CPLX_RXN"	{"SUCCORNTRANSAM-CPLX":1,"SUCCORNTRANSAM-MONOMER":-2}	"succinylornithine transaminase"	
"SULFATE-ADENYLYLTRANS-CPLX_RXN"	{"SULFATE-ADENYLYLTRANS-CPLX":1,"CYSD-MONOMER":-4,"CYSN-MONOMER":-4}	"sulfate adenylyltransferase"	
"SULFITE-REDUCT-CPLX_RXN"	{"SULFITE-REDUCT-CPLX":1,"CPLX0-7841":-1,"BETACOMP-MONOMER":-4}	"assimilatory sulfite reductase (NADPH)"	
"SUPEROX-DISMUTFE-CPLX_RXN"	{"SUPEROX-DISMUTFE-CPLX":1,"SUPEROX-DISMUTFE-MONOMER":-2}	"superoxide dismutase (Fe)"	
"SUPEROX-DISMUTMN-CPLX_RXN"	{"SUPEROX-DISMUTMN-CPLX":1,"SUPEROX-DISMUTMN-MONOMER":-2}	"superoxide dismutase (Mn)"	
"TAP-CPLX_RXN"	{"TAP-CPLX":1,"CHEA-CPLX":-1,"CHEW-MONOMER":-2,"CPLX0-8104":-6}	"chemotaxis signaling complex - dipeptide sensing"	
"TAR-CPLX_RXN"	{"TAR-CPLX":1,"CHEA-CPLX":-1,"CHEW-MONOMER":-2,"CPLX0-8102":-6}	"chemotaxis signaling complex - aspartate sensing"	
"TATABCE-CPLX_RXN"	{"TATABCE-CPLX":1,"G7808-MONOMER":null,"EG11479-MONOMER":null,"EG11305-MONOMER":null,"TATA":null}	"twin arginine protein translocation system"	
"THIOESTERII-CPLX_RXN"	{"THIOESTERII-CPLX":1,"THIOESTERII-MONOMER":-4}	"acyl-CoA thioesterase II"	
"THIOREDOXIN-REDUCT-NADPH-CPLX_RXN"	{"THIOREDOXIN-REDUCT-NADPH-CPLX":1,"THIOREDOXIN-REDUCT-NADPH-MONOMER":-2}	null	
"THREDEHYDCAT-CPLX_RXN"	{"THREDEHYDCAT-CPLX":1,"THREDEHYDCAT-MONOMER":-4}	"catabolic threonine dehydratase"	
"THREDEHYDSYN-CPLX_RXN"	{"THREDEHYDSYN-CPLX":1,"THREDEHYDSYN-MONOMER":-4}	"threonine deaminase"	
"THREODEHYD-CPLX_RXN"	{"THREODEHYD-CPLX":1,"THREODEHYD-MONOMER":-4}	null	
"THRS-CPLX_RXN"	{"THRS-CPLX":1,"THRS-MONOMER":-2}	null	
"THYMIDYLATESYN-CPLX_RXN"	{"THYMIDYLATESYN-CPLX":1,"THYMIDYLATESYN-MONOMER":-2}	null	
"TMAOREDUCTI-CPLX_RXN"	{"TMAOREDUCTI-CPLX":1,"EG11815-MONOMER":null,"TORA-MONOMER":null}	"menaquinol:trimethylamine <i>N</i>-oxide oxidoreductase I"	
"TORR-CPLX_RXN"	{"TORR-CPLX":1,"TORR-MONOMER":-2}	"DNA-binding transcriptional dual regulator TorR"	
"TORS-CPLX_RXN"	{"TORS-CPLX":1,"TORS-MONOMER":-2}	"sensory histidine kinase TorS"	
"TPI_RXN"	{"TPI":1,"TPI-MONOMER":-2}	null	
"TRANS-200-CPLX_RXN"	{"TRANS-200-CPLX":1,"CPLX0-7964":-1,"MACB":-2,"MACA":-6}	"ABC-type tripartite efflux pump"	
"TRANS-CPLX-201_RXN"	{"TRANS-CPLX-201":1,"CPLX0-7964":-1,"EG11703-MONOMER":-6,"ACRB-MONOMER":-3}	"multidrug efflux pump AcrAB-TolC"	
"TRANS-CPLX-202_RXN"	{"TRANS-CPLX-202":1,"CPLX0-7964":-1,"B2076-MONOMER":-1,"B2075-MONOMER":-2,"MDTA":-1}	"multidrug efflux pump MdtABC-TolC"	
"TRANS-CPLX-203_RXN"	{"TRANS-CPLX-203":1,"EG12283-MONOMER":-1,"EG12282-MONOMER":-1,"MONOMER0-422":-1}	null	
"TRANS-CPLX-204_RXN"	{"TRANS-CPLX-204":1,"CPLX0-7964":-1,"EG12240-MONOMER":-1,"YHIV-MONOMER":-1}	"multidrug efflux pump MdtEF-TolC"	
"TRANSALDOLB-CPLX_RXN"	{"TRANSALDOLB-CPLX":1,"TRANSALDOLB-MONOMER":-2}	"transaldolase B"	
"TRANSENOYLCOARED-CPLX_RXN"	{"TRANSENOYLCOARED-CPLX":1,"TRANSENOYLCOARED-MONOMER":-2}	null	
"TRANSKETOI-CPLX_RXN"	{"TRANSKETOI-CPLX":1,"TRANSKETOI-MONOMER":-2}	"transketolase 1"	
"TRG-CPLX_RXN"	{"TRG-CPLX":1,"CHEA-CPLX":-1,"CHEW-MONOMER":-2,"CPLX0-8105":-6}	"chemotaxis signaling complex - ribose/galactose/glucose sensing"	
"TRPS-CPLX_RXN"	{"TRPS-CPLX":1,"TRPS-MONOMER":-2}	null	
"TRYPSYN_RXN"	{"TRYPSYN":1,"TRYPSYN-APROTEIN":-2,"CPLX0-2401":-1}	null	
"TRYPTOPHAN-CPLX_RXN"	{"TRYPTOPHAN-CPLX":1,"TRYPTOPHAN-MONOMER":-4}	null	
"TSR-CPLX_RXN"	{"TSR-CPLX":1,"CHEW-MONOMER":-2,"CHEA-CPLX":-1,"CPLX0-8103":-6}	"chemotaxis signaling complex - serine sensing"	
"TYRB-DIMER_RXN"	{"TYRB-DIMER":1,"TYRB-MONOMER":-2}	"tyrosine aminotransferase"	
"TYRS-CPLX_RXN"	{"TYRS-CPLX":1,"TYRS-MONOMER":-2}	null	
"UDHA-CPLX_RXN"	{"UDHA-CPLX":1,"UDHA-MONOMER":-8}	"soluble pyridine nucleotide transhydrogenase"	
"UDPGLUCEPIM-CPLX_RXN"	{"UDPGLUCEPIM-CPLX":1,"UDPGLUCEPIM-MONOMER":-2}	null	
"UDPNACETYLGLUCOSAMACYLTRANS-CPLX_RXN"	{"UDPNACETYLGLUCOSAMACYLTRANS-CPLX":1,"UDPNACETYLGLUCOSAMACYLTRANS-MONOMER":-3}	"acyl-[acyl-carrier-protein]&mdash;UDP-<i>N</i>-acetylglucosamine <i>O</i>-acyltransferase"	
"UMPKI-CPLX_RXN"	{"UMPKI-CPLX":1,"UMPKI-MONOMER":-6}	"UMP kinase"	
"UPPSYN-CPLX_RXN"	{"UPPSYN-CPLX":1,"UPPSYN-MONOMER":-2}	"<i>ditrans,polycis</i>-undecaprenyl-diphosphate synthase [(2<i>E</i>,6<i>E</i>)-farnesyl-diphosphate specific]"	
"URACIL-PRIBOSYLTRANS-CPLX_RXN"	{"URACIL-PRIBOSYLTRANS-CPLX":1,"URACIL-PRIBOSYLTRANS-MONOMER":-3}	null	
"URPHOS-CPLX_RXN"	{"URPHOS-CPLX":1,"URPHOS-MONOMER":-6}	null	
"UVRABC-CPLX_RXN"	{"UVRABC-CPLX":1,"EG11062-MONOMER":null,"EG11063-MONOMER":null,"EG11061-MONOMER":null}	"excision nuclease UvrABC"	
"XANTHOSINEPHOSPHORY-CPLX_RXN"	{"XANTHOSINEPHOSPHORY-CPLX":1,"XANTHOSINEPHOSPHORY-MONOMER":-6}	"xanthosine phosphorylase"	
"XYLISOM-CPLX_RXN"	{"XYLISOM-CPLX":1,"XYLISOM-MONOMER":-2}	null	
"YDGEF-CPLX_RXN"	{"YDGEF-CPLX":1,"B1600-MONOMER":null,"B1599-MONOMER":null}	"multidrug/spermidine efflux pump"	
"CPLX0-1041_RXN"	{"CPLX0-1041":1,"CSRB-RNA":-1,"EG11447-MONOMER":-18}	"CsrA complex with CsrB RNA"	
"CPLX0-1382_RXN"	{"CPLX0-1382":1,"RNPB-RNA":-1,"EG10862-MONOMER":-1}	"RNase P"	
"CPLX0-3953_RXN"	{"CPLX0-3953":1,"RRSA-RRNA":null,"EG10900-MONOMER":null,"EG10901-MONOMER":null,"EG10902-MONOMER":null,"EG10903-MONOMER":null,"EG10904-MONOMER":null,"EG10905-MONOMER":null,"EG10906-MONOMER":null,"EG10907-MONOMER":null,"EG10908-MONOMER":null,"EG10909-MONOMER":null,"EG10910-MONOMER":null,"EG10911-MONOMER":null,"EG10912-MONOMER":null,"EG10913-MONOMER":null,"EG10914-MONOMER":null,"EG10915-MONOMER":null,"EG10916-MONOMER":null,"EG10917-MONOMER":null,"EG10918-MONOMER":null,"EG10919-MONOMER":null,"EG10920-MONOMER":null,"EG11508-MONOMER":null}	"30S ribosomal subunit"	
"CPLX0-3962_RXN"	{"CPLX0-3962":1,"RRLA-RRNA":null,"RRFA-RRNA":null,"EG10864-MONOMER":null,"EG10865-MONOMER":null,"EG10866-MONOMER":null,"EG10867-MONOMER":null,"EG10868-MONOMER":null,"EG10869-MONOMER":null,"CPLX0-3956":null,"EG10870-MONOMER":null,"EG10872-MONOMER":null,"EG10874-MONOMER":null,"EG10875-MONOMER":null,"EG10876-MONOMER":null,"EG10877-MONOMER":null,"EG10878-MONOMER":null,"EG10879-MONOMER":null,"EG10880-MONOMER":null,"EG10881-MONOMER":null,"EG50001-MONOMER":null,"EG10882-MONOMER":null,"EG10883-MONOMER":null,"EG10884-MONOMER":null,"EG10885-MONOMER":null,"EG50002-MONOMER":null,"EG10886-MONOMER":null,"EG10887-MONOMER":null,"EG10888-MONOMER":null,"EG10889-MONOMER":null,"EG10890-MONOMER":null,"EG10891-MONOMER":null,"EG10892-MONOMER":null,"EG11231-MONOMER":null,"EG11232-MONOMER":null}	"50S ribosomal subunit"	
"CPLX0-3964_RXN"	{"CPLX0-3964":1,"CPLX0-3953":-1,"CPLX0-3962":-1}	"ribosome"	
"CPLX0-8028_RXN"	{"CPLX0-8028":1,"IS061-RNA":null,"CPLX0-7956":null}	"CsrA complex with McaS RNA"	
"CPLX0-8053_RXN"	{"CPLX0-8053":1,"EG10942-MONOMER":null}	"SelB-L-selenocysteinyl-tRNA<sup>sec</sup>"	
"CPLX0-8253_RXN"	{"CPLX0-8253":1,"CSRC-RNA":-1,"EG11447-MONOMER":-9}	"CsrA complex with CsrC RNA"	
"SRP-CPLX_RXN"	{"SRP-CPLX":1,"EG10300-MONOMER":null,"FFS-RNA":null}	"Signal Recognition Particle"	
# Reactions below were added to save some 1CS reactions
"CPLX0-7796APO_RXN"	{"CPLX0-7796APO": 1, "PD04032": -2}	null
# Reactions below were added to save some 2CS reactions
"ARCB-CPLX_RXN"	{"ARCB-CPLX": 1, "ARCB-MONOMER": -2}	null
