# From Sanchez-Vazquez et al. Genome-wide effects on Escherichia coli transcription from ppGpp binding to its two sites on RNA polymerase. PNAS. 2019. (Dataset S01)
# Downloaded from: https://www.pnas.org/highwire/filestream/859108/field_highwire_adjunct_files/1/pnas.1819682116.sd01.xlsx
"Gene"	"Synonym"	"length"	"Start"	"end"	"Strand"	"1+2+ 5 min"	"1+2+ 5 min Category"	"1+2+ 10 min"	"1+2+ 10 min Category"	"1-2- 5 min"	"1-2- 5 min Category"	"1-2- 10 min"	"1-2- 10 min Category"	"1-2-/1+2+ 0 min"	"1-2-/1+2+ 0 min Category"
"yjjK"	"b4391"	1668	4628855	4630522	"-"	-0.36	"C"	-0.59	"C"	-0.05	"E"	-0.23	"C"	0.23	"D"
"uvrA"	"b4058"	2823	4271049	4273871	"-"	-0.65	"C"	-0.43	"C"	-0.17	"E"	-0.52	"C"	0.64	"D"
"pgpA"	"b0418"	519	436589	437107	"+"	-0.55	"C"	-0.40	"C"	-0.14	"E"	-0.37	"C"	0.33	"D"
"bamB"	"b2512"	1179	2637474	2638652	"-"	-0.31	"C"	-0.51	"C"	-0.06	"E"	-0.31	"C"	0.11	"D"
"btuF"	"b0158"	801	177662	178462	"-"	-0.84	"C"	-0.94	"C"	-0.43	"E"	-0.60	"C"	0.60	"D"
"dnaT"	"b4362"	540	4600978	4601517	"-"	-0.89	"C"	-0.74	"C"	-0.45	"E"	-0.50	"C"	0.41	"D"
"ccmF"	"b2196"	1944	2292961	2294904	"-"	-0.91	"C"	-0.76	"C"	-0.11	"E"	-0.58	"C"	0.58	"D"
"ubiG"	"b2232"	723	2339567	2340289	"+"	-0.53	"C"	-0.78	"C"	-0.07	"E"	-0.43	"C"	0.26	"D"
"yjiY"	"b4354"	2151	4589129	4591279	"-"	-0.39	"C"	-0.78	"C"	-0.02	"E"	-0.29	"C"	0.56	"D"
"ftsP"	"b3017"	1413	3161257	3162669	"-"	-0.44	"C"	-0.47	"C"	-0.12	"E"	-0.40	"C"	0.27	"D"
"ppiD"	"b0441"	1872	461915	463786	"+"	-0.37	"C"	-0.60	"C"	-0.19	"E"	-0.60	"C"	0.42	"D"
"lolD"	"b1117"	702	1176619	1177320	"+"	-0.31	"C"	-0.69	"C"	0.02	"E"	-0.29	"C"	0.52	"D"
"hrpA"	"b1413"	3903	1483061	1486963	"+"	-0.72	"C"	-0.87	"C"	-0.17	"E"	-0.37	"C"	-0.03	"E"
"murC"	"b0091"	1476	100765	102240	"+"	-0.78	"C"	-0.29	"C"	-0.24	"E"	-0.43	"C"	0.05	"E"
"trkA"	"b3290"	1377	3436518	3437894	"+"	-0.87	"C"	-0.95	"C"	-0.14	"E"	-0.33	"C"	0.11	"E"
"fabD"	"b1092"	930	1149728	1150657	"+"	-0.59	"C"	-0.91	"C"	-0.15	"E"	-0.27	"C"	-0.10	"E"
"murG"	"b0090"	1068	99644	100711	"+"	-0.98	"C"	-0.56	"C"	-0.29	"E"	-0.68	"C"	-0.02	"E"
"yjgA"	"b4234"	552	4457314	4457865	"-"	-0.97	"C"	-0.87	"C"	-0.24	"E"	-0.43	"C"	-0.10	"E"
"ftsW"	"b0089"	1245	98403	99647	"+"	-0.72	"C"	-0.45	"C"	-0.26	"E"	-0.54	"C"	-0.03	"E"
"hisS"	"b2514"	1275	2639301	2640575	"-"	-0.57	"C"	-0.78	"C"	-0.12	"E"	-0.35	"C"	0.06	"E"
"ftsQ"	"b0093"	831	103155	103985	"+"	-0.50	"C"	-0.26	"C"	-0.22	"E"	-0.37	"C"	-0.07	"E"
"sapA"	"b1294"	1644	1355467	1357110	"-"	-0.73	"C"	-0.97	"C"	-0.15	"E"	-0.55	"C"	-0.01	"E"
"rseP"	"b0176"	1353	196546	197898	"+"	-0.49	"C"	-0.87	"C"	-0.08	"E"	-0.33	"C"	-0.14	"E"
"tsaA"	"b0195"	708	218887	219594	"-"	-0.68	"C"	-0.94	"C"	-0.22	"E"	-0.51	"C"	0.12	"E"
"sapD"	"b1291"	993	1352636	1353628	"-"	-0.47	"C"	-0.76	"C"	-0.14	"E"	-0.42	"C"	0.04	"E"
"sapF"	"b1290"	807	1351828	1352634	"-"	-0.61	"C"	-0.90	"C"	-0.16	"E"	-0.36	"C"	0.11	"E"
"acrB"	"b0462"	3150	481254	484403	"-"	-0.39	"C"	-0.74	"C"	0.03	"E"	-0.23	"C"	0.15	"E"
"mraY"	"b0087"	1083	96002	97084	"+"	-0.41	"C"	-0.38	"C"	-0.17	"E"	-0.37	"C"	0.00	"E"
"menF"	"b2265"	1296	2379348	2380643	"-"	-0.43	"C"	-0.55	"C"	-0.27	"E"	-0.38	"C"	0.07	"E"
"valS"	"b4258"	2856	4480982	4483837	"-"	-0.53	"C"	-0.67	"C"	-0.06	"E"	-0.47	"C"	-0.13	"E"
"yhdE"	"b3248"	594	3397785	3398378	"-"	-0.56	"C"	-0.63	"C"	-0.13	"E"	-0.45	"C"	-0.13	"E"
"pdxB"	"b2320"	1137	2436715	2437851	"-"	-0.33	"C"	-0.67	"C"	0.00	"E"	-0.34	"C"	0.00	"E"
"menB"	"b2262"	858	2375962	2376819	"-"	-0.46	"C"	-0.67	"C"	-0.17	"E"	-0.45	"C"	0.10	"E"
"wecE"	"b3791"	1131	3975146	3976276	"+"	-0.33	"C"	-0.81	"C"	-0.07	"E"	-0.28	"C"	-0.10	"E"
"fdhD"	"b3895"	834	4086016	4086849	"+"	-0.32	"C"	-0.37	"C"	-0.13	"E"	-0.36	"C"	-0.03	"E"
"pyrB"	"b4245"	936	4471460	4472395	"-"	-0.84	"C"	-0.64	"C"	0.41	"E"	0.69	"D"	3.79	"B"
"tatD"	"b4483"	783	4023554	4024336	"+"	-0.64	"C"	-0.72	"C"	0.28	"E"	0.48	"D"	-0.25	"C"
"sdhB"	"b0724"	717	757689	758405	"+"	-0.33	"C"	-0.35	"C"	0.12	"E"	0.32	"D"	-0.20	"C"
"yggL"	"b2959"	327	3101807	3102133	"-"	-0.57	"C"	-0.30	"C"	0.11	"E"	0.31	"D"	0.49	"D"
"coaD"	"b3634"	480	3809825	3810304	"+"	-0.52	"C"	-0.54	"C"	0.12	"E"	0.36	"D"	0.27	"D"
"tatE"	"b0627"	204	658947	659150	"+"	-0.55	"C"	-0.68	"C"	-0.02	"E"	0.42	"D"	0.38	"D"
"rdgC"	"b0393"	912	409108	410019	"-"	-0.29	"C"	-0.31	"C"	0.11	"E"	0.25	"D"	0.24	"D"
"dksA"	"b0145"	456	160149	160604	"-"	-0.36	"C"	-0.32	"C"	0.14	"E"	0.43	"D"	-0.08	"E"
"yobD"	"b1820"	459	1904801	1905259	"+"	-0.63	"C"	-0.55	"C"	0.41	"E"	0.67	"D"	-0.33	"E"
"potG"	"b0855"	1134	894991	896124	"+"	-0.89	"C"	-0.57	"C"	-0.07	"E"	-0.12	"E"	-1.47	"A"
"potH"	"b0856"	954	896134	897087	"+"	-0.93	"C"	-0.82	"C"	-0.58	"E"	-0.27	"E"	-1.25	"A"
"uidA"	"b1617"	1812	1694260	1696071	"-"	-0.75	"C"	-0.88	"C"	0.12	"E"	0.14	"E"	-2.28	"A"
"yigM"	"b3827"	900	4011076	4011975	"+"	-0.50	"C"	-0.76	"C"	-0.11	"E"	-0.26	"E"	1.15	"B"
"carA"	"b0032"	1149	29651	30799	"+"	-0.50	"C"	-0.39	"C"	0.01	"E"	-0.23	"E"	1.45	"B"
"parC"	"b3019"	2259	3163715	3165973	"-"	-0.57	"C"	-0.78	"C"	-0.02	"E"	-0.15	"E"	-0.25	"C"
"argD"	"b3359"	1221	3488960	3490180	"-"	-0.89	"C"	-0.71	"C"	-0.29	"E"	-0.22	"E"	-0.54	"C"
"ygaZ"	"b2682"	738	2809617	2810354	"+"	-0.50	"C"	-0.79	"C"	-0.06	"E"	-0.11	"E"	-0.77	"C"
"sdhA"	"b0723"	1767	755907	757673	"+"	-0.50	"C"	-0.50	"C"	0.06	"E"	0.06	"E"	-0.24	"C"
"ppiA"	"b3363"	573	3491725	3492297	"-"	-0.61	"C"	-1.00	"C"	-0.23	"E"	-0.28	"E"	-0.29	"C"
"maa"	"b0459"	552	479367	479918	"-"	-0.76	"C"	-1.00	"C"	-0.20	"E"	-0.16	"E"	-0.24	"C"
"ybjX"	"b0877"	993	918128	919120	"-"	-0.41	"C"	-0.77	"C"	0.15	"E"	0.07	"E"	-0.17	"C"
"sdhC"	"b0721"	390	755177	755566	"+"	-0.67	"C"	-0.96	"C"	0.35	"E"	0.29	"E"	-0.37	"C"
"epmB"	"b4146"	1029	4374629	4375657	"-"	-0.52	"C"	-0.65	"C"	0.14	"E"	0.00	"E"	-0.43	"C"
"pppA"	"b2972"	810	3113543	3114352	"-"	-0.57	"C"	-0.95	"C"	-0.07	"E"	-0.13	"E"	-0.72	"C"
"hslJ"	"b1379"	423	1441321	1441743	"-"	-0.61	"C"	-0.93	"C"	-0.03	"E"	-0.02	"E"	-0.30	"C"
"rsmD"	"b3465"	597	3604393	3604989	"+"	-0.62	"C"	-0.82	"C"	-0.10	"E"	-0.01	"E"	-0.54	"C"
"ygaH"	"b2683"	336	2810344	2810679	"+"	-0.66	"C"	-0.96	"C"	-0.06	"E"	-0.41	"E"	-0.68	"C"
"coaE"	"b0103"	621	112599	113219	"-"	-0.50	"C"	-0.54	"C"	0.15	"E"	0.13	"E"	-0.56	"C"
"map"	"b0168"	795	188712	189506	"-"	-0.38	"C"	-0.66	"C"	-0.08	"E"	-0.07	"E"	-0.36	"C"
"yebK"	"b1853"	870	1936652	1937521	"+"	-0.59	"C"	-0.82	"C"	-0.43	"E"	-0.25	"E"	-0.54	"C"
"fhuD"	"b0152"	891	170575	171465	"+"	-0.55	"C"	-0.97	"C"	-0.07	"E"	-0.21	"E"	-0.64	"C"
"waaJ"	"b3626"	1017	3800983	3801999	"-"	-0.50	"C"	-0.88	"C"	-0.03	"E"	-0.21	"E"	-0.46	"C"
"acpP"	"b1094"	237	1151615	1151851	"+"	-0.35	"C"	-0.59	"C"	-0.02	"E"	-0.08	"E"	-0.18	"C"
"mutT"	"b0099"	390	111044	111433	"+"	-0.59	"C"	-0.69	"C"	0.62	"E"	0.27	"E"	-0.81	"C"
"bcsA"	"b3533"	2619	3692618	3695236	"-"	-0.50	"C"	-0.89	"C"	-0.11	"E"	-0.21	"E"	-0.57	"C"
"glmZ"	"b4456"	207	3986432	3986638	"+"	-0.42	"C"	-0.61	"C"	-0.24	"E"	-0.13	"E"	-0.43	"C"
"cpdA"	"b3032"	828	3176006	3176833	"-"	-0.24	"C"	-0.44	"C"	0.04	"E"	-0.02	"E"	-0.26	"C"
"tyrA"	"b2600"	1122	2738948	2740069	"-"	-0.29	"C"	-0.81	"C"	0.07	"E"	-0.11	"E"	-0.70	"C"
"ribF"	"b0025"	942	21407	22348	"+"	-0.21	"C"	-0.40	"C"	-0.06	"E"	-0.13	"E"	-0.28	"C"
"yigE"	"b4482"	765	4000292	4001056	"-"	-0.68	"C"	-0.61	"C"	0.20	"E"	0.38	"E"	-0.60	"C"
"oppB"	"b1244"	921	1302899	1303819	"+"	-0.40	"C"	-0.44	"C"	0.02	"E"	-0.27	"E"	-0.34	"C"
"arsR"	"b3501"	354	3648528	3648881	"+"	-0.84	"C"	-0.93	"C"	0.09	"E"	-0.03	"E"	-0.63	"C"
"ldtC"	"b1113"	963	1169412	1170374	"-"	-0.49	"C"	-0.96	"C"	-0.14	"E"	-0.08	"E"	-0.41	"C"
"treB"	"b4240"	1422	4464759	4466180	"-"	-0.53	"C"	-0.77	"C"	0.05	"E"	0.27	"E"	-0.57	"C"
"rsgA"	"b4161"	1053	4390457	4391509	"-"	-0.21	"C"	-0.51	"C"	-0.16	"E"	-0.24	"E"	-0.40	"C"
"ribA"	"b1277"	591	1338570	1339160	"-"	-0.84	"C"	-0.78	"C"	-0.02	"E"	0.12	"E"	0.24	"D"
"truD"	"b2745"	1050	2870255	2871304	"-"	-0.64	"C"	-0.93	"C"	-0.06	"E"	-0.09	"E"	0.41	"D"
"dacA"	"b0632"	1212	662752	663963	"-"	-0.68	"C"	-0.98	"C"	-0.02	"E"	0.01	"E"	0.34	"D"
"murI"	"b3967"	858	4165428	4166285	"+"	-0.81	"C"	-0.94	"C"	-0.08	"E"	-0.12	"E"	0.40	"D"
"ybhA"	"b0766"	819	797613	798431	"-"	-0.92	"C"	-0.99	"C"	0.03	"E"	-0.02	"E"	0.28	"D"
"lpxC"	"b0096"	918	106557	107474	"+"	-0.43	"C"	-0.20	"C"	-0.06	"E"	-0.11	"E"	0.16	"D"
"spoT"	"b3650"	2109	3822400	3824508	"+"	-0.83	"C"	-0.86	"C"	0.03	"E"	-0.10	"E"	0.24	"D"
"apaG"	"b0050"	378	51229	51606	"-"	-0.82	"C"	-0.87	"C"	-0.27	"E"	-0.24	"E"	0.35	"D"
"lipB"	"b0630"	642	661637	662278	"-"	-0.78	"C"	-0.80	"C"	-0.04	"E"	-0.07	"E"	0.76	"D"
"yjjG"	"b4374"	678	4608646	4609323	"+"	-0.94	"C"	-0.70	"C"	0.09	"E"	-0.03	"E"	0.91	"D"
"dnaB"	"b4052"	1416	4264314	4265729	"+"	-0.56	"C"	-0.69	"C"	0.07	"E"	0.07	"E"	0.17	"D"
"ispF"	"b2746"	480	2871301	2871780	"-"	-0.77	"C"	-0.91	"C"	-0.12	"E"	-0.07	"E"	0.56	"D"
"pncB"	"b0931"	1203	989154	990356	"-"	-0.78	"C"	-0.77	"C"	0.10	"E"	0.01	"E"	0.38	"D"
"pqiB"	"b0951"	1641	1013259	1014899	"+"	-0.75	"C"	-0.89	"C"	-0.16	"E"	-0.12	"E"	0.58	"D"
"fabA"	"b0954"	519	1015952	1016470	"-"	-0.61	"C"	-0.88	"C"	-0.01	"E"	0.01	"E"	0.25	"D"
"ribE"	"b0415"	471	434647	435117	"+"	-0.67	"C"	-0.45	"C"	-0.04	"E"	-0.13	"E"	0.58	"D"
"folP"	"b3177"	849	3324063	3324911	"-"	-0.82	"C"	-0.49	"C"	0.07	"E"	-0.09	"E"	0.28	"D"
"mioC"	"b3742"	444	3926012	3926455	"-"	-0.68	"C"	-0.59	"C"	-0.11	"E"	0.12	"E"	0.95	"D"
"yggN"	"b2958"	720	3100904	3101623	"-"	-0.97	"C"	-0.80	"C"	-0.07	"E"	0.06	"E"	0.27	"D"
"mutS"	"b2733"	2562	2857093	2859654	"+"	-0.63	"C"	-0.97	"C"	0.03	"E"	-0.14	"E"	0.18	"D"
"folD"	"b0529"	867	556875	557741	"-"	-0.99	"C"	-0.95	"C"	0.07	"E"	-0.02	"E"	0.53	"D"
"rlmD"	"b2785"	1302	2913699	2915000	"-"	-0.73	"C"	-0.61	"C"	0.07	"E"	-0.09	"E"	0.39	"D"
"fnr"	"b1334"	753	1398774	1399526	"-"	-0.63	"C"	-0.48	"C"	-0.13	"E"	-0.14	"E"	0.37	"D"
"yajR"	"b0427"	1365	445302	446666	"-"	-0.73	"C"	-0.95	"C"	-0.07	"E"	-0.15	"E"	0.29	"D"
"ybhB"	"b0773"	477	807433	807909	"-"	-0.61	"C"	-0.42	"C"	-0.06	"E"	-0.15	"E"	0.87	"D"
"yejG"	"b2181"	345	2277893	2278237	"-"	-0.70	"C"	-0.71	"C"	0.10	"E"	0.10	"E"	0.60	"D"
"insH11"	"b0259"	1017	574737	575753	"-"	-0.54	"C"	-0.76	"C"	0.00	"E"	-0.10	"E"	-0.21	"D"
"insH110"	"b0552"	1017	274101	275117	"-"	-0.54	"C"	-0.76	"C"	0.00	"E"	-0.10	"E"	-0.21	"D"
"insH12"	"b0656"	1017	687997	689013	"-"	-0.54	"C"	-0.76	"C"	0.00	"E"	-0.10	"E"	-0.21	"D"
"insH13"	"b1331"	1017	1396076	1397092	"+"	-0.54	"C"	-0.76	"C"	0.00	"E"	-0.10	"E"	-0.21	"D"
"insH15"	"b2030"	1017	2101895	2102911	"-"	-0.54	"C"	-0.76	"C"	0.00	"E"	-0.10	"E"	-0.21	"D"
"insH16"	"b2192"	1017	2289065	2290081	"-"	-0.54	"C"	-0.76	"C"	0.00	"E"	-0.10	"E"	-0.21	"D"
"insH17"	"b2982"	1017	3130178	3131194	"+"	-0.54	"C"	-0.76	"C"	0.00	"E"	-0.10	"E"	-0.21	"D"
"insH18"	"b3218"	1017	3365702	3366718	"-"	-0.54	"C"	-0.76	"C"	0.00	"E"	-0.10	"E"	-0.21	"D"
"insH19"	"b3505"	1017	3652182	3653198	"-"	-0.54	"C"	-0.76	"C"	0.00	"E"	-0.10	"E"	-0.21	"D"
"gyrA"	"b2231"	2628	2336793	2339420	"-"	-0.56	"C"	-0.56	"C"	0.05	"E"	-0.06	"E"	0.71	"D"
"cyoE"	"b0428"	891	446815	447705	"-"	-0.53	"C"	-0.57	"C"	-0.03	"E"	-0.11	"E"	0.31	"D"
"dfp"	"b3639"	1221	3812731	3813951	"+"	-0.57	"C"	-0.49	"C"	0.08	"E"	-0.04	"E"	0.51	"D"
"rsmC"	"b4371"	1032	4606669	4607700	"-"	-0.60	"C"	-0.69	"C"	-0.09	"E"	-0.22	"E"	0.51	"D"
"kdsB"	"b0918"	747	970852	971598	"+"	-0.45	"C"	-0.59	"C"	-0.03	"E"	-0.13	"E"	0.25	"D"
"dut"	"b3640"	456	3813932	3814387	"+"	-0.43	"C"	-0.50	"C"	0.06	"E"	0.14	"E"	0.48	"D"
"ppiC"	"b3775"	282	3959532	3959813	"-"	-0.77	"C"	-0.68	"C"	-0.05	"E"	0.15	"E"	0.38	"D"
"lolC"	"b1116"	1200	1175427	1176626	"+"	-0.61	"C"	-1.00	"C"	-0.03	"E"	-0.28	"E"	0.39	"D"
"lolE"	"b1118"	1245	1177320	1178564	"+"	-0.52	"C"	-0.99	"C"	-0.04	"E"	-0.18	"E"	0.34	"D"
"potD"	"b1123"	1047	1181783	1182829	"-"	-0.64	"C"	-0.90	"C"	0.13	"E"	0.10	"E"	0.95	"D"
"umpG"	"b2744"	762	2869513	2870274	"-"	-0.43	"C"	-0.61	"C"	0.00	"E"	-0.08	"E"	0.31	"D"
"yibB"	"b3618"	858	3792826	3793683	"-"	-0.63	"C"	-0.76	"C"	-0.29	"E"	-0.24	"E"	0.83	"D"
"sbcD"	"b0398"	1203	415750	416952	"-"	-0.59	"C"	-0.37	"C"	0.04	"E"	-0.02	"E"	0.55	"D"
"recG"	"b3652"	2082	3825210	3827291	"+"	-0.53	"C"	-0.51	"C"	-0.04	"E"	-0.04	"E"	0.64	"D"
"ccmC"	"b2199"	738	2295583	2296320	"-"	-0.90	"C"	-0.93	"C"	-0.08	"E"	-0.29	"E"	0.52	"D"
"usg"	"b2319"	1014	2435636	2436649	"-"	-0.46	"C"	-0.31	"C"	-0.04	"E"	-0.17	"E"	0.27	"D"
"mltB"	"b2701"	1086	2824491	2825576	"-"	-0.59	"C"	-0.83	"C"	0.15	"E"	0.09	"E"	0.48	"D"
"tsaD"	"b3064"	1014	3209530	3210543	"-"	-0.66	"C"	-0.72	"C"	-0.07	"E"	-0.29	"E"	0.66	"D"
"dedD"	"b2314"	663	2431022	2431684	"-"	-0.51	"C"	-0.77	"C"	-0.07	"E"	-0.01	"E"	0.46	"D"
"ybjO"	"b0858"	489	897989	898477	"+"	-0.86	"C"	-0.77	"C"	0.02	"E"	-0.15	"E"	0.32	"D"
"ubiD"	"b3843"	1494	4024988	4026481	"+"	-0.29	"C"	-0.23	"C"	-0.08	"E"	-0.14	"E"	0.34	"D"
"plsC"	"b3018"	738	3162744	3163481	"-"	-0.43	"C"	-0.80	"C"	-0.06	"E"	-0.09	"E"	0.17	"D"
"rluE"	"b1135"	654	1194298	1194951	"-"	-0.81	"C"	-0.40	"C"	-0.08	"E"	0.06	"E"	0.67	"D"
"yfeH"	"b2410"	999	2526946	2527944	"+"	-0.57	"C"	-0.67	"C"	-0.02	"E"	-0.09	"E"	0.23	"D"
"murB"	"b3972"	1029	4172057	4173085	"+"	-0.39	"C"	-0.28	"C"	0.05	"E"	0.16	"E"	0.18	"D"
"slmA"	"b3641"	597	3814494	3815090	"+"	-0.41	"C"	-0.68	"C"	0.13	"E"	0.19	"E"	0.38	"D"
"smrA"	"b1340"	564	1405979	1406542	"+"	-0.65	"C"	-0.48	"C"	0.10	"E"	0.16	"E"	0.75	"D"
"fruK"	"b2168"	939	2261427	2262365	"-"	-0.73	"C"	-0.45	"C"	0.06	"E"	-0.13	"E"	0.38	"D"
"cyoC"	"b0430"	615	448046	448660	"-"	-0.52	"C"	-0.64	"C"	0.05	"E"	0.00	"E"	0.31	"D"
"cyoB"	"b0431"	1992	448650	450641	"-"	-0.70	"C"	-0.79	"C"	0.11	"E"	-0.02	"E"	0.33	"D"
"birA"	"b3973"	966	4173082	4174047	"+"	-0.49	"C"	-0.32	"C"	-0.03	"E"	-0.05	"E"	0.37	"D"
"kdgR"	"b1827"	792	1909308	1910099	"-"	-0.40	"C"	-0.53	"C"	0.01	"E"	-0.05	"E"	0.22	"D"
"yqhA"	"b3002"	495	3148977	3149471	"-"	-0.44	"C"	-0.86	"C"	0.05	"E"	0.24	"E"	0.40	"D"
"barA"	"b2786"	2757	2915057	2917813	"+"	-0.45	"C"	-0.71	"C"	-0.16	"E"	-0.11	"E"	0.26	"D"
"rlpA"	"b0633"	1089	664102	665190	"-"	-0.43	"C"	-0.45	"C"	0.03	"E"	-0.13	"E"	0.52	"D"
"frr"	"b0172"	558	192872	193429	"+"	-0.20	"C"	-0.45	"C"	0.01	"E"	-0.06	"E"	0.10	"D"
"cyoD"	"b0429"	330	447717	448046	"-"	-0.43	"C"	-0.46	"C"	0.07	"E"	0.00	"E"	0.26	"D"
"mnmH"	"b0503"	1095	530132	531226	"-"	-0.70	"C"	-0.58	"C"	-0.13	"E"	-0.08	"E"	0.60	"D"
"glpX"	"b3925"	1011	4114569	4115579	"-"	-0.55	"C"	-0.46	"C"	0.11	"E"	0.07	"E"	0.42	"D"
"lpxM"	"b1855"	972	1939222	1940193	"-"	-0.39	"C"	-0.51	"C"	0.07	"E"	0.01	"E"	0.46	"D"
"yiaD"	"b3552"	660	3716547	3717206	"+"	-0.47	"C"	-0.91	"C"	-0.06	"E"	-0.16	"E"	0.34	"D"
"yfiB"	"b2605"	483	2743625	2744107	"+"	-0.65	"C"	-0.66	"C"	-0.15	"E"	0.25	"E"	0.39	"D"
"pta"	"b2297"	2145	2414747	2416891	"+"	-0.59	"C"	-0.58	"C"	0.15	"E"	-0.04	"E"	0.69	"D"
"yggI"	"b2944"	498	3089755	3090252	"+"	-0.81	"C"	-0.94	"C"	-0.33	"E"	0.17	"E"	0.64	"D"
"rarA"	"b0892"	1344	937994	939337	"+"	-0.35	"C"	-0.46	"C"	-0.12	"E"	-0.11	"E"	0.22	"D"
"pqiC"	"b0952"	564	1014896	1015459	"+"	-0.41	"C"	-0.84	"C"	-0.12	"E"	-0.10	"E"	0.66	"D"
"wcaN"	"b2042"	894	2113434	2114327	"-"	-0.31	"C"	-0.29	"C"	0.08	"E"	0.15	"E"	0.31	"D"
"ylaC"	"b0458"	471	478781	479251	"-"	-0.43	"C"	-0.50	"C"	-0.22	"E"	-0.10	"E"	0.53	"D"
"trxB"	"b0888"	966	931085	932050	"-"	-0.23	"C"	-0.38	"C"	0.03	"E"	0.12	"E"	0.44	"D"
"yghB"	"b3009"	660	3153563	3154222	"+"	-0.44	"C"	-0.83	"C"	0.14	"E"	0.04	"E"	0.24	"D"
"ybcH"	"b0567"	891	587091	587981	"-"	-0.67	"C"	-0.90	"C"	-0.14	"E"	-0.36	"E"	0.89	"D"
"yfgO"	"b2493"	1062	2614820	2615881	"-"	-0.44	"C"	-0.39	"C"	0.08	"E"	0.07	"E"	0.70	"D"
"fruB"	"b2169"	1131	2262365	2263495	"-"	-0.67	"C"	-0.53	"C"	-0.02	"E"	-0.14	"E"	0.62	"D"
"rdgB"	"b2954"	594	3096681	3097274	"+"	-0.39	"C"	-0.48	"C"	0.10	"E"	0.02	"E"	0.33	"D"
"ada"	"b2213"	1065	2309341	2310405	"-"	-0.71	"C"	-0.91	"C"	-0.23	"E"	-0.50	"E"	0.43	"D"
"nfrA"	"b0568"	2973	587982	590954	"-"	-0.42	"C"	-0.49	"C"	-0.16	"E"	-0.25	"E"	0.93	"D"
"cydD"	"b0887"	1767	929196	930962	"-"	-0.33	"C"	-0.35	"C"	-0.02	"E"	0.01	"E"	0.19	"D"
"btuC"	"b1711"	981	1794172	1795152	"-"	-0.50	"C"	-0.70	"C"	-0.01	"E"	-0.17	"E"	0.38	"D"
"pcm"	"b2743"	627	2868893	2869519	"-"	-0.28	"C"	-0.36	"C"	-0.12	"E"	-0.03	"E"	0.32	"D"
"pdxA"	"b0052"	990	52427	53416	"-"	-0.41	"C"	-0.87	"C"	-0.08	"E"	-0.22	"E"	0.27	"D"
"smtA"	"b0921"	786	973537	974322	"+"	-0.29	"C"	-0.33	"C"	0.11	"E"	-0.01	"E"	0.22	"D"
"yebT"	"b1834"	2634	1917510	1920143	"+"	-0.38	"C"	-0.34	"C"	-0.15	"E"	-0.07	"E"	0.33	"D"
"dinF"	"b4044"	1380	4257742	4259121	"+"	-0.40	"C"	-0.84	"C"	-0.01	"E"	-0.25	"E"	0.39	"D"
"ispE"	"b1208"	852	1262026	1262877	"-"	-0.34	"C"	-0.33	"C"	0.09	"E"	-0.07	"E"	0.22	"D"
"ycgN"	"b1181"	462	1228815	1229276	"+"	-0.37	"C"	-0.45	"C"	-0.18	"E"	-0.31	"E"	0.25	"D"
"hybA"	"b2996"	987	3144154	3145140	"-"	-0.53	"C"	-0.62	"C"	-0.22	"E"	-0.40	"E"	0.43	"D"
"yggS"	"b2951"	705	3095098	3095802	"+"	-0.30	"C"	-0.52	"C"	0.12	"E"	0.21	"E"	0.41	"D"
"queE"	"b2777"	672	2904747	2905418	"-"	-0.38	"C"	-0.55	"C"	-0.01	"E"	0.02	"E"	0.34	"D"
"tyrS"	"b1637"	1275	1715948	1717222	"-"	-0.50	"C"	-0.90	"C"	-0.11	"E"	-0.15	"E"	-0.05	"E"
"gmk"	"b3648"	624	3821428	3822051	"+"	-0.63	"C"	-0.65	"C"	0.03	"E"	0.15	"E"	0.04	"E"
"accD"	"b2316"	915	2433012	2433926	"-"	-0.60	"C"	-0.92	"C"	-0.04	"E"	-0.20	"E"	0.09	"E"
"ppa"	"b4226"	531	4449122	4449652	"-"	-0.47	"C"	-0.62	"C"	-0.13	"E"	-0.06	"E"	-0.10	"E"
"def"	"b3287"	510	3433690	3434199	"+"	-0.64	"C"	-0.60	"C"	-0.09	"E"	0.02	"E"	-0.05	"E"
"hldD"	"b3619"	933	3793987	3794919	"+"	-0.53	"C"	-0.28	"C"	-0.07	"E"	-0.14	"E"	0.06	"E"
"secM"	"b0097"	513	107705	108217	"+"	-0.60	"C"	-0.84	"C"	-0.15	"E"	-0.26	"E"	-0.16	"E"
"ispB"	"b3187"	972	3333710	3334681	"+"	-0.50	"C"	-0.53	"C"	0.10	"E"	0.05	"E"	-0.03	"E"
"dxr"	"b0173"	1197	193521	194717	"+"	-0.80	"C"	-0.99	"C"	-0.05	"E"	-0.21	"E"	-0.04	"E"
"envC"	"b3613"	1260	3786838	3788097	"+"	-0.66	"C"	-0.97	"C"	-0.07	"E"	-0.21	"E"	0.04	"E"
"yggW"	"b2955"	1137	3097267	3098403	"+"	-0.63	"C"	-0.57	"C"	-0.04	"E"	-0.19	"E"	0.15	"E"
"ypjD"	"b2611"	792	2747962	2748753	"+"	-0.70	"C"	-0.82	"C"	-0.15	"E"	-0.18	"E"	0.12	"E"
"sdhD"	"b0722"	348	755560	755907	"+"	-0.74	"C"	-0.89	"C"	0.12	"E"	0.03	"E"	-0.23	"E"
