Frame ID	Name	Process	EC	Stoichiometry (pH 7.2)	Enzyme	Direction	Comments
FEIST_DMSOR1_0	Dimethyl sulfoxide reductase (Menaquinol 8)	Metabolism		[c] : dmso + mql8 --> dms + h2o + mqn8	CPLX0-1601	forward only	
FEIST_DMSOR1_1	Dimethyl sulfoxide reductase (Menaquinol 8)	Metabolism		[c] : dmso + mql8 --> dms + h2o + mqn8	DIMESULFREDUCT-CPLX	forward only	
FEIST_DMSOR1pp	Dimethyl sulfoxide reductase (Menaquinol 8) (periplasm)	Metabolism		dmso[p] + mql8[c] --> dms[p] + h2o[p] + mqn8[c]	CPLX-63	forward only	
FEIST_DMSOR2	Dimethyl sulfoxide reductase (Demethylmenaquinol 8)	Metabolism		[c] : 2dmmql8 + dmso --> 2dmmq8 + dms + h2o	DIMESULFREDUCT-CPLX	forward only	
FEIST_DMSOR2pp	Dimethyl sulfoxide reductase (Demethylmenaquinol 8) (periplasm)	Metabolism		2dmmql8[c] + dmso[p] --> 2dmmq8[c] + dms[p] + h2o[p]	CPLX-63	forward only	
FEIST_DMSOtex_0	Dimethyl sulfoxide transport via diffusion (extracellular to periplasm)	Metabolism		dmso[e] <==> dmso[p]	MONOMER0-282	reversible	
FEIST_DMSOtex_1	Dimethyl sulfoxide transport via diffusion (extracellular to periplasm)	Metabolism		dmso[e] <==> dmso[p]	EG10671-MONOMER	reversible	
FEIST_DMSOtex_2	Dimethyl sulfoxide transport via diffusion (extracellular to periplasm)	Metabolism		dmso[e] <==> dmso[p]	G6700-MONOMER	reversible	
FEIST_DMSOtex_3	Dimethyl sulfoxide transport via diffusion (extracellular to periplasm)	Metabolism		dmso[e] <==> dmso[p]	EG10670-MONOMER	reversible	
FEIST_DMStex_0	Dimethyl sulfide transport via diffusion (extracellular to periplasm)	Metabolism		dms[e] <==> dms[p]	MONOMER0-282	reversible	
FEIST_DMStex_1	Dimethyl sulfide transport via diffusion (extracellular to periplasm)	Metabolism		dms[e] <==> dms[p]	EG10671-MONOMER	reversible	
FEIST_DMStex_2	Dimethyl sulfide transport via diffusion (extracellular to periplasm)	Metabolism		dms[e] <==> dms[p]	G6700-MONOMER	reversible	
FEIST_DMStex_3	Dimethyl sulfide transport via diffusion (extracellular to periplasm)	Metabolism		dms[e] <==> dms[p]	EG10670-MONOMER	reversible	
FEIST_DM_4HBA	Sink needed to allow 4-hydroxy-benzoate to leave system	Metabolism		[c] : 4hba -->		forward only	
FEIST_DM_5DRIB	Sink needed to allow 5'-deoxyribose to leave system	Metabolism		[c] : 5drib -->		forward only	
FEIST_DM_AACALD	Sink needed to allow aminoacetaldehyde to leave system	Metabolism		[c] : aacald -->		forward only	
FEIST_DM_HMFURN	Sink needed to allow 4-hydroxy-5-methyl-3(2H)-furanone to leave system	Metabolism		[c] : hmfurn -->		forward only	
FEIST_DM_OXAM	Sink needed to allow oxamate to leave system	Metabolism		[c] : oxam -->		forward only	
FEIST_DNMPPA	Dihydroneopterin monophosphate dephosphorylase	Metabolism		[c] : dhpmp + h2o --> dhnpt + pi		forward only	
FEIST_DNTPPA_0	Dihydroneopterin triphosphate pyrophosphatase	Metabolism		[c] : ahdt + h2o --> dhpmp + h + ppi	H2NEOPTERINP3PYROPHOSPHOHYDRO-MONOMER	forward only	
FEIST_DNTPPA_1	Dihydroneopterin triphosphate pyrophosphatase	Metabolism		[c] : ahdt + h2o --> dhpmp + h + ppi	EG10626-MONOMER	forward only	
FEIST_DOGULNR	2,3 dioxo-L-gulonate reductase	Metabolism		[c] : 23doguln + h + nadh --> 3dhguln + nad	EG12279-MONOMER	forward only	
FEIST_DOPAtex_0	dopamine transport via diffusion (extracellular to periplasm)	Metabolism		dopa[e] <==> dopa[p]	MONOMER0-282	reversible	
FEIST_DOPAtex_1	dopamine transport via diffusion (extracellular to periplasm)	Metabolism		dopa[e] <==> dopa[p]	EG10671-MONOMER	reversible	
FEIST_DOPAtex_2	dopamine transport via diffusion (extracellular to periplasm)	Metabolism		dopa[e] <==> dopa[p]	G6700-MONOMER	reversible	
FEIST_DOPAtex_3	dopamine transport via diffusion (extracellular to periplasm)	Metabolism		dopa[e] <==> dopa[p]	EG10670-MONOMER	reversible	
FEIST_DPCOAK	dephospho-CoA kinase	Metabolism	2.7.1.24	[c] : atp + dpcoa --> adp + coa + h	EG12312-MONOMER	forward only	
FEIST_DPR_0	2-dehydropantoate 2-reductase	Metabolism	1.1.1.169	[c] : 2dhp + h + nadph --> nadp + pant-R	2-DEHYDROPANTOATE-REDUCT-MONOMER	forward only	
FEIST_DPR_1	2-dehydropantoate 2-reductase	Metabolism	1.1.1.169	[c] : 2dhp + h + nadph --> nadp + pant-R	KETOLREDUCTOISOM-MONOMER	forward only	
FEIST_DRPA	deoxyribose-phosphate aldolase	Metabolism	4.1.2.4	[c] : 2dr5p --> acald + g3p	DEOXYRIBOSE-P-ALD-MONOMER	forward only	
FEIST_DSBAO1	DsbA protein reoxidation reaction (aerobic)	Metabolism		dsbard[p] + q8[c] --> dsbaox[p] + q8h2[c]	DSBBPROT-MONOMER	forward only	
FEIST_DSBAO2	DsbA protein reoxidation reaction (anaerobic)	Metabolism		dsbard[p] + mqn8[c] --> dsbaox[p] + mql8[c]	DSBBPROT-MONOMER	forward only	
FEIST_DSBCGT	DsbC:glutathione thiotransferase	Metabolism		[p] : dsbcox + (2) gthrd --> dsbcrd + gthox	DSBC-MONOMER	forward only	
FEIST_DSBDR_0	DsbD reductase	Metabolism		[c] : dsbdox + trdrd --> dsbdrd + trdox	RED-THIOREDOXIN-MONOMER	forward only	
FEIST_DSBDR_1	DsbD reductase	Metabolism		[c] : dsbdox + trdrd --> dsbdrd + trdox	RED-THIOREDOXIN2-MONOMER	forward only	
FEIST_DSBGGT	DsbG:glutathione thiotransferase	Metabolism		[p] : dsbgox + (2) gthrd --> dsbgrd + gthox	DSBG-MONOMER	forward only	
FEIST_DSERDHr	D-serine dehydrogenase	Metabolism		[c] : nadp + ser-D <==> 2amsa + h + nadph	EG12345-MONOMER	reversible	
FEIST_DSERt2pp	D-serine transport in via proton symport (periplasm)	Metabolism		h[p] + ser-D[p] --> h[c] + ser-D[c]	CYCA-MONOMER	forward only	
FEIST_DSERtex_0	D-serine transport via diffusion (extracellular to periplasm)	Metabolism		ser-D[e] <==> ser-D[p]	MONOMER0-282	reversible	
FEIST_DSERtex_1	D-serine transport via diffusion (extracellular to periplasm)	Metabolism		ser-D[e] <==> ser-D[p]	EG10671-MONOMER	reversible	
FEIST_DSERtex_2	D-serine transport via diffusion (extracellular to periplasm)	Metabolism		ser-D[e] <==> ser-D[p]	G6700-MONOMER	reversible	
FEIST_DSERtex_3	D-serine transport via diffusion (extracellular to periplasm)	Metabolism		ser-D[e] <==> ser-D[p]	EG10670-MONOMER	reversible	
FEIST_DTMPK	dTMP kinase	Metabolism	2.7.4.9	[c] : atp + dtmp <==> adp + dtdp	DTMPKI-MONOMER	reversible	
FEIST_DTMPtex_0	dTMP transport via diffusion (extracellular to periplasm)	Metabolism		dtmp[e] <==> dtmp[p]	MONOMER0-282	reversible	
FEIST_DTMPtex_1	dTMP transport via diffusion (extracellular to periplasm)	Metabolism		dtmp[e] <==> dtmp[p]	EG10671-MONOMER	reversible	
FEIST_DTMPtex_2	dTMP transport via diffusion (extracellular to periplasm)	Metabolism		dtmp[e] <==> dtmp[p]	G6700-MONOMER	reversible	
FEIST_DTMPtex_3	dTMP transport via diffusion (extracellular to periplasm)	Metabolism		dtmp[e] <==> dtmp[p]	EG10670-MONOMER	reversible	
FEIST_DUMPtex_0	dUMP transport via diffusion (extracellular to periplasm)	Metabolism		dump[e] <==> dump[p]	MONOMER0-282	reversible	
FEIST_DUMPtex_1	dUMP transport via diffusion (extracellular to periplasm)	Metabolism		dump[e] <==> dump[p]	EG10671-MONOMER	reversible	
FEIST_DUMPtex_2	dUMP transport via diffusion (extracellular to periplasm)	Metabolism		dump[e] <==> dump[p]	G6700-MONOMER	reversible	
FEIST_DUMPtex_3	dUMP transport via diffusion (extracellular to periplasm)	Metabolism		dump[e] <==> dump[p]	EG10670-MONOMER	reversible	
FEIST_DURIK1	deoxyuridine kinase (ATP:Deoxyuridine)	Metabolism		[c] : atp + duri --> adp + dump + h	TDK-MONOMER	forward only	
FEIST_DURIPP_0	deoxyuridine phosphorylase	Metabolism		[c] : duri + pi <==> 2dr1p + ura	DEOA-MONOMER	reversible	
FEIST_DURIPP_1	deoxyuridine phosphorylase	Metabolism		[c] : duri + pi <==> 2dr1p + ura	DEOD-MONOMER	reversible	
FEIST_DURIt2pp_0	deoxyuridine transport in via proton symport (periplasm)	Metabolism		duri[p] + h[p] --> duri[c] + h[c]	NUPC-MONOMER	forward only	
FEIST_DURIt2pp_1	deoxyuridine transport in via proton symport (periplasm)	Metabolism		duri[p] + h[p] --> duri[c] + h[c]	NUPG-MONOMER	forward only	
FEIST_DURItex	deoxyuridine transport via diffusion (extracellular to periplasm)	Metabolism		duri[e] <==> duri[p]	EG11035-MONOMER	reversible	
FEIST_DUTPDP_0	dUTP diphosphatase	Metabolism	3.6.1.23	[c] : dutp + h2o --> dump + h + ppi	DUTP-PYROP-MONOMER	forward only	
FEIST_DUTPDP_1	dUTP diphosphatase	Metabolism	3.6.1.23	[c] : dutp + h2o --> dump + h + ppi	G7164-MONOMER	forward only	
FEIST_DXPRIi	1-deoxy-D-xylulose reductoisomerase	Metabolism		[c] : dxyl5p + h + nadph --> 2me4p + nadp	DXPREDISOM-MONOMER	forward only	
FEIST_DXPS	1-deoxy-D-xylulose 5-phosphate synthase	Metabolism		[c] : g3p + h + pyr --> co2 + dxyl5p	DXS-MONOMER	forward only	
FEIST_DXYLK	1-Deoxy-D-xylulose kinase	Metabolism		[c] : atp + dxyl --> adp + dxyl5p + h	XYLULOKIN-MONOMER	forward only	
FEIST_E4PD	Erythrose 4-phosphate dehydrogenase	Metabolism		[c] : e4p + h2o + nad <==> 4per + (2) h + nadh	ERYTH4PDEHYDROG-MONOMER	reversible	
FEIST_EAR100x	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C10:0)	Metabolism	1.3.1.9	[c] : h + nadh + tdec2eACP --> dcaACP + nad	ENOYL-ACP-REDUCT-NADH-MONOMER	forward only	
FEIST_EAR100y	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C10:0)	Metabolism	1.3.1.10	[c] : h + nadph + tdec2eACP --> dcaACP + nadp	ENOYL-ACP-REDUCT-NADH-MONOMER	forward only	
FEIST_EAR120x	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:0)	Metabolism	1.3.1.9	[c] : h + nadh + tddec2eACP --> ddcaACP + nad	ENOYL-ACP-REDUCT-NADH-MONOMER	forward only	
FEIST_EAR120y	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:0)	Metabolism	1.3.1.10	[c] : h + nadph + tddec2eACP --> ddcaACP + nadp	ENOYL-ACP-REDUCT-NADH-MONOMER	forward only	
FEIST_EAR121x	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:1)	Metabolism	1.3.1.9	[c] : h + nadh + t3c5ddeceACP --> cddec5eACP + nad	ENOYL-ACP-REDUCT-NADH-MONOMER	forward only	
FEIST_EAR121y	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:1)	Metabolism	1.3.1.10	[c] : h + nadph + t3c5ddeceACP --> cddec5eACP + nadp	ENOYL-ACP-REDUCT-NADH-MONOMER	forward only	
FEIST_EAR140x	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:0)	Metabolism	1.3.1.9	[c] : h + nadh + tmrs2eACP --> myrsACP + nad	ENOYL-ACP-REDUCT-NADH-MONOMER	forward only	
FEIST_EAR140y	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:0)	Metabolism	1.3.1.10	[c] : h + nadph + tmrs2eACP --> myrsACP + nadp	ENOYL-ACP-REDUCT-NADH-MONOMER	forward only	
FEIST_EAR141x	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:1)	Metabolism	1.3.1.9	[c] : h + nadh + t3c7mrseACP --> nad + tdeACP	ENOYL-ACP-REDUCT-NADH-MONOMER	forward only	
FEIST_EAR141y	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:1)	Metabolism	1.3.1.10	[c] : h + nadph + t3c7mrseACP --> nadp + tdeACP	ENOYL-ACP-REDUCT-NADH-MONOMER	forward only	
FEIST_EAR160x	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:0)	Metabolism	1.3.1.9	[c] : h + nadh + tpalm2eACP --> nad + palmACP	ENOYL-ACP-REDUCT-NADH-MONOMER	forward only	
FEIST_EAR160y	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:0)	Metabolism	1.3.1.10	[c] : h + nadph + tpalm2eACP --> nadp + palmACP	ENOYL-ACP-REDUCT-NADH-MONOMER	forward only	
FEIST_EAR161x	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:1)	Metabolism	1.3.1.9	[c] : h + nadh + t3c9palmeACP --> hdeACP + nad	ENOYL-ACP-REDUCT-NADH-MONOMER	forward only	
FEIST_EAR161y	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:1)	Metabolism	1.3.1.10	[c] : h + nadph + t3c9palmeACP --> hdeACP + nadp	ENOYL-ACP-REDUCT-NADH-MONOMER	forward only	
FEIST_EAR180x	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:0)	Metabolism	1.3.1.9	[c] : h + nadh + toctd2eACP --> nad + ocdcaACP	ENOYL-ACP-REDUCT-NADH-MONOMER	forward only	
FEIST_EAR180y	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:0)	Metabolism	1.3.1.10	[c] : h + nadph + toctd2eACP --> nadp + ocdcaACP	ENOYL-ACP-REDUCT-NADH-MONOMER	forward only	
FEIST_EAR181x	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:1)	Metabolism	1.3.1.9	[c] : h + nadh + t3c11vaceACP --> nad + octeACP	ENOYL-ACP-REDUCT-NADH-MONOMER	forward only	
FEIST_EAR181y	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:1)	Metabolism	1.3.1.10	[c] : h + nadph + t3c11vaceACP --> nadp + octeACP	ENOYL-ACP-REDUCT-NADH-MONOMER	forward only	
FEIST_EAR40x	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C4:0)	Metabolism	1.3.1.9	[c] : but2eACP + h + nadh --> butACP + nad	ENOYL-ACP-REDUCT-NADH-MONOMER	forward only	
FEIST_EAR40y	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C4:0)	Metabolism	1.3.1.10	[c] : but2eACP + h + nadph --> butACP + nadp	ENOYL-ACP-REDUCT-NADH-MONOMER	forward only	
FEIST_EAR60x	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C6:0)	Metabolism	1.3.1.9	[c] : h + nadh + thex2eACP --> hexACP + nad	ENOYL-ACP-REDUCT-NADH-MONOMER	forward only	
FEIST_EAR60y	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C6:0)	Metabolism	1.3.1.10	[c] : h + nadph + thex2eACP --> hexACP + nadp	ENOYL-ACP-REDUCT-NADH-MONOMER	forward only	
FEIST_EAR80x	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C8:0)	Metabolism	1.3.1.9	[c] : h + nadh + toct2eACP --> nad + ocACP	ENOYL-ACP-REDUCT-NADH-MONOMER	forward only	
FEIST_EAR80y	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C8:0)	Metabolism	1.3.1.10	[c] : h + nadph + toct2eACP --> nadp + ocACP	ENOYL-ACP-REDUCT-NADH-MONOMER	forward only	
FEIST_ECA4COLIPAtex	enterobacterial common antigen (x4) core oligosaccharide lipid A transport (periplasm to extracellular)	Metabolism		eca4colipa[p] --> eca4colipa[e]		forward only	
FEIST_ECA4OALpp	enterobacterial common antigen (x4) O-antigen ligase (periplasm)	Metabolism		[p] : colipa + eca4und --> eca4colipa + h + udcpdp	EG11424-MONOMER	forward only	
FEIST_ECAP1pp	enterobacterial common antigen polymerase (periplasm)	Metabolism		[p] : (2) unagamuf --> eca2und + h + udcpdp	['CPLX0-3976']	forward only	
FEIST_ECAP2pp	enterobacterial common antigen polymerase (periplasm)	Metabolism		[p] : eca2und + unagamuf --> eca3und + h + udcpdp	['CPLX0-3976']	forward only	
FEIST_ECAP3pp	enterobacterial common antigen polymerase (periplasm)	Metabolism		[p] : eca3und + unagamuf --> eca4und + h + udcpdp	['CPLX0-3976']	forward only	
FEIST_ECAtpp	enterobacterial common antigen transferase (flippase, cytoplasm to periplasm)	Metabolism		unagamuf[c] --> unagamuf[p]	EG11486-MONOMER	forward only	
FEIST_ECOAH1_0	3-hydroxyacyl-CoA dehydratase (3-hydroxybutanoyl-CoA)	Metabolism	4.2.1.17	[c] : 3hbcoa <==> b2coa + h2o	FADB-MONOMER	reversible	
FEIST_ECOAH1_1	3-hydroxyacyl-CoA dehydratase (3-hydroxybutanoyl-CoA)	Metabolism	4.2.1.17	[c] : 3hbcoa <==> b2coa + h2o	G7212-MONOMER	reversible	
FEIST_ECOAH2_0	3-hydroxyacyl-CoA dehydratase (3-hydroxyhexanoyl-CoA)	Metabolism	4.2.1.17	[c] : 3hhcoa <==> h2o + hx2coa	FADB-MONOMER	reversible	
FEIST_ECOAH2_1	3-hydroxyacyl-CoA dehydratase (3-hydroxyhexanoyl-CoA)	Metabolism	4.2.1.17	[c] : 3hhcoa <==> h2o + hx2coa	G7212-MONOMER	reversible	
FEIST_ECOAH3_0	3-hydroxyacyl-CoA dehydratase (3-hydroxyoctanoyl-CoA)	Metabolism	4.2.1.17	[c] : 3hocoa <==> h2o + oc2coa	FADB-MONOMER	reversible	
FEIST_ECOAH3_1	3-hydroxyacyl-CoA dehydratase (3-hydroxyoctanoyl-CoA)	Metabolism	4.2.1.17	[c] : 3hocoa <==> h2o + oc2coa	G7212-MONOMER	reversible	
FEIST_ECOAH4_0	3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA)	Metabolism	4.2.1.17	[c] : 3hdcoa <==> dc2coa + h2o	FADB-MONOMER	reversible	
FEIST_ECOAH4_1	3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA)	Metabolism	4.2.1.17	[c] : 3hdcoa <==> dc2coa + h2o	G7212-MONOMER	reversible	
FEIST_ECOAH5_0	3-hydroxyacyl-CoA dehydratase (3-hydroxydodecanoyl-CoA)	Metabolism	4.2.1.17	[c] : 3hddcoa <==> dd2coa + h2o	FADB-MONOMER	reversible	
FEIST_ECOAH5_1	3-hydroxyacyl-CoA dehydratase (3-hydroxydodecanoyl-CoA)	Metabolism	4.2.1.17	[c] : 3hddcoa <==> dd2coa + h2o	G7212-MONOMER	reversible	
FEIST_ECOAH6_0	3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA)	Metabolism	4.2.1.17	[c] : 3htdcoa <==> h2o + td2coa	FADB-MONOMER	reversible	
FEIST_ECOAH6_1	3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA)	Metabolism	4.2.1.17	[c] : 3htdcoa <==> h2o + td2coa	G7212-MONOMER	reversible	
FEIST_ECOAH7_0	3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA)	Metabolism	4.2.1.17	[c] : 3hhdcoa <==> h2o + hdd2coa	FADB-MONOMER	reversible	
FEIST_ECOAH7_1	3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA)	Metabolism	4.2.1.17	[c] : 3hhdcoa <==> h2o + hdd2coa	G7212-MONOMER	reversible	
FEIST_ECOAH8_0	3-hydroxyacyl-CoA dehydratase (3-hydroxyoctadecanoyl-CoA)	Metabolism	4.2.1.17	[c] : 3hodcoa <==> h2o + od2coa	FADB-MONOMER	reversible	
FEIST_ECOAH8_1	3-hydroxyacyl-CoA dehydratase (3-hydroxyoctadecanoyl-CoA)	Metabolism	4.2.1.17	[c] : 3hodcoa <==> h2o + od2coa	G7212-MONOMER	reversible	
FEIST_EDA	2-dehydro-3-deoxy-phosphogluconate aldolase	Metabolism	4.1.2.14	[c] : 2ddg6p --> g3p + pyr	KDPGALDOL-4OH2OXOGLUTARALDOL-MONOMER	forward only	
FEIST_EDD	6-phosphogluconate dehydratase	Metabolism	4.2.1.12	[c] : 6pgc --> 2ddg6p + h2o	PGLUCONDEHYDRAT-MONOMER	forward only	
FEIST_EDTXS1	Endotoxin Synthesis (lauroyl transferase)	Metabolism		[c] : ddcaACP + kdo2lipid4 --> ACP + kdo2lipid4L	LAUROYLACYLTRAN-MONOMER	forward only	
FEIST_EDTXS2	Endotoxin Synthesis (myristoyl transferase)	Metabolism		[c] : kdo2lipid4L + myrsACP --> ACP + lipa	MYRISTOYLACYLTRAN-MONOMER	forward only	
FEIST_EDTXS3	Endotoxin Synthesis (palmitoleoyl ACP)	Metabolism		[c] : hdeACP + kdo2lipid4 --> ACP + kdo2lipid4p	PALMITOTRANS-MONOMER	forward only	
FEIST_EDTXS4	Endotoxin Synthesis (myristoyl transferase)	Metabolism		[c] : kdo2lipid4p + myrsACP --> ACP + lipa_cold	MYRISTOYLACYLTRAN-MONOMER	forward only	
FEIST_ENLIPAtex	phosphoethanolamine lipid A transport via vector (periplasm to extracellular)	Metabolism		enlipa[p] --> enlipa[e]		forward only	
FEIST_ENO	enolase	Metabolism	4.2.1.11	[c] : 2pg <==> h2o + pep	ENOLASE-MONOMER	reversible	
FEIST_ENTCS	enterochelin synthase	Metabolism		[c] : (3) 23dhba + (3) seramp --> (6) amp + enter + (9) h	ENTD-MONOMER	forward only	
FEIST_ENTERES	Enterochelin Esterase	Metabolism		[c] : enter + (3) h2o --> (3) 23dhbzs + (3) h	EG10299-MONOMER	forward only	
FEIST_ENTERES2	Enterochelin Esterase (Fe containing)	Metabolism		[c] : feenter + (3) h2o --> (3) 23dhbzs + fe3 + (3) h	EG10299-MONOMER	forward only	
FEIST_ETHAAL	Ethanolamine ammonia-lyase	Metabolism	4.3.1.7	[c] : etha --> acald + nh4	ETHAMLY-CPLX	forward only	
FEIST_ETHAt2pp	ethanolamine transport in via proton symport	Metabolism		etha[p] + h[p] --> etha[c] + h[c]		forward only	
FEIST_ETHAtex_0	ethanolamine transport via diffusion (extracellular)	Metabolism		etha[e] <==> etha[p]	MONOMER0-282	reversible	
FEIST_ETHAtex_1	ethanolamine transport via diffusion (extracellular)	Metabolism		etha[e] <==> etha[p]	EG10671-MONOMER	reversible	
FEIST_ETHAtex_2	ethanolamine transport via diffusion (extracellular)	Metabolism		etha[e] <==> etha[p]	G6700-MONOMER	reversible	
FEIST_ETHAtex_3	ethanolamine transport via diffusion (extracellular)	Metabolism		etha[e] <==> etha[p]	EG10670-MONOMER	reversible	
FEIST_ETHSO3abcpp	ethanesulfonate transport via ABC system (periplasm)	Metabolism		atp[c] + ethso3[p] + h2o[c] --> adp[c] + ethso3[c] + h[c] + pi[c]	ABC-56-CPLX	forward only	
FEIST_ETHSO3tex_0	ethanesulfonate transport via diffusion (extracellular to periplasm)	Metabolism		ethso3[e] <==> ethso3[p]	MONOMER0-282	reversible	
FEIST_ETHSO3tex_1	ethanesulfonate transport via diffusion (extracellular to periplasm)	Metabolism		ethso3[e] <==> ethso3[p]	EG10671-MONOMER	reversible	
FEIST_ETHSO3tex_2	ethanesulfonate transport via diffusion (extracellular to periplasm)	Metabolism		ethso3[e] <==> ethso3[p]	G6700-MONOMER	reversible	
FEIST_ETHSO3tex_3	ethanesulfonate transport via diffusion (extracellular to periplasm)	Metabolism		ethso3[e] <==> ethso3[p]	EG10670-MONOMER	reversible	
FEIST_ETOHt2rpp	ethanol reversible transport via proton symport (periplasm)	Metabolism		etoh[p] + h[p] <==> etoh[c] + h[c]		reversible	
FEIST_ETOHtex_0	ethanol transport via diffusion (extracellular to periplasm)	Metabolism		etoh[e] <==> etoh[p]	MONOMER0-282	reversible	
FEIST_ETOHtex_1	ethanol transport via diffusion (extracellular to periplasm)	Metabolism		etoh[e] <==> etoh[p]	EG10671-MONOMER	reversible	
FEIST_ETOHtex_2	ethanol transport via diffusion (extracellular to periplasm)	Metabolism		etoh[e] <==> etoh[p]	G6700-MONOMER	reversible	
FEIST_ETOHtex_3	ethanol transport via diffusion (extracellular to periplasm)	Metabolism		etoh[e] <==> etoh[p]	EG10670-MONOMER	reversible	
FEIST_EX_12ppd-R(e)	(R)-Propane-1,2-diol exchange	Metabolism		[e] : 12ppd-R <==>		reversible	
FEIST_EX_12ppd-S(e)	(S)-Propane-1,2-diol exchange	Metabolism		[e] : 12ppd-S <==>		reversible	
FEIST_EX_14glucan(e)	1,4-alpha-D-glucan exchange	Metabolism		[e] : 14glucan <==>		reversible	
FEIST_EX_15dap(e)	1,5-Diaminopentane exchange	Metabolism		[e] : 15dap <==>		reversible	
FEIST_EX_23camp(e)	2',3'-Cyclic AMP exchange	Metabolism		[e] : 23camp <==>		reversible	
FEIST_EX_23ccmp(e)	2',3'-Cyclic CMP exchange	Metabolism		[e] : 23ccmp <==>		reversible	
FEIST_EX_23cgmp(e)	2',3'-Cyclic GMP exchange	Metabolism		[e] : 23cgmp <==>		reversible	
FEIST_EX_23cump(e)	2',3'-Cyclic UMP exchange	Metabolism		[e] : 23cump <==>		reversible	
FEIST_EX_23dappa(e)	2,3-diaminopropionate exchange	Metabolism		[e] : 23dappa <==>		reversible	
FEIST_EX_26dap-M(e)	meso-2,6-Diaminoheptanedioate exchange	Metabolism		[e] : 26dap-M <==>		reversible	
FEIST_EX_2ddglcn(e)	2-Dehydro-3-deoxy-D-gluconate exchange	Metabolism		[e] : 2ddglcn <==>		reversible	
FEIST_EX_34dhpac(e)	3,4-Dihydroxyphenylacetaldehyde exchange	Metabolism		[e] : 34dhpac <==>		reversible	
FEIST_EX_3amp(e)	3'-AMP exchange	Metabolism		[e] : 3amp <==>		reversible	
FEIST_EX_3cmp(e)	3'-cmp exchange	Metabolism		[e] : 3cmp <==>		reversible	
FEIST_EX_3gmp(e)	3'-GMP exchange	Metabolism		[e] : 3gmp <==>		reversible	
FEIST_EX_3hcinnm(e)	3-hydroxycinnamic acid exchange	Metabolism		[e] : 3hcinnm <==>		reversible	
FEIST_EX_3hpppn(e)	3-(3-hydroxy-phenyl)propionate exchange	Metabolism		[e] : 3hpppn <==>		reversible	
FEIST_EX_3ump(e)	3'-UMP exchange	Metabolism		[e] : 3ump <==>		reversible	
FEIST_EX_4abut(e)	4-Aminobutanoate exchange	Metabolism		[e] : 4abut <==>		reversible	
FEIST_EX_4hoxpacd(e)	4-Hydroxyphenylacetaldehyde exchange	Metabolism		[e] : 4hoxpacd <==>		reversible	
FEIST_EX_5dglcn(e)	5-Dehydro-D-gluconate exchange	Metabolism		[e] : 5dglcn <==>		reversible	
FEIST_EX_LalaDgluMdap(e)	L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate exchange	Metabolism		[e] : LalaDgluMdap <==>		reversible	
