Column array (EcoMAC)	CEL file name	GEO accession	Author	Date	Strain	Medium	Treatment (value)	Treatment (conditions)	Time (min)	Gene perturbated	Type of perturbation	Replicate	Predicted arrays by EBA	Environmental perturbations	Genetic perturbations	Arrays in WT condition	Growth rate (1/h)	Flag growth
837	PU00496	Cell 130(5):797-810	M. Kohanski	20070114	MG1063	LB			180			r1	0	0	0	0	1	0
838	PU00497	Cell 130(5):797-810	M. Kohanski	20070114	MG1655	LB	5ug/mL	ampicillin	30			r1	0	0	0	0	1	0
839	PU00498	Cell 130(5):797-810	M. Kohanski	20070114	MG1655	LB	5ug/mL	ampicillin	60			r1	0	0	0	0	1	0
840	PU00499	Cell 130(5):797-810	M. Kohanski	20070114	MG1655	LB	5ug/mL	ampicillin	120			r1	0	0	0	0	1	0
841	PU00500	Cell 130(5):797-810	M. Kohanski	20070114	MG1655	LB	5ug/mL	kanamycin	30			r1	0	0	0	0	1	0
842	PU00501	Cell 130(5):797-810	M. Kohanski	20070114	MG1655	LB	5ug/mL	kanamycin	60			r1	0	0	0	0	1	0
843	PU00502	Cell 130(5):797-810	M. Kohanski	20070114	MG1655	LB	5ug/mL	kanamycin	120			r1	0	0	0	0	1	0
844	PU00503	Cell 130(5):797-810	M. Kohanski	20070114	MG1655	LB	250 ng/ml	norfloxacin	30			r1	0	0	0	0	1	0
845	PU00504	Cell 130(5):797-810	M. Kohanski	20070114	MG1655	LB	250 ng/ml	norfloxacin	60			r1	0	0	0	0	1	0
846	PU00505	Cell 130(5):797-810	M. Kohanski	20070114	MG1655	LB	250 ng/ml	norfloxacin	120			r1	0	0	0	0	1	0
847	PU00506	Cell 130(5):797-810	M. Kohanski	20070114	MG1655	LB	4ug/mL	spectinomycin	30			r1	0	0	0	0	1	0
848	PU00507	Cell 130(5):797-810	M. Kohanski	20070114	MG1655	LB	4ug/mL	spectinomycin	60			r1	0	0	0	0	1	0
849	PU00508	Cell 130(5):797-810	M. Kohanski	20070114	MG1655	LB	4ug/mL	spectinomycin	120			r1	0	0	0	0	1	0
850	PU00509	GSE4556	E. Hayes	20060327	W3110	LB+HOMOPIPES	7.45g/L	KCl anaerobic pH5	0			r1	0	0	0	0	1.3	1
851	PU00510	GSE4556	E. Hayes	20060327	W3110	LB+HOMOPIPES	7.45g/L	KCl anaerobic pH5	0			r5	0	0	0	0	1.3	1
852	PU00511	GSE4556	E. Hayes	20060327	W3110	LB+HOMOPIPES	7.45g/L	KCl anaerobic pH5	0			r2	0	0	0	0	1.3	1
853	PU00512	GSE4556	E. Hayes	20060327	W3110	LB+HOMOPIPES	7.45g/L	KCl anaerobic pH5	0			r3	0	0	0	0	1.3	1
854	PU00513	GSE4556	E. Hayes	20060327	W3110	LB+HOMOPIPES	7.45g/L	KCl anaerobic pH5	0			r4	0	0	0	0	1.3	1
855	PU00514	GSE4556	E. Hayes	20060327	W3110	LB+HOMOPIPES	7.45g/L	KCl anaerobic pH7	0			r5	0	0	0	0	1.8	1
856	PU00515	GSE4556	E. Hayes	20060327	W3110	LB+HOMOPIPES	7.45g/L	KCl anaerobic pH7	0			r1	0	0	0	0	1.8	1
857	PU00516	GSE4556	E. Hayes	20060327	W3110	LB+HOMOPIPES	7.45g/L	KCl anaerobic pH7	0			r2	0	0	0	0	1.8	1
858	PU00517	GSE4556	E. Hayes	20060327	W3110	LB+HOMOPIPES	7.45g/L	KCl anaerobic pH7	0			r3	0	0	0	0	1.8	1
859	PU00518	GSE4556	E. Hayes	20060327	W3110	LB+HOMOPIPES	7.45g/L	KCl anaerobic pH7	0			r4	0	0	0	0	1.8	1
860	PU00519	GSE4556	E. Hayes	20060327	W3110	LB+HOMOPIPES	7.45g/L	KCl anaerobic pH7	0			r5	0	0	0	0	1.8	1
861	PU00520	GSE4556	E. Hayes	20060327	W3110	LB+HOMOPIPES	7.45g/L	KCl anaerobic pH8	0			r1	0	0	0	0	1.1	1
862	PU00521	GSE4556	E. Hayes	20060327	W3110	LB+HOMOPIPES	7.45g/L	KCl anaerobic pH8	0			r2	0	0	0	0	1.1	1
863	PU00522	GSE4556	E. Hayes	20060327	W3110	LB+HOMOPIPES	7.45g/L	KCl anaerobic pH8	0			r3	0	0	0	0	1.1	1
864	PU00523	GSE4556	E. Hayes	20060327	W3110	LB+HOMOPIPES	7.45g/L	KCl anaerobic pH8	0			r4	0	0	0	0	1.1	1
865	PU00524	GSE4562	J. Lee	20060327	BW25113	LB		biofilm	1440	WT		r1	0	0	0	0	0.45	1
866	PU00525	GSE4562	J. Lee	20060327	BW25113	LB		biofilm	1440	tnaA	D	r1	0	0	0	0	0.45	1
867	PU00526	GSE4562	J. Lee	20060327	BW25113	LB		biofilm	1440	WT		r1	0	0	0	0	0.45	1
868	PU00527	GSE4562	J. Lee	20060327	BW25113	LB		biofilm	1440	trpE	D	r1	0	0	0	0	0.45	1
869	PU00528	GSE4562	J. Lee	20060327	BW25113	LB		biofilm	1440	yceP	D	r1	0	0	0	0	0.45	1
870	PU00529	GSE4562	J. Lee	20060327	BW25113	LB		biofilm	1440	yceP	D	r1	0	0	0	0	0.45	1
871	PU00530	GSE4562	J. Lee	20060327	BW25113	LB		biofilm	1440	yceP	D	r2	0	0	0	0	0.45	1
872	PU00531	GSE7398	M. Bradley	20070329	MG1655	LB			90	WT		r1	0	0	0	1	1.94	1
873	PU00532	GSE7398	M. Bradley	20070329	MG1655	LB			90	WT		r2	0	0	0	1	1.94	1
874	PU00533	GSE7398	M. Bradley	20070329	MG1655	LB			90	WT		r3	0	0	0	1	1.94	1
875	PU00534	GSE7398	M. Bradley	20070329	MG1655	LB			150	WT		r1	0	0	0	1	1.94	1
876	PU00535	GSE7398	M. Bradley	20070329	MG1655	LB			150	WT		r2	0	0	0	1	1.94	1
877	PU00536	GSE7398	M. Bradley	20070329	MG1655	LB			150	WT		r3	0	0	0	1	1.94	1
878	PU00537	GSE7398	M. Bradley	20070329	MG1655	LB			240	WT		r1	0	0	0	1	1.94	1
879	PU00538	GSE7398	M. Bradley	20070329	MG1655	LB			240	WT		r2	0	0	0	1	1.94	1
880	PU00539	GSE7398	M. Bradley	20070329	MG1655	LB			240	WT		r3	0	0	0	1	1.94	1
881	PU00540	GSE7398	M. Bradley	20070329	MG1655	LB			360	WT		r1	0	0	0	1	1.94	1
882	PU00541	GSE7398	M. Bradley	20070329	MG1655	LB			360	WT		r2	0	0	0	1	1.94	1
883	PU00542	GSE7398	M. Bradley	20070329	MG1655	LB			360	WT		r3	0	0	0	1	1.94	1
884	PU00543	GSE7398	M. Bradley	20070329	MG1655	LB			90	fis	D	r1	1	0	1	0	2.14	1
885	PU00544	GSE7398	M. Bradley	20070329	MG1655	LB			90	fis	D	r2	1	0	1	0	2.14	1
886	PU00545	GSE7398	M. Bradley	20070329	MG1655	LB			90	fis	D	r3	1	0	1	0	2.14	1
887	PU00546	GSE7398	M. Bradley	20070329	MG1655	LB			150	fis	D	r1	1	0	1	0	2.14	1
888	PU00547	GSE7398	M. Bradley	20070329	MG1655	LB			150	fis	D	r2	1	0	1	0	2.14	1
889	PU00548	GSE7398	M. Bradley	20070329	MG1655	LB			150	fis	D	r3	1	0	1	0	2.14	1
890	PU00549	GSE7398	M. Bradley	20070329	MG1655	LB			240	fis	D	r1	1	0	1	0	2.14	1
891	PU00550	GSE7398	M. Bradley	20070329	MG1655	LB			240	fis	D	r2	1	0	1	0	2.14	1
892	PU00551	GSE7398	M. Bradley	20070329	MG1655	LB			240	fis	D	r3	1	0	1	0	2.14	1
893	PU00552	GSE7398	M. Bradley	20070329	MG1655	LB			360	fis	D	r1	1	0	1	0	2.14	1
894	PU00553	GSE7398	M. Bradley	20070329	MG1655	LB			360	fis	D	r2	1	0	1	0	2.14	1
895	PU00554	GSE7398	M. Bradley	20070329	MG1655	LB			360	fis	D	r3	1	0	1	0	2.14	1
896	PU00555	GSE6425	C. Reigstad	20061204	MG1655	LB		aerobic	150			r1	-1	1	0	1	1	0
897	PU00556	GSE6425	C. Reigstad	20061204	MG1655	LB		aerobic	150			r2	-1	1	0	1	1	0
898	PU00557	GSE6425	C. Reigstad	20061204	MG1655	LB		aerobic	300			r1	-1	1	0	1	1	0
899	PU00558	GSE6425	C. Reigstad	20061204	MG1655	LB		aerobic	300			r2	-1	1	0	1	1	0
900	PU00559	GSE6425	C. Reigstad	20061204	MG1655	LB		aerobic	480			r1	-1	1	0	1	1	0
901	PU00560	GSE6425	C. Reigstad	20061204	MG1655	LB		aerobic	480			r2	-1	1	0	1	1	0
902	PU00561	GSE6425	C. Reigstad	20061204	MG1655	LB		aerobic	720			r1	-1	1	0	1	1	0
903	PU00562	GSE6425	C. Reigstad	20061204	MG1655	LB		aerobic	720			r2	-1	1	0	1	1	0
904	PU00563	GSE6425	C. Reigstad	20061204	MG1655	LB		aerobic	1080			r1	-1	1	0	1	1	0
905	PU00564	GSE6425	C. Reigstad	20061204	MG1655	LB		aerobic	1080			r2	-1	1	0	1	1	0
906	PU00565	GSE6425	C. Reigstad	20061204	MG1655	LB		aerobic	1560			r1	-1	1	0	1	1	0
907	PU00566	GSE6425	C. Reigstad	20061204	MG1655	LB		aerobic	1560			r2	-1	1	0	1	1	0
908	PU00567	GSE6425	C. Reigstad	20061204	MG1655	LB		anaerobic	150			r1	-1	1	0	0	1	0
909	PU00568	GSE6425	C. Reigstad	20061204	MG1655	LB		anaerobic	150			r2	-1	1	0	0	1	0
910	PU00569	GSE6425	C. Reigstad	20061204	MG1655	LB		anaerobic	180			r1	-1	1	0	0	1	0
911	PU00570	GSE6425	C. Reigstad	20061204	MG1655	LB		anaerobic	180			r2	-1	1	0	0	1	0
912	PU00571	GSE6425	C. Reigstad	20061204	MG1655	LB		anaerobic	225			r1	-1	1	0	0	1	0
913	PU00572	GSE6425	C. Reigstad	20061204	MG1655	LB		anaerobic	225			r2	-1	1	0	0	1	0
914	PU00573	GSE6425	C. Reigstad	20061204	MG1655	LB		anaerobic	270			r1	-1	1	0	0	1	0
915	PU00574	GSE6425	C. Reigstad	20061204	MG1655	LB		anaerobic	270			r2	-1	1	0	0	1	0
916	PU00575	GSE6425	C. Reigstad	20061204	MG1655	LB		anaerobic	405			r1	-1	1	0	0	1	0
917	PU00576	GSE6425	C. Reigstad	20061204	MG1655	LB		anaerobic	405			r2	-1	1	0	0	1	0
918	PU00577	GSE3905	J. Domka	20051226	BW25113	LB			240	WT		r1	0	0	0	0	1	0
919	PU00578	GSE3905	J. Domka	20051226	BW25113	LB			420	WT		r1	0	0	0	0	1	0
920	PU00579	GSE3905	J. Domka	20051226	BW25113	LB			900	WT		r1	0	0	0	0	1	0
921	PU00580	GSE3905	J. Domka	20051226	BW25113	LB			1440	WT		r1	0	0	0	0	1	0
922	PU00581	GSE3905	J. Domka	20051226	BW25113	LB		biofilm	240	WT		r1	0	0	0	0	1	0
923	PU00582	GSE3905	J. Domka	20051226	BW25113	LB		biofilm	420	WT		r1	0	0	0	0	1	0
924	PU00583	GSE3905	J. Domka	20051226	BW25113	LB		biofilm	900	WT		r1	0	0	0	0	1	0
925	PU00584	GSE3905	J. Domka	20051226	BW25113	LB		biofilm	1440	WT		r1	0	0	0	0	1	0
926	PU00585	GSE3905	J. Domka	20051226	BW25113	LB		biofilm	1440	WT		r1	0	0	0	0	1	0
927	PU00586	GSE3905	J. Domka	20051226	BW25113	LB		biofilm	1440	WT		r2	0	0	0	0	1	0
928	PU00587	GSE3905	J. Domka	20051226	BW25113	LB		biofilm	1440	yceP	D	r1	0	0	0	0	1	0
929	PU00588	GSE3905	J. Domka	20051226	BW25113	LB		biofilm	1440	yliH	D	r1	0	0	0	0	1	0
930	PU00589	GSE5904	X. Zhang	20060922	BW25113	LB		biofilm	900	WT		r1	0	0	0	0	1.44	1
931	PU00590	GSE5904	X. Zhang	20060922	BW25113	LB		biofilm	900	ycfR	D	r1	0	0	0	0	1.42	1
932	PU00591	GSE3514	M. Herzberg	20051026	BW25113	LB		biofilm	0	wt		r1	0	0	0	0	1.49	1
933	PU00592	GSE3514	M. Herzberg	20051026	BW25113	LB		biofilm	0	ydgG	D	r1	0	0	0	0	1.67	1
934	PU00593	GSE9582	L. Wang	20071111	W3110	LB	8g/L	glu 	0	wt		r1	-1	1	0	0	1	0
935	PU00594	GSE9582	L. Wang	20071111	W3110	LB	8g/L	glu	0	wt		r2	-1	1	0	0	1	0
936	PU00595	GSE9582	L. Wang	20071111	W3110	LB	8g/L	glu	0	luxS	D	r1	1	0	1	0	1	0
937	PU00596	GSE9582	L. Wang	20071111	W3110	LB	8g/L	glu	0	luxS	D	r2	1	0	1	0	1	0
938	PU00597	GSE9582	L. Wang	20071111	W3110	LB	8g/L	glu	0	wt		r1	-1	1	0	0	1	0
939	PU00598	GSE9582	L. Wang	20071111	W3110	LB	8g/L	glu	0	wt		r2	-1	1	0	0	1	0
940	PU00599	GSE9582	L. Wang	20071111	W3110	LB	8g/L	glu	0	luxS	D	r1	1	0	1	0	1	0
941	PU00600	GSE6925	J. Lee	20071112	BW25113	LB		biofilm	1440	wt		r1	0	0	0	0	1	0
942	PU00601	GSE6925	J. Lee	20071112	BW25113	LB		biofilm	1440	ymgB	D	r1	0	0	0	0	1	0
943	PU00602	GSE8706	X. Zhang	20070806	BW25113	LB		biofilm	900	wt		r1	0	0	0	0	0.1	1
944	PU00603	GSE8706	X. Zhang	20070806	BW25113	LB		biofilm	900	yncC	D	r1	0	0	0	0	0.25	1
945	PU00604	GSE9755	E. Zoetendal	20071203	BW13711	M9+MOPS+tannic acid	4g/L  0.025% 0.025%	glu L-cysteine-HCl Na2S-9H2O	0			r1	-1	1	0	0	0.14	1
946	PU00605	GSE9755	E. Zoetendal	20071203	BW13711	M9+MOPS+tannic acid	4g/L  0.025% 0.025%	glu L-cysteine-HCl Na2S-9H2O	0			r2	-1	1	0	0	0.14	1
947	PU00606	GSE9755	E. Zoetendal	20071203	BW13711	M9+MOPS+tannic acid	4g/L 1% 0.025% 0.025%	glu tannin-extract L-cysteine-HCl Na2S-9H2O	0			r1	-1	1	0	0	0.14	1
948	PU00607	GSE9755	E. Zoetendal	20071203	BW13711	M9+MOPS+tannic acid	4g/L 1% 0.025% 0.025%	glu tannin-extract L-cysteine-HCl Na2S-9H2O	0			r2	-1	1	0	0	0.14	1
949	PU00608	GSE9814	T. Dong	20071206	MG1655	LB			exponential	WT		r1	0	0	0	1	1	0
950	PU00609	GSE9814	T. Dong	20071206	MG1655	LB			exponential	WT		r2	0	0	0	1	1	0
951	PU00610	GSE9814	T. Dong	20071206	MG1655	LB			exponential	WT		r3	0	0	0	1	1	0
952	PU00611	GSE9814	T. Dong	20071206	MG1655	LB			exponential	rpoS	D	r1	1	0	1	0	1	0
953	PU00612	GSE9814	T. Dong	20071206	MG1655	LB			exponential	rpoS	D	r2	1	0	1	0	1	0
954	PU00613	GSE9814	T. Dong	20071206	MG1655	LB			exponential	rpoS	D	r3	1	0	1	0	1	0
955	PU00614	GSE12797	T. Dong	20080916	MG1655	M63	2g/L	glucose	exponential	WT		r1	0	0	0	0	1	0
956	PU00615	GSE12797	T. Dong	20080916	MG1655	M63	2g/L	glucose	exponential	WT		r2	0	0	0	0	1	0
957	PU00616	GSE12797	T. Dong	20080916	MG1655	M63	2g/L	glucose	exponential	WT		r3	0	0	0	0	1	0
958	PU00617	GSE12797	T. Dong	20080916	MG1655	M63	2g/L	glucose	stat	WT		r1	0	0	0	0	1	0
959	PU00618	GSE12797	T. Dong	20080916	MG1655	M63	2g/L	glucose	stat	WT		r2	0	0	0	0	1	0
960	PU00619	GSE12797	T. Dong	20080916	MG1655	M63	2g/L	glucose	stat	WT		r3	0	0	0	0	1	0
961	PU00620	GSE12797	T. Dong	20080916	MG1655	M63	2g/L	glucose	exponential	rpoS	D	r1	1	0	1	0	1	0
962	PU00621	GSE12797	T. Dong	20080916	MG1655	M63	2g/L	glucose	exponential	rpoS	D	r2	1	0	1	0	1	0
963	PU00622	GSE12797	T. Dong	20080916	MG1655	M63	2g/L	glucose	exponential	rpoS	D	r3	1	0	1	0	1	0
964	PU00623	GSE12797	T. Dong	20080916	MG1655	M63	2g/L	glucose	stat	rpoS	D	r1	1	0	1	0	1	0
965	PU00624	GSE12797	T. Dong	20080916	MG1655	M63	2g/L	glucose	stat	rpoS	D	r2	1	0	1	0	1	0
966	PU00625	GSE12797	T. Dong	20080916	MG1655	M63	2g/L	glucose	stat	rpoS	D	r3	1	0	1	0	1	0
967	PU00626	GSE4778	G. Kannan	20060505	W3110	LB+HOMOPIPES	7.45g/L	KCl acid shift	10			r5	0	0	0	0	1	0
968	PU00627	GSE4778	G. Kannan	20060505	W3110	LB+HOMOPIPES	7.45g/L	KCl acid shift	0			r1	0	0	0	0	1	0
969	PU00628	GSE4778	G. Kannan	20060505	W3110	LB+HOMOPIPES	7.45g/L	KCl acid shift	0			r2	0	0	0	0	1	0
970	PU00629	GSE4778	G. Kannan	20060505	W3110	LB+HOMOPIPES	7.45g/L	KCl acid shift	0			r3	0	0	0	0	1	0
971	PU00630	GSE4778	G. Kannan	20060505	W3110	LB+HOMOPIPES	7.45g/L	KCl acid shift	0			r4	0	0	0	0	1	0
972	PU00631	GSE4778	G. Kannan	20060505	W3110	LB+HOMOPIPES	7.45g/L	KCl acid shift	0			r5	0	0	0	0	1	0
973	PU00632	GSE4778	G. Kannan	20060505	W3110	LB+HOMOPIPES	7.45g/L	KCl acid shift	60			r1	0	0	0	0	1	0
974	PU00633	GSE4778	G. Kannan	20060505	W3110	LB+HOMOPIPES	7.45g/L	KCl acid shift	60			r2	0	0	0	0	1	0
975	PU00634	GSE4778	G. Kannan	20060505	W3110	LB+HOMOPIPES	7.45g/L	KCl acid shift	60			r3	0	0	0	0	1	0
976	PU00635	GSE4778	G. Kannan	20060505	W3110	LB+HOMOPIPES	7.45g/L	KCl acid shift	60			r4	0	0	0	0	1	0
977	PU00636	GSE4778	G. Kannan	20060505	W3110	LB+HOMOPIPES	7.45g/L	KCl acid shift	60			r5	0	0	0	0	1	0
978	PU00637	GSE4778	G. Kannan	20060505	W3110	LB+HOMOPIPES	7.45g/L	KCl acid shift	300			r1	0	0	0	0	1	0
979	PU00638	GSE4778	G. Kannan	20060505	W3110	LB+HOMOPIPES	7.45g/L	KCl acid shift	300			r2	0	0	0	0	1	0
980	PU00639	GSE4778	G. Kannan	20060505	W3110	LB+HOMOPIPES	7.45g/L	KCl acid shift	300			r3	0	0	0	0	1	0
981	PU00640	GSE4778	G. Kannan	20060505	W3110	LB+HOMOPIPES	7.45g/L	KCl acid shift	300			r4	0	0	0	0	1	0
982	PU00641	GSE4778	G. Kannan	20060505	W3110	LB+HOMOPIPES	7.45g/L	KCl acid shift	300			r5	0	0	0	0	1	0
983	PU00642	GSE4778	G. Kannan	20060505	W3110	LB+HOMOPIPES	7.45g/L	KCl acid shift	600			r1	0	0	0	0	1	0
984	PU00643	GSE4778	G. Kannan	20060505	W3110	LB+HOMOPIPES	7.45g/L	KCl acid shift	600			r2	0	0	0	0	1	0
985	PU00644	GSE4778	G. Kannan	20060505	W3110	LB+HOMOPIPES	7.45g/L	KCl acid shift	600			r3	0	0	0	0	1	0
986	PU00645	GSE4778	G. Kannan	20060505	W3110	LB+HOMOPIPES	7.45g/L	KCl acid shift	600			r4	0	0	0	0	1	0
987	PU00646	GSE5905	T. Maeda	20060922	TG1	LB			0			r1	0	0	0	0	1	0
988	PU00647	GSE5905	T. Maeda	20060922	TG1	LB			0			r1	0	0	0	0	1	0
989	PU00648	GSE6923	X. Yang	20070130	ATCC25404	LB		biofilm	1440			r1	0	0	0	0	1.53	0
990	PU00649	GSE6923	X. Yang	20070130	ATCC25404	LB		biofilm with R1drd19 plasmid	1440			r1	0	0	0	0	1.53	0
991	PU00650	GSE6923	X. Yang	20070130	MG1655	M9C		biofilm	1440			r1	0	0	0	0	1.53	0
992	PU00651	GSE6923	X. Yang	20070130	MG1655	M9C		biofilm with R1drd19 plasmid	1440			r1	0	0	0	0	1.53	0
993	PU00652	GSE6923	X. Yang	20070130	BW25113	LB		biofilm with R1drd19 plasmid	420			r1	0	0	0	0	1.56	0
994	PU00653	GSE6923	X. Yang	20070130	BW25113	LB		biofilm with R1drd19 plasmid	900			r1	0	0	0	0	1.56	0
995	PU00654	GSE6923	X. Yang	20070130	BW25113	LB		biofilm with R1drd19 plasmid	1440			r1	0	0	0	0	1.56	0
996	PU00655	GSE6923	X. Yang	20070130	BW25113	LB		biofilm	420			r1	0	0	0	0	1.53	0
997	PU00656	GSE6923	X. Yang	20070130	BW25113	LB		biofilm	900			r1	0	0	0	0	1.53	0
998	PU00657	GSE6923	X. Yang	20070130	BW25113	LB		biofilm	1440			r1	0	0	0	0	1.53	0
999	PU00658	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L	glu	-300			r1	-1	1	0	0	1	0
1000	PU00659	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L	glu	-300			r2	-1	1	0	0	1	0
1001	PU00660	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L	glu	-300			r3	-1	1	0	0	1	0
1002	PU00661	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L	glu	300			r1	-1	1	0	0	1	0
1003	PU00662	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L	glu	300			r2	-1	1	0	0	1	0
1004	PU00663	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L	glu	1200			r1	-1	1	0	0	1	0
1005	PU00664	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L	glu	1200			r2	-1	1	0	0	1	0
1006	PU00665	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L	glu	1200			r3	-1	1	0	0	1	0
1007	PU00666	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L	glu	2400			r1	-1	1	0	0	1	0
1008	PU00667	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L	glu	2400			r2	-1	1	0	0	1	0
1009	PU00668	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L	glu	2400			r3	-1	1	0	0	1	0
1010	PU00669	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L	glu	2400			r4	-1	1	0	0	1	0
1011	PU00670	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L 30ng	glu mecillinam	-300			r1	-1	1	0	0	1	0
1012	PU00671	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L 30ng	glu mecillinam	-300			r2	-1	1	0	0	1	0
1013	PU00672	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L 30ng	glu mecillinam	300			r1	-1	1	0	0	1	0
1014	PU00673	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L 30ng	glu mecillinam	300			r2	-1	1	0	0	1	0
1015	PU00674	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L 30ng	glu mecillinam	1200			r1	-1	1	0	0	1	0
1016	PU00675	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L 30ng	glu mecillinam	1200			r2	-1	1	0	0	1	0
1017	PU00676	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L 30ng	glu mecillinam	2400			r1	-1	1	0	0	1	0
1018	PU00677	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L 30ng	glu mecillinam	2400			r2	-1	1	0	0	1	0
1019	PU00678	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L 30ng	glu mecillinam	2400			r3	-1	1	0	0	1	0
1020	PU00679	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L 10ug	glu cefsulodin	-300			r1	-1	1	0	0	1	0
1021	PU00680	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L 10ug	glu cefsulodin	-300			r2	-1	1	0	0	1	0
1022	PU00681	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L 10ug	glu cefsulodin	300			r1	-1	1	0	0	1	0
1023	PU00682	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L 10ug	glu cefsulodin	300			r2	-1	1	0	0	1	0
1024	PU00683	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L 10ug	glu cefsulodin	1200			r1	-1	1	0	0	1	0
1025	PU00684	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L 10ug	glu cefsulodin	1200			r2	-1	1	0	0	1	0
1026	PU00685	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L 10ug	glu cefsulodin	2400			r1	-1	1	0	0	1	0
1027	PU00686	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L 10ug	glu cefsulodin	2400			r2	-1	1	0	0	1	0
1028	PU00687	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L 10ug	glu cefsulodin	2400			r3	-1	1	0	0	1	0
1029	PU00688	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L 30ng 10ug	glu mecillinam cefsulodin	-300			r1	-1	1	0	0	1	0
1030	PU00689	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L 30ng 10ug	glu mecillinam cefsulodin	-300			r2	-1	1	0	0	1	0
1031	PU00690	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L 30ng 10ug	glu mecillinam cefsulodin	-300			r3	-1	1	0	0	1	0
1032	PU00691	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L 30ng 10ug	glu mecillinam cefsulodin	300			r1	-1	1	0	0	1	0
1033	PU00692	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L 30ng 10ug	glu mecillinam cefsulodin	300			r2	-1	1	0	0	1	0
1034	PU00693	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L 30ng 10ug	glu mecillinam cefsulodin	300			r3	-1	1	0	0	1	0
1035	PU00694	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L 30ng 10ug	glu mecillinam cefsulodin	1200			r1	-1	1	0	0	1	0
1036	PU00695	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L 30ng 10ug	glu mecillinam cefsulodin	1200			r2	-1	1	0	0	1	0
1037	PU00696	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L 30ng 10ug	glu mecillinam cefsulodin	1200			r3	-1	1	0	0	1	0
1038	PU00697	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L 30ng 10ug	glu mecillinam cefsulodin	2400			r1	-1	1	0	0	1	0
1039	PU00698	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L 30ng 10ug	glu mecillinam cefsulodin	2400			r2	-1	1	0	0	1	0
1040	PU00699	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L 30ng 10ug	glu mecillinam cefsulodin	2400			r3	-1	1	0	0	1	0
1041	PU00700	GSE10158	M. Laubacher	20080112	MG1655	M9C	4g/L 30ng 10ug	glu mecillinam cefsulodin	2400			r4	-1	1	0	0	1	0
1042	PU00701	GSE13418	A. Ito	20081031	MG1655	M9 MOPS		biofilm	attachment			r1	0	0	0	0	1	0
1043	PU00702	GSE13418	A. Ito	20081031	MG1655	M9 MOPS		biofilm	attachment			r2	0	0	0	0	1	0
1044	PU00703	GSE13418	A. Ito	20081031	MG1655	M9 MOPS		biofilm	attachment			r3	0	0	0	0	1	0
1045	PU00704	GSE13418	A. Ito	20081031	MG1655	M9 MOPS		biofilm	formation			r1	0	0	0	0	1	0
1046	PU00705	GSE13418	A. Ito	20081031	MG1655	M9 MOPS		biofilm	formation			r2	0	0	0	0	1	0
1047	PU00706	GSE13418	A. Ito	20081031	MG1655	M9 MOPS		biofilm	formation			r3	0	0	0	0	1	0
1048	PU00707	GSE13418	A. Ito	20081031	MG1655	M9 MOPS		biofilm	maturation			r1	0	0	0	0	1	0
1049	PU00708	GSE13418	A. Ito	20081031	MG1655	M9 MOPS		biofilm	maturation			r2	0	0	0	0	1	0
