EG10001	4263805..4264884
G7627	(complement(3260440..3258146))
G7629	3275359..3275823
G7630	(complement(3276687..3275878))
G7631	3276936..3278216
G7632	3278239..3278712
G7633	3278723..3279124
G7634	3279998..3281152
G7635	3283500..3284291
G7636	3284292..3285047
G7637	3285448..3286032
G7638	3286112..3286807
G7639	3286836..3289352
G7640	3289363..3290454
G7641	(complement(3291357..3290497))
G7642	3291422..3293458
G7643	3293416..3293811
G7644	3294431..3295006
G7645	(complement(3296160..3295120))
G7646	(complement(3296868..3296233))
G7647	3296996..3297514
G7648	(complement(3297937..3297494))
G7649	3297988..3298290
G7650	(complement(3298780..3298277))
G7651	(complement(3299298..3298774))
G7652	3299507..3300502
G7653	3300511..3301389
G7654	3301470..3302477
G7655	(complement(3319635..3318010))
G7656	(complement(3329776..3328604))
G7657	(complement(3334825..3334571))
G7658	(complement(3335278..3334985))
G7659	(complement(3335913..3335278))
G7662	3339288..3340274
G7663	3340295..3340861
G7664	3340858..3341433
G7665	3341402..3341959
G7667	3346474..3347106
G7668	(complement(3347831..3347103))
G7669	(complement(3352072..3351143))
G7670	3360829..3363210
G7671	3363207..3363686
G7672	(complement(3364740..3363724))
G7673	3364948..3365664
G7674	3365849..3366976
G7675	(complement(3367500..3367036))
G7676	(complement(3368372..3367497))
G7677	(complement(3369058..3368369))
G7678	(complement(3372511..3371720))
G7679	3372891..3374258
G7680	(complement(3378019..3376892))
G7681	3378213..3378611
G7682	3378765..3380132
G7683	3383560..3383823
G7684	(complement(3384151..3383879))
G7685	(complement(3386210..3384243))
G7686	(complement(3387148..3386216))
G7687	(complement(3387359..3387156))
G7688	3387542..3388471
G7689	(complement(3390050..3388605))
G7690	(complement(3394280..3390480))
G7693	3405397..3405639
G7694	3410643..3410822
G7695	3416412..3416633
G7696	3427258..3427812
G7697	(complement(3428045..3427788))
G7698	(complement(3429437..3428865))
G7699	(complement(3429984..3429442))
G7701	(complement(3453420..3451951))
G7702	3453600..3454415
G7703	3454399..3456351
G7704	3456361..3457842
G7705	3457839..3459035
G7706	3459045..3459482
G7707	3459490..3459999
G7708	3459996..3460373
G7709	3460366..3460953
G7710	3460946..3461929
G7711	3461944..3463107
G7712	(complement(3472987..3472700))
G7713	(complement(3473354..3472995))
G7714	(complement(3473740..3473354))
G7715	(complement(3474462..3473740))
G7716	(complement(3475441..3474629))
G7717	(complement(3479183..3478629))
G7718	3481224..3482246
G7719	3482240..3482458
G7721	3484813..3486915
G7722	3497470..3497637
G7723	3499290..3500312
G7724	3500362..3501192
G7726	3501189..3501974
G7727	3502074..3502805
G7728	(complement(3504042..3502957))
G7729	(complement(3505358..3504054))
G7730	(complement(3505723..3505370))
G7731	(complement(3506612..3505734))
G7732	(complement(3507835..3506609))
G7733	(complement(3508998..3507835))
G7734	(complement(3509444..3509082))
G7735	(complement(3510366..3509461))
G7736	(complement(3519041..3518637))
G7737	(complement(3519471..3519031))
G7738	(complement(3519994..3519455))
G7739	(complement(3520773..3519994))
G7740	(complement(3524171..3523611))
G7741	3524491..3526626
G7742	3526691..3527359
G7743	3527370..3527771
G7744	3527796..3528674
G7745	(complement(3530461..3528737))
G7746	3535407..3537728
G7747	3542904..3543587
G7748	3543646..3544221
G7750	(complement(3554871..3553855))
G7751	(complement(3556101..3554875))
G7752	(complement(3562028..3561747))
G7753	3573094..3573687
G7756	(complement(3577668..3576973))
G7757	(complement(3578828..3577791))
G7758	3579161..3579649
G7759	3579886..3581064
G7760	3581064..3581477
G7761	3581506..3581781
G7763	3582782..3583066
G7767	3607978..3608535
G7769	(complement(3651221..3650205))
G7776	3718703..3719224
G7777	join(3719177..3719191,3719191..3720072)
G7789	(complement(3873183..3872494))
G7797	(complement(3958310..3958035))
G7798	(complement(3958483..3958265))
G7800	3975548..3976627
G7802	3991873..3992358
G7804	(complement(4014192..4013377))
G7806	4019968..4020237
G7808	4020241..4020756
G7814	(complement(4062318..4061626))
G7816	4103843..4104343
G7821	(complement(4311014..4310124))
G7822	(complement(4320834..4320466))
G7823	4327383..4328261
G7825	(complement(4343581..4342952))
G7826	(complement(4348057..4347338))
G7827	(complement(4349685..4348054))
G7828	4349866..4350096
G7829	4350108..4350380
G7830	4350607..4350903
G7832	4366687..4367163
G7833	(complement(4368435..4367179))
G7834	4370832..4371185
G7835	(complement(4372257..4371388))
G7836	(complement(4373680..4372652))
G7837	(complement(4375745..4375212))
G7838	4383416..4383730
G7839	4383727..4384041
G7840	(complement(4387393..4384070))
G7841	(complement(4389532..4388480))
G7842	4389627..4390172
G7843	(complement(4392090..4390951))
G7844	4402409..4402606
G7845	4407298..4408029
G7846	4408156..4408557
G7847	4408576..4409274
G7848	4409325..4409984
G7849	4410002..4410400
G7850	4410410..4411048
G7851	(complement(4414315..4414040))
G7852	(complement(4414793..4414464))
G7853	4414975..4415724
G7854	(complement(4416476..4415721))
G7855	(complement(4417648..4416584))
G7856	4418003..4419400
G7858	4420209..4420859
G7859	4420869..4421723
G7860	4421723..4422409
G7861	(complement(4422814..4422539))
G7862	(complement(4425445..4424651))
G7863	4425792..4426118
G7864	(complement(4426740..4426102))
G7865	4426958..4427578
G7866	(complement(4430006..4429344))
G7867	(complement(4431088..4430114))
G7868	(complement(4432047..4431187))
G7869	4432136..4432516
G7870	4435730..4436668
G7871	(complement(4437285..4436731))
G7872	4437610..4437816
G7873	(complement(4439238..4437895))
G7874	4440405..4442138
G7875	4442135..4445914
G7876	4445917..4446258
G7877	(complement(4468936..4468550))
G7879	(complement(4471232..4470837))
G7880	(complement(4472076..4471363))
G7882	4472147..4472740
G7883	4472885..4473337
G7884	4473460..4475274
G7885	4476496..4476912
G7886	(complement(4477560..4477057))
G7887	4477753..4478949
G7888	4484241..4485341
G7889	4485341..4486423
G7890	(complement(4488086..4486584))
G7891	(complement(4489162..4488164))
G7892	(complement(4491374..4490610))
G7893	(complement(4492429..4491398))
G7894	4496250..4496660
G7896	4497622..4497957
G7897	(complement(4498512..4498066))
G7898	(complement(4498814..4498455))
G7899	4499283..4499612
G7900	(complement(4501454..4500126))
G7901	4503310..4504428
G7902	(complement(4504879..4504649))
G7903	4504884..4505132
G7904	4505220..4505486
G7905	(complement(4506640..4505489))
G7906	4506981..4507577
G7907	4507743..4508156
G7908	4516550..4516825
G7909	(complement(4518347..4517361))
G7910	(complement(4522117..4520150))
G7911	(complement(4523033..4522128))
G7912	(complement(4523826..4523038))
G7913	(complement(4524911..4524129))
G7914	(complement(4525560..4524928))
G7915	(complement(4526940..4526134))
G7916	(complement(4531206..4530460))
G7917	(complement(4531807..4531262))
G7918	4533038..4534054
G7919	(complement(4535617..4534637))
G7920	(complement(4536788..4535682))
G7921	(complement(4537524..4536808))
G7922	(complement(4554343..4553513))
G7923	4555016..4555408
G7924	(complement(4556312..4555401))
G7925	(complement(4557549..4556377))
G7926	(complement(4558023..4557562))
G7927	(complement(4558703..4558020))
G7928	4558953..4559507
G7929	(complement(4560698..4559520))
G7930	(complement(4561734..4560766))
G7931	(complement(4562712..4561945))
G7932	(complement(4563873..4562722))
G7933	(complement(4565269..4563989))
G7934	4567021..4567332
G7935	4567381..4567941
G7936	(complement(4569597..4568185))
G7937	4569774..4569938
G7938	4570437..4571954
G7940	"() { $('MsgCloseButton').focus(); } });</script><pre>>gnl|ECOLI|G7940 symE ""G7940-MONOMER"" (complement(4577863..4577522))"
G7941	(complement(4587102..4586899))
G7942	(complement(4589302..4587152))
G7944	(complement(4593874..4592960))
G7945	4594013..4595035
G7946	(complement(4600881..4600111))
G7947	4601500..4602225
G7948	4602183..4602860
G7949	(complement(4603686..4602898))
G7950	(complement(4605723..4604692))
G7951	4610434..4611507
G7952	4611504..4612283
G7953	(complement(4613566..4612703))
G7954	4638425..4638565
G7961	1445543..1447042
