"Enzyme Frame ID"	"EC"	"Reaction ID"	"Reaction stoichiometry"	"Direction"	"Turnover Forward (s^-1)"	"Turnover Reverse (s^-1)"	"Comments"
"[""PSD-MONOMER""]"	"4.1.1.65"	"PSD180"	"[c] : h + ps180 --> co2 + pe180"	"forward only"		0	
"[""PSD-MONOMER""]"	"4.1.1.65"	"PSD181"	"[c] : h + ps181 --> co2 + pe181"	"forward only"		0	
"[""MEND-MONOMER""]"	"4.1.1.71"	"OXGDC2"	"[c] : akg + h + thmpp --> co2 + ssaltpp"	"forward only"		0	
"[""FRUCBISALD-CLASSI-MONOMER""]"	"4.1.2.13"	"FBA"	"[c] : fdp <==> dhap + g3p"	"reversible"			
"[""FRUCTBISALD-CLASSII-MONOMER""]"	"4.1.2.13"	"FBA"	"[c] : fdp <==> dhap + g3p"	"reversible"			
"[""G6960-MONOMER""]"	"4.1.2.13"	"FBA"	"[c] : fdp <==> dhap + g3p"	"reversible"			
"[""KDPGALDOL-4OH2OXOGLUTARALDOL-MONOMER""]"	"4.1.2.14"	"EDA"	"[c] : 2ddg6p --> g3p + pyr"	"forward only"		0	
"[""AROF-MONOMER""]"	"4.1.2.15"	"DDPA"	"[c] : e4p + h2o + pep --> 2dda7p + pi"	"forward only"		0	
"[""AROG-MONOMER""]"	"4.1.2.15"	"DDPA"	"[c] : e4p + h2o + pep --> 2dda7p + pi"	"forward only"		0	
"[""AROH-MONOMER""]"	"4.1.2.15"	"DDPA"	"[c] : e4p + h2o + pep --> 2dda7p + pi"	"forward only"		0	
"[""KDO-8PSYNTH-MONOMER""]"	"4.1.2.16"	"KDOPS"	"[c] : ara5p + h2o + pep --> kdo8p + pi"	"forward only"		0	
"[""FUCPALDOL-MONOMER""]"	"4.1.2.17"	"FCLPA"	"[c] : fc1p <==> dhap + lald-L"	"reversible"			
"[""G7419-MONOMER""]"	"4.1.2.17"	"FCLPA"	"[c] : fc1p <==> dhap + lald-L"	"reversible"			
"[""RHAMNULPALDOL-MONOMER""]"	"4.1.2.19"	"RMPA"	"[c] : rml1p <==> dhap + lald-L"	"reversible"			
"[""KDGALDOL-MONOMER""]"	"4.1.2.20"	"GLCRAL"	"[c] : 5dh4dglc --> 2h3oppan + pyr"	"forward only"		0	
"[""DEHYDDEOXPHOSGALACT-ALDOL-MONOMER""]"	"4.1.2.21"	"DDPGALA"	"[c] : 2dh3dgal6p <==> g3p + pyr"	"reversible"			
"[""DEOXYRIBOSE-P-ALD-MONOMER""]"	"4.1.2.4"	"DRPA"	"[c] : 2dr5p --> acald + g3p"	"forward only"		0	
"[""CPLX0-240""]"	"4.1.2.40"	"TGBPA"	"[c] : tagdp-D <==> dhap + g3p"	"reversible"			
"[""CPLX0-241""]"	"4.1.2.40"	"TGBPA"	"[c] : tagdp-D <==> dhap + g3p"	"reversible"			
"[""GLYOHMETRANS-MONOMER""]"	"4.1.2.5"	"THRA2i"	"[c] : athr-L --> acald + gly"	"forward only"		0	
"[""GLYOHMETRANS-MONOMER""]"	"4.1.2.5"	"THRAi"	"[c] : thr-L --> acald + gly"	"forward only"		0	
"[""LTAA-MONOMER""]"	"4.1.2.5"	"THRA2i"	"[c] : athr-L --> acald + gly"	"forward only"		0	
"[""LTAA-MONOMER""]"	"4.1.2.5"	"THRAi"	"[c] : thr-L --> acald + gly"	"forward only"		0	
"[""ISOCIT-LYASE-MONOMER""]"	"4.1.3.1"	"ICL"	"[c] : icit --> glx + succ"	"forward only"		0	
"[""2-ISOPROPYLMALATESYN-MONOMER""]"	"4.1.3.12"	"IPPS"	"[c] : 3mob + accoa + h2o --> 3c3hmp + coa + h"	"forward only"		0	
"[""ACETOLACTSYNI-CPLX""]"	"4.1.3.18"	"ACLS"	"[c] : h + (2) pyr --> alac-S + co2"	"forward only"		0	
"[""ACETOLACTSYNIII-CPLX""]"	"4.1.3.18"	"ACLS"	"[c] : h + (2) pyr --> alac-S + co2"	"forward only"		0	
"[""MALATE-SYNTHASE""]"	"4.1.3.2"	"MALS"	"[c] : accoa + glx + h2o --> coa + h + mal-L"	"forward only"		0	
"[""MALSYNG-MONOMER""]"	"4.1.3.2"	"MALS"	"[c] : accoa + glx + h2o --> coa + h + mal-L"	"forward only"		0	
"[""ANTHRANSYN-CPLX""]"	"4.1.3.27"	"ANS"	"[c] : chor + gln-L --> anth + glu-L + h + pyr"	"forward only"		0	
"[""ACNEULY-MONOMER""]"	"4.1.3.3"	"ACNML"	"[c] : acnam --> acmana + pyr"	"forward only"		0	
"[""G6196-MONOMER""]"	"4.1.3.30"	"MCITL2"	"[c] : micit <==> pyr + succ"	"reversible"			
"[""G6198-MONOMER""]"	"4.1.3.31"	"MCITS"	"[c] : h2o + oaa + ppcoa --> 2mcit + coa + h"	"forward only"		0	
"[""NAPHTHOATE-SYN-MONOMER""]"	"4.1.3.36"	"NPHS"	"[c] : sbzcoa --> coa + dhna"	"forward only"		0	
"[""ACECITLY-CPLX"", ""G6340-MONOMER""]"	"4.1.3.6"	"CITL"	"[c] : cit --> ac + oaa"	"forward only"		0	
"[""CYSTATHIONINE-BETA-LYASE-MONOMER""]"	"4.1.99.1"	"CYSDS"	"[c] : cys-L + h2o --> h2s + nh4 + pyr"	"forward only"		0	
"[""TRYPTOPHAN-MONOMER""]"	"4.1.99.1"	"CYSDS"	"[c] : cys-L + h2o --> h2s + nh4 + pyr"	"forward only"		0	
"[""TRYPTOPHAN-MONOMER""]"	"4.1.99.1"	"TRPAS2"	"[c] : h2o + trp-L <==> indole + nh4 + pyr"	"reversible"			
"[""CARBODEHYDRAT-MONOMER""]"	"4.2.1.1"	"HCO3E"	"[c] : co2 + h2o <==> h + hco3"	"reversible"			
"[""EG12319-MONOMER""]"	"4.2.1.1"	"HCO3E"	"[c] : co2 + h2o <==> h + hco3"	"reversible"			
"[""AROD-MONOMER""]"	"4.2.1.10"	"DHQTi"	"[c] : 3dhq --> 3dhsk + h2o"	"forward only"		0	
"[""ENOLASE-MONOMER""]"	"4.2.1.11"	"ENO"	"[c] : 2pg <==> h2o + pep"	"reversible"			
"[""PGLUCONDEHYDRAT-MONOMER""]"	"4.2.1.12"	"EDD"	"[c] : 6pgc --> 2ddg6p + h2o"	"forward only"		0	
"[""FADB-MONOMER""]"	"4.2.1.17"	"ECOAH1"	"[c] : 3hbcoa <==> b2coa + h2o"	"reversible"			
"[""FADB-MONOMER""]"	"4.2.1.17"	"ECOAH2"	"[c] : 3hhcoa <==> h2o + hx2coa"	"reversible"			
"[""FADB-MONOMER""]"	"4.2.1.17"	"ECOAH3"	"[c] : 3hocoa <==> h2o + oc2coa"	"reversible"			
"[""FADB-MONOMER""]"	"4.2.1.17"	"ECOAH4"	"[c] : 3hdcoa <==> dc2coa + h2o"	"reversible"			
"[""FADB-MONOMER""]"	"4.2.1.17"	"ECOAH5"	"[c] : 3hddcoa <==> dd2coa + h2o"	"reversible"			
"[""FADB-MONOMER""]"	"4.2.1.17"	"ECOAH6"	"[c] : 3htdcoa <==> h2o + td2coa"	"reversible"			
"[""FADB-MONOMER""]"	"4.2.1.17"	"ECOAH7"	"[c] : 3hhdcoa <==> h2o + hdd2coa"	"reversible"			
"[""FADB-MONOMER""]"	"4.2.1.17"	"ECOAH8"	"[c] : 3hodcoa <==> h2o + od2coa"	"reversible"			
"[""G7212-MONOMER""]"	"4.2.1.17"	"ECOAH1"	"[c] : 3hbcoa <==> b2coa + h2o"	"reversible"			
"[""G7212-MONOMER""]"	"4.2.1.17"	"ECOAH2"	"[c] : 3hhcoa <==> h2o + hx2coa"	"reversible"			
"[""G7212-MONOMER""]"	"4.2.1.17"	"ECOAH3"	"[c] : 3hocoa <==> h2o + oc2coa"	"reversible"			
"[""G7212-MONOMER""]"	"4.2.1.17"	"ECOAH4"	"[c] : 3hdcoa <==> dc2coa + h2o"	"reversible"			
"[""G7212-MONOMER""]"	"4.2.1.17"	"ECOAH5"	"[c] : 3hddcoa <==> dd2coa + h2o"	"reversible"			
"[""G7212-MONOMER""]"	"4.2.1.17"	"ECOAH6"	"[c] : 3htdcoa <==> h2o + td2coa"	"reversible"			
"[""G7212-MONOMER""]"	"4.2.1.17"	"ECOAH7"	"[c] : 3hhdcoa <==> h2o + hdd2coa"	"reversible"			
"[""G7212-MONOMER""]"	"4.2.1.17"	"ECOAH8"	"[c] : 3hodcoa <==> h2o + od2coa"	"reversible"			
"[""IMIDPHOSPHADEHYDHISTIDPHOSPHA-MONOMER""]"	"4.2.1.19"	"IGPDH"	"[c] : eig3p --> h2o + imacp"	"forward only"		0	
"[""FUMA-MONOMER""]"	"4.2.1.2"	"FUM"	"[c] : fum + h2o <==> mal-L"	"reversible"			
"[""FUMB-MONOMER""]"	"4.2.1.2"	"FUM"	"[c] : fum + h2o <==> mal-L"	"reversible"			
"[""FUMC-MONOMER""]"	"4.2.1.2"	"FUM"	"[c] : fum + h2o <==> mal-L"	"reversible"			
"[""TRYPSYN""]"	"4.2.1.20"	"TRPS1"	"[c] : 3ig3p + ser-L --> g3p + h2o + trp-L"	"forward only"		0	
"[""TRYPSYN""]"	"4.2.1.20"	"TRPS2"	"[c] : indole + ser-L --> h2o + trp-L"	"forward only"		0	
"[""TRYPSYN""]"	"4.2.1.20"	"TRPS3"	"[c] : 3ig3p --> g3p + indole"	"forward only"		0	
"[""PORPHOBILSYNTH-MONOMER""]"	"4.2.1.24"	"PPBNGS"	"[c] : (2) 5aop --> h + (2) h2o + ppbng"	"forward only"		0	
"[""ACONITASE-MONOMER""]"	"4.2.1.3"	"ACONTa"	"[c] : cit <==> acon-C + h2o"	"reversible"			
"[""ACONITASE-MONOMER""]"	"4.2.1.3"	"ACONTb"	"[c] : acon-C + h2o <==> icit"	"reversible"			
"[""ACONITATEDEHYDRB-MONOMER""]"	"4.2.1.3"	"ACONTa"	"[c] : cit <==> acon-C + h2o"	"reversible"			
"[""ACONITATEDEHYDRB-MONOMER""]"	"4.2.1.3"	"ACONTb"	"[c] : acon-C + h2o <==> icit"	"reversible"			
"[""LTARTDEHYDRA-CPLX""]"	"4.2.1.32"	"TARTD"	"[c] : tartr-L --> h2o + oaa"	"forward only"		0	
"[""3-ISOPROPYLMALISOM-CPLX""]"	"4.2.1.33"	"IPPMIa"	"[c] : 3c2hmp <==> 2ippm + h2o"	"reversible"			
"[""3-ISOPROPYLMALISOM-CPLX""]"	"4.2.1.33"	"IPPMIb"	"[c] : 2ippm + h2o <==> 3c3hmp"	"reversible"			
"[""G7446-MONOMER""]"	"4.2.1.40"	"GLCRD"	"[c] : glcr --> 5dh4dglc + h2o"	"forward only"		0	
"[""GLUCARDEHYDRA-MONOMER""]"	"4.2.1.40"	"GLCRD"	"[c] : glcr --> 5dh4dglc + h2o"	"forward only"		0	
"[""GALACTARDEHYDRA-MONOMER""]"	"4.2.1.42"	"GALCTD"	"[c] : galct-D --> 5dh4dglc + h2o"	"forward only"		0	
"[""DTDPGLUCDEHYDRAT-MONOMER""]"	"4.2.1.46"	"TDPGDH"	"[c] : dtdpglu --> dtdp4d6dg + h2o"	"forward only"		0	
"[""DTDPGLUCDEHYDRAT2-MONOMER""]"	"4.2.1.46"	"TDPGDH"	"[c] : dtdpglu --> dtdp4d6dg + h2o"	"forward only"		0	
"[""GDPMANDEHYDRA-MONOMER""]"	"4.2.1.47"	"GMAND"	"[c] : gdpmann --> gdpddman + h2o"	"forward only"		0	
"[""CHORISMUTPREPHENDEHYDRAT-MONOMER""]"	"4.2.1.51"	"PPNDH"	"[c] : h + pphn --> co2 + h2o + phpyr"	"forward only"		0	
"[""DIHYDRODIPICSYN-MONOMER""]"	"4.2.1.52"	"DHDPS"	"[c] : aspsa + pyr --> 23dhdp + h + (2) h2o"	"forward only"		0	
"[""FABA-MONOMER""]"	"4.2.1.58"	"3HAD40"	"[c] : 3haACP --> but2eACP + h2o"	"forward only"		0	
"[""FABA-MONOMER""]"	"4.2.1.58"	"3HAD60"	"[c] : 3hhexACP --> h2o + thex2eACP"	"forward only"		0	
"[""FABA-MONOMER""]"	"4.2.1.58"	"3HAD80"	"[c] : 3hoctACP --> h2o + toct2eACP"	"forward only"		0	
"[""FABZ-MONOMER""]"	"4.2.1.58"	"3HAD40"	"[c] : 3haACP --> but2eACP + h2o"	"forward only"		0	
"[""FABZ-MONOMER""]"	"4.2.1.58"	"3HAD60"	"[c] : 3hhexACP --> h2o + thex2eACP"	"forward only"		0	
"[""FABZ-MONOMER""]"	"4.2.1.58"	"3HAD80"	"[c] : 3hoctACP --> h2o + toct2eACP"	"forward only"		0	
"[""GALACTONATE-DEHYDRATASE-MONOMER""]"	"4.2.1.6"	"GALCTND"	"[c] : galctn-D --> 2dh3dgal + h2o"	"forward only"		0	
"[""FABA-MONOMER""]"	"4.2.1.60"	"3HAD100"	"[c] : 3hdecACP --> h2o + tdec2eACP"	"forward only"		0	
"[""FABZ-MONOMER""]"	"4.2.1.60"	"3HAD100"	"[c] : 3hdecACP --> h2o + tdec2eACP"	"forward only"		0	
"[""FABA-MONOMER""]"	"4.2.1.61"	"3HAD120"	"[c] : 3hddecACP --> h2o + tddec2eACP"	"forward only"		0	
"[""FABA-MONOMER""]"	"4.2.1.61"	"3HAD121"	"[c] : 3hcddec5eACP --> h2o + t3c5ddeceACP"	"forward only"		0	
"[""FABA-MONOMER""]"	"4.2.1.61"	"3HAD140"	"[c] : 3hmrsACP --> h2o + tmrs2eACP"	"forward only"		0	
"[""FABA-MONOMER""]"	"4.2.1.61"	"3HAD141"	"[c] : 3hcmrs7eACP --> h2o + t3c7mrseACP"	"forward only"		0	
"[""FABA-MONOMER""]"	"4.2.1.61"	"3HAD160"	"[c] : 3hpalmACP --> h2o + tpalm2eACP"	"forward only"		0	
"[""FABA-MONOMER""]"	"4.2.1.61"	"3HAD161"	"[c] : 3hcpalm9eACP --> h2o + t3c9palmeACP"	"forward only"		0	
"[""FABA-MONOMER""]"	"4.2.1.61"	"3HAD180"	"[c] : 3hoctaACP --> h2o + toctd2eACP"	"forward only"		0	
"[""FABA-MONOMER""]"	"4.2.1.61"	"3HAD181"	"[c] : 3hcvac11eACP --> h2o + t3c11vaceACP"	"forward only"		0	
"[""FABZ-MONOMER""]"	"4.2.1.61"	"3HAD120"	"[c] : 3hddecACP --> h2o + tddec2eACP"	"forward only"		0	
"[""FABZ-MONOMER""]"	"4.2.1.61"	"3HAD121"	"[c] : 3hcddec5eACP --> h2o + t3c5ddeceACP"	"forward only"		0	
"[""FABZ-MONOMER""]"	"4.2.1.61"	"3HAD140"	"[c] : 3hmrsACP --> h2o + tmrs2eACP"	"forward only"		0	
"[""FABZ-MONOMER""]"	"4.2.1.61"	"3HAD141"	"[c] : 3hcmrs7eACP --> h2o + t3c7mrseACP"	"forward only"		0	
"[""FABZ-MONOMER""]"	"4.2.1.61"	"3HAD160"	"[c] : 3hpalmACP --> h2o + tpalm2eACP"	"forward only"		0	
"[""FABZ-MONOMER""]"	"4.2.1.61"	"3HAD161"	"[c] : 3hcpalm9eACP --> h2o + t3c9palmeACP"	"forward only"		0	
"[""FABZ-MONOMER""]"	"4.2.1.61"	"3HAD180"	"[c] : 3hoctaACP --> h2o + toctd2eACP"	"forward only"		0	
"[""FABZ-MONOMER""]"	"4.2.1.61"	"3HAD181"	"[c] : 3hcvac11eACP --> h2o + t3c11vaceACP"	"forward only"		0	
"[""ALTRODEHYDRAT-MONOMER""]"	"4.2.1.7"	"ALTRH"	"[c] : altrn --> 2ddglcn + h2o"	"forward only"		0	
"[""UROGENIIISYN-MONOMER""]"	"4.2.1.75"	"UPP3S"	"[c] : hmbil --> h2o + uppg3"	"forward only"		0	
"[""G6199-MONOMER""]"	"4.2.1.79"	"MCITD"	"[c] : 2mcit --> 2mcacn + h2o"	"forward only"		0	
"[""MANNONDEHYDRAT-MONOMER""]"	"4.2.1.8"	"MNNH"	"[c] : mana --> 2ddglcn + h2o"	"forward only"		0	
"[""MHPDHYDROL-MONOMER""]"	"4.2.1.80"	"OP4ENH"	"[c] : h2o + op4en --> 4h2opntn"	"forward only"		0	
"[""DIHYDROXYACIDDEHYDRAT-MONOMER""]"	"4.2.1.9"	"DHAD1"	"[c] : 23dhmb --> 3mob + h2o"	"forward only"		0	
"[""ACONITATEDEHYDRB-MONOMER""]"	"4.2.1.99"	"MICITD"	"[c] : 2mcacn + h2o --> micit"	"forward only"		0	
"[""THRESYN-MONOMER""]"	"4.2.3.1"	"THRS"	"[c] : h2o + phom --> pi + thr-L"	"forward only"		0	
"[""METHGLYSYN-MONOMER""]"	"4.2.3.3"	"MGSA"	"[c] : dhap --> mthgxl + pi"	"forward only"		0	
"[""AROC-MONOMER""]"	"4.2.3.5"	"CHORS"	"[c] : 3psme --> chor + pi"	"forward only"		0	
"[""O-SUCCHOMOSERLYASE-MONOMER""]"	"4.2.99.9"	"SHSL1"	"[c] : cys-L + suchms --> cyst-L + h + succ"	"forward only"		0	
"[""ASPARTASE-MONOMER""]"	"4.3.1.1"	"ASPT"	"[c] : asp-L --> fum + nh4"	"forward only"		0	
"[""G7490-MONOMER""]"	"4.3.1.15"	"DAPAL"	"[c] : 23dappa + h2o --> (2) nh4 + pyr"	"forward only"		0	
"[""LSERINEDEAM1-MONOMER""]"	"4.3.1.17"	"SERD_L"	"[c] : ser-L --> nh4 + pyr"	"forward only"		0	
"[""LSERINEDEAM2-MONOMER""]"	"4.3.1.17"	"SERD_L"	"[c] : ser-L --> nh4 + pyr"	"forward only"		0	
"[""LSERINEDEAM3-MONOMER""]"	"4.3.1.17"	"SERD_L"	"[c] : ser-L --> nh4 + pyr"	"forward only"		0	
"[""TRYPTOPHAN-MONOMER""]"	"4.3.1.17"	"SERD_L"	"[c] : ser-L --> nh4 + pyr"	"forward only"		0	
"[""ETHAMLY-CPLX""]"	"4.3.1.7"	"ETHAAL"	"[c] : etha --> acald + nh4"	"forward only"		0	
"[""OHMETHYLBILANESYN-MONOMER""]"	"4.3.1.8"	"HMBS"	"[c] : h2o + (4) ppbng --> hmbil + (4) nh4"	"forward only"		0	
"[""ARGSUCCINLYA-MONOMER""]"	"4.3.2.1"	"ARGSL"	"[c] : argsuc <==> arg-L + fum"	"reversible"			
"[""ASL-MONOMER""]"	"4.3.2.2"	"ADSL1r"	"[c] : dcamp <==> amp + fum"	"reversible"			
"[""ASL-MONOMER""]"	"4.3.2.2"	"ADSL2r"	"[c] : 25aics <==> aicar + fum"	"reversible"			
"[""DCYSDESULF-MONOMER""]"	"4.4.1.15"	"CYSDDS"	"[c] : cys-D + h2o --> h2s + nh4 + pyr"	"forward only"		0	
"[""GLYOXI-MONOMER""]"	"4.4.1.5"	"LGTHL"	"[c] : gthrd + mthgxl --> lgt-S"	"forward only"		0	
"[""CYSTATHIONINE-BETA-LYASE-MONOMER""]"	"4.4.1.8"	"CYSTL"	"[c] : cyst-L + h2o --> hcys-L + nh4 + pyr"	"forward only"		0	
"[""EG10564-MONOMER""]"	"4.4.1.8"	"CYSTL"	"[c] : cyst-L + h2o --> hcys-L + nh4 + pyr"	"forward only"		0	
"[""ADENYLATECYC-MONOMER""]"	"4.6.1.1"	"ADNCYC"	"[c] : atp --> camp + ppi"	"forward only"		0	
"[""PROTOHEME-FERROCHELAT-MONOMER""]"	"4.99.1.1"	"FCLT"	"[c] : fe2 + ppp9 --> (2) h + pheme"	"forward only"		0	
"[""ALARACEBIOSYN-MONOMER""]"	"5.1.1.1"	"ALAR"	"[c] : ala-L <==> ala-D"	"reversible"			
"[""ALARACECAT-MONOMER""]"	"5.1.1.1"	"ALAR"	"[c] : ala-L <==> ala-D"	"reversible"			
"[""GLUTRACE-MONOMER""]"	"5.1.1.3"	"GLUR"	"[c] : glu-D <==> glu-L"	"reversible"			
"[""DIAMINOPIMEPIM-MONOMER""]"	"5.1.1.7"	"DAPE"	"[c] : 26dap-LL <==> 26dap-M"	"reversible"			
"[""G7914-MONOMER""]"	"5.1.3.1"	"RPE"	"[c] : ru5p-D <==> xu5p-D"	"reversible"			
"[""RIBULP3EPIM-MONOMER""]"	"5.1.3.1"	"RPE"	"[c] : ru5p-D <==> xu5p-D"	"reversible"			
"[""DTDPDEHYDRHAMEPIM-MONOMER""]"	"5.1.3.13"	"TDPDRE"	"[c] : dtdp4d6dg --> dtdp4d6dm"	"forward only"		0	
"[""UDPGLCNACEPIM-MONOMER""]"	"5.1.3.14"	"UAG2E"	"[c] : uacgam <==> uacmam"	"reversible"			
"[""UDPGLUCEPIM-MONOMER""]"	"5.1.3.2"	"UDPG4E"	"[c] : udpg <==> udpgal"	"reversible"			
"[""EG10838-MONOMER""]"	"5.1.3.20"	"AGMHE"	"[c] : adphep-DD --> adphep-LD"	"forward only"		0	
"[""ALDOSE1EPIM-MONOMER""]"	"5.1.3.3"	"RXN_WC_4"	"[c] : gal-bD --> gal"	"forward only"		0	
"[""EG12287-MONOMER""]"	"5.1.3.4"	"RBP4E"	"[c] : ru5p-L <==> xu5p-D"	"reversible"			
"[""G7860-MONOMER""]"	"5.1.3.4"	"RBP4E"	"[c] : ru5p-L <==> xu5p-D"	"reversible"			
"[""RIBULPEPIM-MONOMER""]"	"5.1.3.4"	"RBP4E"	"[c] : ru5p-L <==> xu5p-D"	"reversible"			
"[""TPI-MONOMER""]"	"5.3.1.1"	"TPI"	"[c] : dhap <==> g3p"	"reversible"			
"[""UXAC-MONOMER""]"	"5.3.1.12"	"GUI1"	"[c] : glcur <==> fruur"	"reversible"			
"[""UXAC-MONOMER""]"	"5.3.1.12"	"GUI2"	"[c] : galur <==> tagur"	"reversible"			
"[""EG10973-MONOMER""]"	"5.3.1.13"	"A5PISO"	"[c] : ru5p-D <==> ara5p"	"reversible"			
"[""G7662-MONOMER""]"	"5.3.1.13"	"A5PISO"	"[c] : ru5p-D <==> ara5p"	"reversible"			
"[""RHAMNISOM-MONOMER""]"	"5.3.1.14"	"RMI"	"[c] : rmn <==> rml"	"reversible"			
"[""PRIBFAICARPISOM-MONOMER""]"	"5.3.1.16"	"PRMICI"	"[c] : prfp <==> prlp"	"reversible"			
"[""G6277-MONOMER""]"	"5.3.1.22"	"HPYRI"	"[c] : hpyr <==> 2h3oppan"	"reversible"			
"[""PRAI-IGPS""]"	"5.3.1.24"	"PRAIi"	"[c] : pran --> 2cpr5p"	"forward only"		0	
"[""FUCISOM-MONOMER""]"	"5.3.1.25"	"FCI"	"[c] : fuc-L <==> fcl-L"	"reversible"			
"[""ARABISOM-MONOMER""]"	"5.3.1.4"	"ARAI"	"[c] : arab-L <==> rbl-L"	"reversible"			
"[""XYLISOM-MONOMER""]"	"5.3.1.5"	"XYLI1"	"[c] : xyl-D <==> xylu-D"	"reversible"			
"[""XYLISOM-MONOMER""]"	"5.3.1.5"	"XYLI2"	"[c] : glc-D <==> fru"	"reversible"			
"[""RIB5PISOMA-MONOMER""]"	"5.3.1.6"	"RPI"	"[c] : r5p <==> ru5p-D"	"reversible"			
"[""RIB5PISOMB-MONOMER""]"	"5.3.1.6"	"RPI"	"[c] : r5p <==> ru5p-D"	"reversible"			
"[""MANNPISOM-MONOMER""]"	"5.3.1.8"	"MAN6PI"	"[c] : man6p <==> f6p"	"reversible"			
"[""PGLUCISOM""]"	"5.3.1.9"	"PGI"	"[c] : g6p <==> f6p"	"reversible"			
"[""IPPISOM-MONOMER""]"	"5.3.3.2"	"IPDDI"	"[c] : ipdp <==> dmpp"	"reversible"			
"[""FADB-MONOMER""]"	"5.3.3.8"	"HDCOAI"	"[c] : hdcoa --> hdd2coa"	"forward only"		0	
"[""FADB-MONOMER""]"	"5.3.3.8"	"ODECOAI"	"[c] : odecoa --> od2coa"	"forward only"		0	
"[""FADB-MONOMER""]"	"5.3.3.8"	"TDECOAI"	"[c] : tdecoa --> td2coa"	"forward only"		0	
"[""GPMA-MONOMER""]"	"5.4.2.1"	"PGM"	"[c] : 2pg <==> 3pg"	"reversible"			
"[""PGAM2-MONOMER""]"	"5.4.2.1"	"PGM"	"[c] : 2pg <==> 3pg"	"reversible"			
"[""PGMI-MONOMER""]"	"5.4.2.1"	"PGM"	"[c] : 2pg <==> 3pg"	"reversible"			
"[""PHOSGLUCOSAMINEMUT-MONOMER""]"	"5.4.2.10"	"PGAMT"	"[c] : gam1p <==> gam6p"	"reversible"			
"[""G7408-MONOMER""]"	"5.4.2.2"	"PGMT"	"[c] : g1p <==> g6p"	"reversible"			
"[""PHOSPHOGLUCMUT-MONOMER""]"	"5.4.2.2"	"PGMT"	"[c] : g1p <==> g6p"	"reversible"			
"[""G7732-MONOMER""]"	"5.4.2.7"	"PPM"	"[c] : r1p <==> r5p"	"reversible"			
"[""PPENTOMUT-MONOMER""]"	"5.4.2.7"	"PPM"	"[c] : r1p <==> r5p"	"reversible"			
"[""PPENTOMUT-MONOMER""]"	"5.4.2.7"	"PPM2"	"[c] : 2dr1p <==> 2dr5p"	"reversible"			
"[""PHOSMANMUT-MONOMER""]"	"5.4.2.8"	"PMANM"	"[c] : man1p <==> man6p"	"reversible"			
"[""GSAAMINOTRANS-MONOMER""]"	"5.4.3.8"	"G1SAT"	"[c] : glu1sa <==> 5aop"	"reversible"			
"[""METHYLMALONYL-COA-MUT-MONOMER""]"	"5.4.99.2"	"MMM2"	"[c] : succoa --> mmcoa-R"	"forward only"		0	
"[""CHORISMUTPREPHENDEHYDRAT-MONOMER""]"	"5.4.99.5"	"CHORM"	"[c] : chor --> pphn"	"forward only"		0	
"[""CHORISMUTPREPHENDEHYDROG-MONOMER""]"	"5.4.99.5"	"CHORM"	"[c] : chor --> pphn"	"forward only"		0	
"[""MENF-MONOMER""]"	"5.4.99.6"	"ICHORS"	"[c] : chor <==> ichor"	"reversible"			
"[""GALPMUT-MONOMER""]"	"5.4.99.9"	"UDPGALM"	"[c] : udpgal --> udpgalfur"	"forward only"		0	
"[""GLURS-MONOMER""]"	"6.1.1.17"	"GLUTRS"	"[c] : atp + glu-L + trnaglu --> amp + glutrna + ppi"	"forward only"		0	
"[""ACS-MONOMER""]"	"6.2.1.1"	"ACS"	"[c] : ac + atp + coa --> accoa + amp + ppi"	"forward only"		0	
"[""G6200-MONOMER""]"	"6.2.1.13"	"ACCOAL"	"[c] : atp + coa + ppa --> adp + pi + ppcoa"	"forward only"		0	
"[""AAS-MONOMER""]"	"6.2.1.20"	"AACPS1"	"[c] : ACP + atp + ttdca --> amp + myrsACP + ppi"	"forward only"		0	
"[""AAS-MONOMER""]"	"6.2.1.20"	"AACPS2"	"[c] : ACP + atp + ttdcea --> amp + ppi + tdeACP"	"forward only"		0	
"[""AAS-MONOMER""]"	"6.2.1.20"	"AACPS3"	"[c] : ACP + atp + hdca --> amp + palmACP + ppi"	"forward only"		0	
"[""AAS-MONOMER""]"	"6.2.1.20"	"AACPS4"	"[c] : ACP + atp + hdcea --> amp + hdeACP + ppi"	"forward only"		0	
"[""AAS-MONOMER""]"	"6.2.1.20"	"AACPS5"	"[c] : ACP + atp + ocdcea --> amp + octeACP + ppi"	"forward only"		0	
"[""AAS-MONOMER""]"	"6.2.1.20"	"AACPS6"	"[c] : ACP + atp + ocdca --> amp + ocdcaACP + ppi"	"forward only"		0	
"[""AAS-MONOMER""]"	"6.2.1.20"	"AACPS7"	"[c] : ACP + atp + ddca --> amp + ddcaACP + ppi"	"forward only"		0	
"[""AAS-MONOMER""]"	"6.2.1.20"	"AACPS8"	"[c] : ACP + atp + dca --> amp + dcaACP + ppi"	"forward only"		0	
"[""AAS-MONOMER""]"	"6.2.1.20"	"AACPS9"	"[c] : ACP + atp + octa --> amp + ocACP + ppi"	"forward only"		0	
"[""O-SUCCINYLBENZOATE-COA-LIG-MONOMER""]"	"6.2.1.26"	"SUCBZL"	"[c] : atp + coa + sucbz --> amp + ppi + sbzcoa"	"forward only"		0	
